Tabelle 1
country_code;country_name;country_group;question_id;cross_year_id;question;dimension;indicator;response;decision;awarded_score;max_score;explanation;
ES;Spain;eu27;I8;I8;"Have any public bodies in your country launched or performed any activities in the past year to understand which and how (open) datasets are reused?

For Explanation:
* If yes, which of the following activities?
* Multiple answers are possible.";impact_dimension;impact_measuring_reuse;yes;confirm;40;40;N/A;
ES;Spain;eu27;I8-a;I8-a;Automated feedback mechanisms tracking users´ access to datasets;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
Most open data portals have automated analytics mechanisms. In the case of datos.gob.es, we provide further information on the procedure:
1 Quantitative data capture: Traffic is automatically tracked using tools such as Google Analytics 4 (GA4) and Google Search Console, which allow to record and segment data on:
•	Number of accesses to each dataset.
•	User source channel (organic, direct, referral, etc.).
•	Targeting by geographic location, device and browsing flow.
•	Search terms used by users to reach the portal from search engines.
This makes it possible to identify the most visited datasets and to understand the general access behaviour of different user profiles.
2 Tracking of user interaction: To understand how users interact with the datasets, specific elements have been configured in Google Tag Manager. This tool allows you to register customised events, such as:
•	Clicks on download buttons or links.
•	Choice of formats (CSV, JSON, XML, etc.).
•	Time spent in the dataset.
•	Interaction paths within the data tab.
The data collected is integrated into GA4, providing a detailed overview of the most consumed formats and conversion rates per resource.
3 Automated qualitative data collection: Solutions such as Hotjar and Microsoft Clarity are used to obtain automated qualitative information about the user experience. These tools generate:
•	Heat map by mouse clicks and mouse movements.
•	Logging of browsing sessions (anonymised).
•	Information on scroll depth, ignored areas and interaction patterns.
This qualitative analysis allows us to detect possible usability barriers and opportunities for improvement in the design of the dataset pages.
4 Real-time display: All the information obtained is integrated into an automated visualisation environment using Looker Studio, which allows:
•	Consult in real time the evolution of access to datasets.
•	Analysing consumer trends and behaviour.
•	Facilitate decision-making based on up-to-date and segmented data

2024:
Most open data portals have analytics mechanisms in place. In the case of datos.gob.es,automated tracking of user access to datasets is performed at several levels:
1.- Capture: quantitative data on users accessing the portal are analysed and interpreted, as well as the user's channel of origin, and the different segmentations by geographical location, devices used and the flows of pages accessed.
In addition, the queries made by the user to access the portal via search engines are analysed. The tools used are GA4 and Google Search Console. This analysis seeks to identify quantitative data patterns, most-consumed content and trends.
2.- Interaction: User interactions within the dataset are analysed. In order to know user interactions, interaction elements have been configured in the tag manager tool that transfers the data to the analytics tool. The configured elements provide us with information on user actions, the most consumed formats, interaction times and conversions.
3.- Qualitative data: Qualitative tools such as Hotjar or Clarity are used to automate the collection of data on user behaviour within a page. Data on scrolling, clicks and heat maps are also extracted for each page. Analysis of this data allows modifications to be made to optimise the user experience.
4.- Visualisation: the above points are transferred to an automated visualisation tool integrated with the above tools, which provides real-time data capture and interaction data, facilitating the understanding of the data. 
See information here:
•	https://datos.gob.es/sites/default/files/datosgobes/evidencia_1/evidencia_1.1.png
•	https://datos.gob.es/sites/default/files/datosgobes/evidencia_3/evidencia_3_alternativa.png
";
ES;Spain;eu27;I8-b;I8-b;Surveys;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
•	As every year, survey has been carried out by datos.gob.es asking various public bodies how they measure and use open data. Survey responses showed that data from the State Meteorological Agency, the National Statistics Institute and the National Geographic Institute are among the most reused. https://datos.gob.es/es/evaluacion-del-ecosistema-de-los-datos-publicos-reutilizables-en-espana-2025
Additional evidence: https://datos.gob.es/sites/default/files/datosgobes/evidencia_impacto_2.jpg 
•	The Barcelona Open Data Initiative, with the support of the Diputació de Barcelona, launched a call through their social networks to identify the fifty best datasets on well-being and healthy ageing of older people. For this purpose, the reuse community was consulted and identified those datasets that provided information on the topic: https://www.iniciativabarcelonaopendata.cat/es/ranquing-data-envejecimiento/ .. In addition, participants could provide feedback on needs and requests they would like to make to open data publishers. 

2024:
Datos.gob.es carries out an annual survey asking various public bodies how they measure and use open data: https://datos.gob.es/es/evaluacion-del-ecosistema-de-los-datos-publicos-reutilizables-en-espana-2024
The results of this survey allow to identify activities that have been developed to understand which open datasets have been reused and in what way. Most municipalities, for example, have reused open datasets from the National Statistics Institute (https://www.ine.es/dynt3/inebase/es/index.htm?padre=1402&amp;capsel=3909) or the Cadastre (https://www.sedecatastro.gob.es/Accesos/SECAccDescargaDatos.aspx) to improve the quality of citizen services and improve decision-making. Viladecans City Council (Barcelona), for example, has also used open datasets from the 'Portal de Dades Obertes de Catalunya' (https://analisi.transparenciacatalunya.cat/es/) to measure SDG compliance, create more environmentally friendly cities and even create new business opportunities.

On the other hand, within the framework of the III National Open Data Meeting, a self-assessment was developed that allows to know the level of impact that open data has on an organisation: https://docs.google.com/forms/d/e/1FAIpQLSeYilceLbdeKl21rW5T-otxqix5rgBb_CghbrCu8cwZFI1deg/viewform";
ES;Spain;eu27;I8-c;I8-c;Interviews/workshops with reusers;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
•	The DATAMAD Hackathon, organised by the Community of Madrid and the public University Rey Juan Carlos, aimed to identify ideas, services or other types of applications that reuse open data. To this end, a workshop was given to the participants and projects were evaluated to find out which open datasets of the Comunidad of Madrid had been used and to solve which problem. One of the purposes of the activity was to learn about and evaluate the use of open data in the autonomous community in order to provide solutions to some needs. Event programme: https://www.urjc.es/images/Noticias/Noticias/2024/DATAMAD_Programa.pdf 
•	In July 2024, the Diputació de Barcelona organised an event on open data and vicarious violence to explore the reality of child victims of male violence through open data. In this activity, an online form was opened so that the research community could present their requests to the body and propose an improvement in the publication of information and open data on this issue. https://dadesxviolenciaxdones.cat/accio-col%C2%B7laborativa-2024/ 

2024:
Over the past year, physical and virtual meetings have been held with open data re-users to find out which datasets they are most interested in, how they re-use them and identify possible needs and strategies for improvement in publishing.

Open Data Barcelona Initiative held a workshop for re-users to identify the 50 most important open data sets with social purpose on its portal (https://www.iniciativabarcelonaopendata.cat/es/ranking-50datasets-sociales/). This collaborative action that spread on social networks through the hashtag #50Datasets has resulted in a public and open repository of data, this resource aims to encourage the reuse of open data by facilitating its location: https://docs.google.com/spreadsheets/d/1hhIZTHLREWTvaBVfx2GmH4tT829Phs-MY7qGsFEVyvU/edit#gid=379167220";
ES;Spain;eu27;I8-d;I8-d;Other;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
A multitude of hackathons, data competitions and related activities have provided an opportunity to exchange views with re-users:
•	The Castilla y León Open Data Competition sought to identify the uses of open data in the region for different categories such as data journalism, educational resources or applications. At the awards ceremony, a dialogue was held with the participating reusers to find out their needs for future editions. More information: https://datosabiertos.jcyl.es/web/es/concurso-datos-abiertos/premiados-viii-concurso-datos.html

•	During the II UniversiData Datathon, a direct communication channel was set up with the participants through which they could raise doubts and questions regarding the use of the datasets. https://www.universidata.es/datathon/index.html#proyectos 

Other examples of competitions held include: 

•	https://datos.tenerife.es/es/actualidad/novedades/488-noviembre-2024-i-concurso-de-datos-y-proximos-conjuntos-disponibles-en-el-portal 
•	https://opendata.euskadi.eus/concursos-open-data/-/concurso-de-aplicaciones/
•	 https://www.uma.es/sala-de-prensa/noticias/el-primer-malackathon-premia-los-buenos-proyectos-en-materia-de-uso-y-eficiencia-de-recursos-hidricos/ 
•	https://www.gijon.es/es/eventos/vi-edicion-merkle-datathon
•	https://algoritmosverdes.gob.es/es/hackathon/soluciones-genai-para-la-biodiversidad 

2024:
On the other hand, there are also data competitions that serve to establish partnerships between open data portals and re-users. An example of this is the Open Data Competition of Castilla y León, which this year celebrated its seventh edition: https://datosabiertos.jcyl.es/web/es/concurso-datos-abiertos/concurso-datos-abiertos.html";
ES;Spain;eu27;I9;I9;"Have any public bodies in your country launched or performed any activities in the past year to better understand reusers' needs in order to further stimulate the reuse of open data?

For Explanation:
* If yes, which of the following activities have been performed? Please describe how the activity has helped you better stimulate reuse.
* Multiple answers are possible.";impact_dimension;impact_measuring_reuse;yes;confirm;40;40;N/A;
ES;Spain;eu27;I9-a;I9-a;Regular feedback sessions with portal users ;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
•	From datos.gob.es, meetings are held periodically with portal users who federate open datasets to resolve technical doubts and improve the publication and distribution of open data. These publishers sometimes act as data reusers too.
•	On an ongoing basis, questions and requests that portal users send us through comments and e-mails are answered. Feedback from portal users is always solicited and appreciated in these interactions.
•	The Inter-ministerial Data Working Group - Knowledge Community, where the different ministries and certain dependent agencies are represented, meets monthly to discuss data-related issues. At the meetings, projects are shared, as well as other issues to be solved and best practices in various fields, including data reuse. 
•	Madrid City Council organises a series of open days with free access, where public datasets associated with certain events are presented: Madrid Calle 30; air quality and meteorological data; municipal police; and urban facilities control centre (public lighting, tunnels and ornamental fountains). It is an opportunity for citizens to discover the potential of the data available to them, and to listen to their needs in this regard.  https://transparencia.madrid.es/portales/transparencia/es/Portada/Semana-de-la-Administracion-Abierta-2025/?vgnextfmt=default&vgnextoid=c1939213e7426910VgnVCM1000001d4a900aRCRD&vgnextchannel=b8e8508929a56510VgnVCM1000008a4a900aRCRD 

2024:
From datos.gob.es, feedback meetings have been held with research groups that use open data to develop their work. The aim of these meetings was to learn about the current uses that these reuse communities make of open data and to identify any needs they may have. In addition, all requests from users of the portal, whether via social networks, email or telephone, are dealt with.";
ES;Spain;eu27;I9-b;I9-b;Social media sentiment analysis ;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
•	Social networks are key to identifying the needs of the reuse community in Spain. At datos.gob.es we are constantly monitoring the response to each user who contacts us through any of the available channels: Twitter (X), LinkedIn, Instagram or e-mail. In this sense, we have opted for the use of social metrics and indicators that allow us to indirectly measure the degree of interest, interaction and user perception of the content and services offered.
The portal maintains a consolidated presence on social networks such as LinkedIn, X and Instagram, where news, dataset launches, use cases, events and other initiatives related to the open data ecosystem are shared.
Through these platforms, key indicators are continuously analysed, such as:
Number of followers and monthly growth.
Interaction rate and reach per publication.
Engagement level (comments, shares, likes).
Types of content best received by users.
Detection of emerging issues of interest linked to the use and re-use of data.

2024:
To analyse user sentiment, information is collected from social media variables such as mentions, comments, shares and likes. Such interactions help to understand how users feel about open data reuse utilities and publications. The information is collected, on the one hand, automatically through the Metricool tool that integrates all the sentiment variables of each social network. On the other hand, a manual analysis is carried out by classifying mentions and comments by category for further analysis.";
ES;Spain;eu27;I9-c;I9-c;Other;impact_dimension;impact_measuring_reuse;yes;complement;0;0;"2025:
•	At the IV National Meeting on Open Data held on 16 May in Lanzarote, a round table was organised with public workers from the Government of the Canary Islands, the National Library of Spain and the Ministry of Culture of the Government of Spain to identify the needs of re-users in the cultural field. This activity seeks to address the most common uses of open data in the sector and the needs of the reuse community, as well as to ensure the interoperability of datasets through compliance with common standards.  Event programme: https://encuentrosdatosabiertos.es/#programa..
2024:
Some agencies organised workshops on data mining and visualisation with re-users to understand their needs and seek solutions to boost the re-use of open data. One example is the meeting of the Open Data and Transparency Observatory of the Polytechnic University of Valencia:
https://www.youtube.com/watch?v=JxgmJr91yKo";
ES;Spain;eu27;I10;I10;"Have any public bodies in your country developed any systematic way of gathering reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: How does the gathering happen? ";impact_dimension;impact_measuring_reuse;yes;complement;20;20;"2025:
The process continues unabated and is providing progress, as indicated in question 2. The analysis and registration of use cases is a dynamic process that is constantly evolving. In the last year, the number of applications, services and business models that take advantage of open data has continued to grow, and this growth is reflected in the repositories of applications and companies reusing datos.gob.es.
•	Companies 483 (+31)
•	Aplications: 99 (+9)

2024:
2024:
The identification of use cases is a continuous activity over time. Over the last year, the number of applications, services and business models that use open data has continued to grow and as such has been reflected in the repositories of applications and companies reusing data.gob.es:
•	Companies: 452
•	Aplicaciones: 90
All this is the result of continuous work in:
•	Quantitative analysis, visits to datos.gob.es datasets have grown by 48% over the last year.
In addition, public bodies together with universities have developed a systematic methodology to identify and classify use cases of open data reuse:
https://encuentrosdatosabiertos.es/wp-content/uploads/2024/05/Reto-3-%E2%80%93-Metodologias-para-medir-el-impacto-del-dato.pdf
2023:
The various state, regional, and local open data initiatives have implemented improvements in their strategies for collecting cases of reuse. 

The different state, regional, and local open data initiatives carry out various mechanisms to collect cases of reuse: 

Tracking of applications and companies: through observation and active search actions, as well as the availability of forms for companies or applications that wish to register their information. 

Quantitative analysis: using web analysis tools or conducting periodic surveys and studies. 

Participation in data communities: to stay informed of developments in the field of reuse and exchange knowledge and experiences that allow aligning the data publication strategy with the needs of reusers. 

As a result of these efforts, many initiatives display a gallery of examples of applications made with the open data they publish on their websites. These sections serve as a reference and inspiration for the creation of new value-added services. Some examples are: 
- Junta de Aragón: https://opendata.aragon.es/informacion/aplicaciones-hechas-con-datos-abiertos-en-aragon-open-data 
- Junta de Andalucía: https://www.juntadeandalucia.es/datosabiertos/portal/aplicaciones/buscador-apps 
- Govern Illes Balears: https://www.caib.es/sites/opendatacaib/ca/casos_de_re/ 
- Ayuntamiento de Barcelona: https://opendata-ajuntament.barcelona.cat/es/aplicacions 
- Ayuntamiento de Cáceres: http://opendata.ayto-caceres.es/aplicaciones 
- Junta de Castilla y León: https://datosabiertos.jcyl.es/web/es/aplicaciones.html 
- Gobierno de Euskadi: https://www.opendata.euskadi.eus/ideas-ejemplos/ 
- Ayuntamiento de Madrid: https://datos.madrid.es/portal/site/egob/menuitem.400a817358ce98c34e937436a8a409a0/?page=3&vgnextoid=994612b9ace9f310VgnVCM100000171f5a0aRCRD&vgnextfmt=default&vgnextchannel=994612b9ace9f310VgnVCM100000171f5a0aRCRD 
- Ayuntamiento de Málaga: https://datosabiertos.malaga.eu/aplicaciones 
- Ayuntamiento de Santander: http://datos.santander.es/applications/ 
- Concello de Vigo: https://datos.vigo.org/es/aplicaciones-visualizadores/ 

In addition to these repositories of use cases, as mentioned in question 30, the datos.gob.es platform has two catalogs that reference and detail examples of reuse. One of them, aimed at collecting applications, includes 425 examples. The second, referring to companies, documents in detail 87 companies that develop solutions based on these. 
- Applications: https://datos.gob.es/en/aplicaciones 
- Companies: https://datos.gob.es/en/casos-exito 

";
ES;Spain;eu27;I11;I11;"Are there any public bodies in your country that have developed a systematic ways of classifying the gathered reuse cases?

For Explanation:
* If yes, please provide a brief explanation of the process: According to which categories are reuse cases classified (e.g. by policy field)?";impact_dimension;impact_measuring_reuse;yes;complement;20;20;"2025:
The established and recommended model for categorising use cases remains the same: the Technical Standard for Interoperability of Reuse of Information Resources, with special emphasis on those datasets considered to be of high value. 
Further developments now focus on continuing to facilitate implementation by various bodies and easy identification of datasets by re-users. To this end, an iconography has been created to facilitate the identification and understanding of the datasets. This is an advantage in guiding navigation in terms of both accessibility and efficiency in the re-use of public information.
A specific icon has been established for each category, based on:
•	The taxonomy of primary sectors included in the Technical Interoperability Standard for Reuse of Information Resources.
•	The thematic categories proposed in Directive (EU) 2019/1024 of 20 June 2019 on open data and reuse of public sector information and defined in implementing Regulation (EU) 2023/138 of 21 December 2022 establishing a list of specific high-value datasets and modalities for publication and reuse.
The aim is for them to be used in the different open data platforms linked to the Spanish public administration. Below are some of the pages included in the iconography style guide.
Evidence: https://datos.gob.es/sites/default/files/datosgobes/evidencia_impacto_3.jpg 
2024:
2024:
Over the last year, the national catalogue of open data has been enriched following the classification of the TSI (Technical Standard for Interoperability).

At the regional level, many portals have developed strategies to classify use cases according to sectors as determined by NTI. Examples include the Andalusian open data portal (https://www.juntadeandalucia.es/datosabiertos/portal/) or the Canary Islands open data portal (https://datos.canarias.es/portal/impacto/aplicaciones/).

But the main progress we have identified this year has been at the local level, many city councils have started to identify and classify use cases of open data at the political level, as in Bilbao (https://www.bilbao.eus/opendata/es/aplicaciones) or the City Council of Malaga, which this year has opted for open data(https://datosabiertos.malaga.eu/).
2023:
The classification of use cases, as with datasets, is based on different criteria. In the case of the national platform, datos.gob.es, which brings together a large part of the applications published by other data portals, different criteria are followed. These are: 

- Categories/themes related to the documented solution. These categories are included in the Technical Interoperability Standard for Information Resource Reuse, which establishes the reference for the categories of datasets collected: https://datos.gob.es/sites/default/files/doc/file/boe-a-2013-2380.pdf 

- Platform for which the solution is developed 

- Publication date 

- Aspects covered by the application (tags) ";
ES;Spain;eu27;I12;I12;"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

";impact_dimension;impact_government;yes;complement;20;20;"2025:
This year, the report ""Municipal innovation through open data: solutions to make municipal services more accessible"" was produced. This report focuses on the analysis of applications, platforms and business services that some municipalities are using to provide better services to their citizens. The aim is not only to highlight the value of open data in generating innovative municipal services, but also to serve as an inspiration for other municipal decision-makers, as well as companies, citizens and developers.
Link: https://datos.gob.es/en/documentacion/municipal-innovation-through-open-data-solutions-make-municipal-services-more 

2024:
2024:
The COTEC Foundation report, Open Data Reuse 2024 - Cotec (https://cotec.es/proyectos-cpt/la-reutilizacion-de-datos-abiertos-2024/) estimates that 29% of public bodies reuse open data on a daily basis. In addition, 6.5% reuse them frequently. Only 3.5% claim never to use open data.

In addition, the report analyses various use cases of open data in the public sector. In the improvement of public administration services (AA. PP.), in 2023 the figure for the categories ""frequently"" and ""always"" is 38.70%, while in 2021 it was 30.50%, in 2019 it was 46.40%, and in 2017 it was 33.30%.
Link: https://cotec.es/proyectos-cpt/la-reutilizacion-de-datos-abiertos-2024/

Another report analysing the re-use of open data in the public sector is ""Successful open data initiatives and re-use of public sector information"" by the National Institute of Public Administration.
Link: https://www.publicacionesinap.es/products/iniciativas-de-exito-de-datos-abiertos-y-reutilizacion-de-la-informacion-del-sector-publico-ebook?_pos=4&amp;_sid=bfcc34ad3&amp;_ss=r-

2023:
There are different studies and reports that help evaluate the impact that open data has on the achievement of government objectives. Some of them are: 

- In recent months, the report ""Open data to meet Sustainable Development Goals"" has been developed, which will be published in early June. The document goes through the dual role that open data plays in supporting the measurement of progress towards achieving the SDGs. See more here: https://datos.gob.es/sites/default/files/datosgobes/dimension2_2023_evidenciapregunta_40.png 

- The report ""The value of open data and use cases,"" published in April 2022, includes conclusions on the impact of some reuse of open data carried out by civil society through the organization CIVIO, such as: 

More than 17 million people can know where their taxes are going, by providing information on budget management by administrations. 
Three and a half million people are informed about public life management and decisions. 

See more here: https://governobert.gencat.cat/web/.content/01_Que_es/04_Publicacions/colleccio_govern_obert/GovernObert_8/Govern-Obert_8_angles.pdf 

- In the conclusions of the event held last June 2022 in Madrid on ""Open Government: for all people,"" it was shown how open data helps in building a more inclusive Spain. See more here: https://www.administracionpublicadigital.es/proyectos/2022/07/de-que-manera-ayudan-los-datos-abiertos-en-la-construccion-de-una-espana-mas-inclusiva ";
ES;Spain;eu27;I13;I13;"Is the use of open data in your country having an impact on the efficiency and effectiveness of the government (at any level) in delivering public services? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";impact_dimension;impact_government;yes;complement;15;15;"2025:
Open data has a major impact on the management of emergencies by public bodies. One example: the management of the effects of Valencia DANA of 29 October 2024, a torrential rainfall event that caused severe flooding. Some examples are:
•	Mobility data from the Ministry of Transport was used to retrieve public transport after the DANA: https://www.transportes.gob.es/el-ministerio/sala-de-prensa/noticias/lun-02122024-1416 Dataset: https://fme.conterra.de/fmeserver/apps/DANAMovilidad.

•	The Generalitat de Valencia has launched a new application that allows citizens to check the status of aid received to alleviate the effects of the floods: https://aciara.gva.es/es/consulta-d-estat-d-ajudes-danaIt has also developed an aid viewer: https://gvaoberta.gva.es/es/visor-ajudes-dana and of the contracts made: https://gvaoberta.gva.es/es/visor-contractacio Dataset: https://www.subvenciones.gob.es/bdnstrans/GE/es/convocatorias ; https://dadesobertes.gva.es/es/dataset?tags=DANA; https://dadesobertes.gva.es/es/dataset?tags=DANA.

•	Arnaiz, a firm specialising in urban planning and real estate development, launched a geoportal, dedicated to the management and analysis of information on the DANA. It contributed to the region's restoration efforts, as well as facilitating risk management through a single platform that centralised information from several key sources. Specifically, it includes more than 70 maps from organisations such as the Generalitat Valenciana, the Confederación Hidrográfica del Júcar, the National Geographic Institute, the European Union's Copernicus programme and NASA, among others: https://blog-idee.blogspot.com/2024/12/nuevo-geoportal-para-facilitar-la.html  Dataset: https://www.ign.es/web/cbg-area-cartografia; https://www.chj.es/es-es/ciudadano/Reutilizacion/Paginas/Catalogodedatos.aspx ; https://visor.gva.es/visor/. 
Link 
Reuse cases: 
•	https://www.transportes.gob.es/el-ministerio/sala-de-prensa/noticias/lun-02122024-1416
•	https://aciara.gva.es/es/consulta-d-estat-d-ajudes-dana
•	https://gvaoberta.gva.es/es/visor-ajudes-dana
•	https://gvaoberta.gva.es/es/visor-contractacio
•	https://blog-idee.blogspot.com/2024/12/nuevo-geoportal-para-facilitar-la.html
Datasets:
•	https://fme.conterra.de/fmeserver/apps/DANAMovilidad
•	https://datos.gob.es/en/noticia/how-cabildo-tenerife-promotes-open-data
•	https://www.subvenciones.gob.es/bdnstrans/GE/es/convocatorias
•	 https://dadesobertes.gva.es/es/dataset?tags=DANA
•	https://www.ign.es/web/cbg-area-cartografia
•	https://www.chj.es/es-es/ciudadano/Reutilizacion/Paginas/Catalogodedatos.aspx
•	https://visor.gva.es/visor/
More information:
•	Information DANA 2024 - Generalitat Valenciana

2024:
•	Description: The ""Badajoz Es Más"" project is an initiative carried out by the Provincial Council of Badajoz with the aim of achieving more efficient services, improving the quality of life of its citizens and promoting entrepreneurship and innovation through technology and data governance.  The solution offers the possibility to integrate data from all 135 municipalities in the region.  It includes different dashboards, which can serve both a specific municipality or locality, as well as provide an overview of all services and data at the level of the Provincial Council. Based on this data, various solutions have been developed and implemented in a simple and unified way in multiple municipalities, e.g. for traffic control, environmental management, tourism management, etc. This centralisation of resources saves costs and improves efficiency.

•	Use case link:
        https://datos.gob.es/en/noticia/badajoz-es-mas-smart-provincia-platform-unified-data-management
        user platform:
        https://provinciadigital.badajoz.es:8443/pentaho/api/repos/%3Apublic%3ACdM%20Publico%3AActual%3ACdM_Publico%3ACdM_Publico.wcdf/generatedContent 

•	Dataset: https://datosabiertos.dip-badajoz.es/";
ES;Spain;eu27;I14;I14;"Is the use of open data in your country having an impact on transparency and accountability of public administrations?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";impact_dimension;impact_government;yes;complement;15;15;"2025:
 ""Public procurement in data"" provides an overview scorecard of public procurement in Spain, from 2023. It includes a series of indicators and graphs for macro-level analysis of hiring, covering both major and minor hiring. 
The tool provides a quick overview of the most relevant aspects of public procurement, including data such as total tenders and total amount tendered, total contracts awarded and total amount awarded, as well as the average financial loss and the average number of bids received per contract. There is also a map with the geographical distribution of contracts according to the place of contract execution and a ranking of awarders and successful bidders.
Link 
Reuse cases:
•	https://app.powerbi.com/view?r=eyJrIjoiMzczNDJmOWItMWNmYS00YTAwLWE2NjMtZWRjYjBlNzMwMDYwIiwidCI6IjFkMGJhMWU5LWE4OTItNDY1NC1iYmIzLWU4Njk4ZDRjNWZlZSIsImMiOjl9
Datasets:
•	https://www.infosubvenciones.es/bdnstrans/GE/es/inicio 
More information:
•	https://www.obcp.es/opiniones/la-contratacion-publica-en-datos-presentacion-del-cuadro-de-mando
•	https://datos.gob.es/en/noticia/open-data-subsidies-example-national-system-publicity-public-subsidies-and-grants-snpsap

2024:
•	Description: ELISA: The Plan in Figures is a tool launched by the Spanish government to visualise updated data on the implementation of the investments of the Recovery, Transformation and Resilience Plan (PRTR). This tool provides information on the number of companies and households that have received funding, the size of the beneficiary companies and the investments made in the different levers of action defined in the Plan. It also provides details of the funds managed and executed in each Autonomous Community.

•	Use case link: https://planderecuperacion.gob.es/ejecucion/elisa-el-plan-en-cifras 

•	Dataset:
        https://www.pap.hacienda.gob.es/bdnstrans/GE/es/inicio
        https://www.hacienda.gob.es/es-ES/GobiernoAbierto/Datos%20Abiertos/Paginas/licitaciones_plataforma_contratacion.aspx";
ES;Spain;eu27;I15;I15;"Is the use of open data in your country having an impact on policy-making processes (i.e. are public administrations making use of the data as evidence for the problem identification and policy formulation)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";impact_dimension;impact_government;yes;complement;15;15;"2025:
The municipality of Santiago del Teide has developed its urban planning plan by reusing various datasets. It defines the land use and occupation model for the entire municipality, organising the management of its implementation. Among other things, it includes the classification of land, including rustic land, urban land and land for development, unconsolidated urban land, etc.
It also includes a municipal catalogue, which lists those assets such as monuments, buildings or spaces of historical, artistic, architectural, palaeontological, archaeological, ethnographic, ecological, scientific or technical interest which, due to their unique characteristics or according to the Canary Islands Historical Heritage regulations, must be preserved, establishing the corresponding degree of protection and the types of intervention permitted in each case.
Links: 
Reuse case: 
•	https://sede.santiagodelteide.es/transparencia/indice/indicador/IT21/147 
Datasets: 
https://opendata.sitcan.es/dataset/planeamiento-urbanistico-de-santiago-del-teide 
More information: 
•	https://datos.gob.es/en/noticia/how-cabildo-tenerife-promotes-open-data

2024:
•	Description: The Housing Act passed in 2023 is focused on the regulation and control of rental prices in so-called stressed areas: areas where housing market conditions (rental prices or mortgage costs) mean that there is a risk of insufficient supply for the needs of the population. The law establishes a rent price index for this area, available here: https://serpavi.mivau.gob.es/. Data from the Tax Agency, Cadastre, INE, Ministry of Housing, etc. have been used to elaborate this system.

•	Use case link: https://www.mivau.gob.es/vivienda/alquila-bien-es-tu-derecho/serpavi/consultar-zonas-de-mercado-residencial-tensionado 

•	Dataset:
        https://ine.es/ss/Satellite?c=Page&amp;cid=1259942408928&amp;p=1259942408928&amp;pagename=ProductosYServicios%2FPYSLayout
        https://www.sedecatastro.gob.es/Accesos/SECAccDescargaDatos.aspx
        https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/datos-disponibles-catalogo-datos-abiertos-tributaria.html
";
