ID;Answer from 2024;Explanation from 2024;Confirm, change or complement answer/explanation from 2024;Provide updated answer (if applicable);Provide updated explanation (if applicable)
P29;ja, >9;"BMEL:
Ja, über das im letzten Jahr berichtete hinaus beteiligen sich die Institute im Zuständigkeitsbereich des Bundesministeriums für Ernährung und Landwirtschaft beispielsweise an der LoveDataWeek (https://rdm4bs.tu-braunschweig.de/index.php/love-data-weel-2024); ein weiteres wichtiges Beispiel ist der FairAgro Community Summit (https://fairagro.net/fairagro-community-summit/), diese Veranstaltung vernetzt die Community für Agrardaten zwischen Nutzern aus dem öffentlichen Sektor, der Forschung, der Zivilgesellschaft und der Wirtschaft.

Schleswig-Holstein:
- Tag der offenen Daten Flensburg, 02.03.2024, Flensburg, https://opendataday-flensburg.de
Open Data Hackathon an der Universität zu Lübeck, https://jil.sh/2024/03/open-data-hackathon-wintersemester-2023-24/

Open Data Day 2024: 2. bis 8. März 2024:
https://open.nrw/open-data-day-2024
- Hackday Niederrhein 2024: 2. und 3. März 2024, Stadt Moers:
https://www.codeforniederrhein.de/hackday-2024/

Bayern:
– Ein bayerischer Open Data Day fand in München (4. Mai 2024) mit über 100 Teilnehmern statt (https://veranstaltungen.muenchen.de/rit/veranstaltungen/open-data-day-muenchen-2024/).
– Ein neuer bayerischer „Open Data Roundtable“ wurde gegründet, um Datenanbieter und -nutzer zu vernetzen und gemeinsam Fortschritte zu erzielen (https://oc.bydata.de/using).

Hamburg: 
Für dieses Jahr sind derzeit keine Veranstaltungen in Hamburg geplant.

Baden-Württemberg: nein
Berlin:
- In Berlin findet jährlich die Konferenz „Berlin Open Data Day“ statt: Wir bieten politische Reden des Berliner Bürgermeisters und des CDO sowie Best-Practice-Fallstudien aus der Verwaltung, der Wirtschaft und der Civic-Tech-Community. Außerdem gibt es die „AG Open Data“, eine Arbeitsgruppe für Datenmanager und Open-Data-Beauftragte, um über die neuesten Herausforderungen der Open-Data-Gesetzgebung oder Themen der Open-Data-Strategie zu sprechen. Wir veranstalten digitale Open-Data-Lunches zum Austausch innerhalb der Civic-Tech-Community, um der Verwaltung ihre Projekte vorzustellen, die diese in ihre Arbeitsabläufe integrieren sollte. Der Crashkurs „Open Data“ findet jährlich statt und vermittelt die neuesten Methoden des Datenmanagements, der Datenveröffentlichung und -visualisierung. Alle Aktivitäten finden Sie online unter: https://www.berlin.de/moderne-verwaltung/e-government/open-data/veranstaltungen/veranstaltungen-1257989.php";Confirm;;
D2;;;;;
D2.1;;;;;
PT1;ja;"daten.berlin.de; https://www.govdata.de/";Confirm;;
PT2;Entfällt;"Berlin: CKAN

GovData: Im Jahr 2024 haben wir die Struktur des Portals komplett neu aufgebaut. Wir wechselten für unsere redaktionellen Inhalte zum CMS Typo3 und für die Datenspeicherung zu Piveau (anstelle von CKAN). Einige Servicefunktionen des Portals wurden auf Microservices verlagert.";Confirm;;
PT3;ja;"Berlin: =HYPERLINK(""#""; ""https://berlinonline.github.io/open-data-handbuch/#schnittstellen"")

GovData: Der auf GovData veröffentlichte Metadatenkatalog kann automatisiert abgefragt und verarbeitet werden. Hierfür steht eine CKAN-API zur Verfügung – nach der Umstellung auf Piveau wird auch eine Piveau-API verfügbar sein.";Confirm;;
PT4;ja;"GovData: Der auf GovData veröffentlichte Metadatenkatalog kann nicht nur über die Funktion auf der Website durchsucht, sondern selbstverständlich auch maschinell abgefragt und verarbeitet werden. Hierfür steht ein SPARQL-Endpunkt (https://www.govdata.de/sparql) zur Verfügung.

Siehe auch: https://www.govdata.de/web/guest/sparql-assistent";Confirm;;
PT5;ja;"Berlin: =HYPERLINK(""#""; ""https://berlinonline.github.io/open-data-handbuch/#schnittstellen"")

GovData: Ein Link zur Dokumentation der CKAN-API ist vorhanden. Nach der Umstellung auf Piveau wird die API selbstverständlich auch hier dokumentiert. Ein Beispiel der geplanten OpenAPI finden Sie auf dem Open-Data-Portal Bayern: https://open.bydata.de/api/hub/search/";Confirm;;
PT6;ja;GovData: Wir haben eine spezielle Seite zu GovData, die auf die SPARQL-Dokumentation verweist, Ihnen die Ausführung beliebiger SPARQL-Abfragen ermöglicht, aber auch ein Dutzend Beispielabfragen bereitstellt: https://www.govdata.de/web/guest/sparql-assistent;Confirm;;
PT7;ja;"GovData: Das nationale Datenportal GovData bietet keine Möglichkeit, eigene Datensätze einzubringen. Lokale Datenportale bieten Kommunen die Möglichkeit, ihre Daten zu integrieren. Diese Daten werden im nationalen Datenportal gesammelt.

Berlin bietet ein Beispiel. Das „Open Data Handbuch“ des Open Data Portals Berlin beschreibt die Bereitstellung und die Möglichkeiten lokaler Kommunen, Beiträge zu leisten: https://berlinonline.github.io/open-data-handbuch/#wer-darf-im-datenportal-verffentlichen. Beispiele hierfür sind der Allgemeine Deutsche Fahrrad-Club, aber auch die Civic Tech und Open Data Community in den OK Labs von Code for Germany, Freifunk und Open Street Map.";Confirm;;
PT8;nein;;Change;Ja;"{Neubewertung der Antwort}

Gleiche Antwort wie 2023: Wir bieten auf unserer Website ein Formular für einfaches Feedback an: https://www.govdata.de/kontakt."
PT9;nein;;Confirm;;
PT10;nein;Zur kurzen Erklärung: Eine entsprechende Funktion war bereits verfügbar, wurde jedoch aufgrund geringer Nachfrage/Nutzung eingestellt.;Confirm;;
PT11;nein;;Change;Ja;"{Vergleich mit anderen Ländern}

Finnland verweist auf einen integrierten Twitter-Feed. Die Schweiz gibt an, auf ihrer Homepage Links zu Twitter und anderen sozialen Medien anzuzeigen.

Der Blog ist derzeit deaktiviert. Wir haben jedoch einen Teaser-Bereich auf der Homepage eingerichtet, um aktuelle Open-Data-Themen prominent zu präsentieren. Zusätzlich werden stets aktuelle Nachrichten aus unseren Social-Media-Kanälen angezeigt."
PT12;nein;;Confirm;;
PT13;nein;Nein, aber wir diskutieren über einen „Datenanfrage-Button“ auf dem Portal, allerdings müssen wir noch die politischen und administrativen Prozesse dahinter klären, damit jede Anfrage auch bei der jeweiligen öffentlichen Stelle ankommt.;Change;Ja;"{Vergleich mit anderen Ländern}

Dänemark: Wir erhalten häufig E-Mails von Nutzern, die nach bestimmten Daten fragen (entweder nach Daten, die zwar verfügbar sind, aber nicht gefunden werden konnten, oder nach Daten, die nicht verfügbar sind). Wir haben nicht den Eindruck, dass es ein Hindernis darstellt, dass sie uns eine E-Mail schreiben müssen, anstatt auf unserer Webseite auf eine Schaltfläche zu klicken.

Ich halte die Antwort aus Dänemark für angemessen (sie wurde zu 100 % angenommen). Wir möchten außerdem hinzufügen, dass wir auch über unsere Social-Media-Kanäle Anfragen erhalten und dort beantworten."
PT14;nein;;Confirm;;
PT15;nein;;Confirm;;
PT16;nein;GovData: Das Open Data Competence Center plant für die zweite Jahreshälfte 2024 die Einrichtung eines öffentlichen Diskussionsforums. Den Einstieg in dieses Forum bietet das nationale Datenportal.;Change;Ja;"{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}

GovData: Das Open Data Kompetenzzentrum plant für die zweite Jahreshälfte 2024 die Einrichtung eines öffentlichen Diskussionsforums. Das nationale Datenportal dient als Zugangspunkt zu diesem Forum.

Das Forum ist ab sofort hier erreichbar: https://discourse.opencode.de/c/opendata/755"
PT17;ja;"Berlin: =HYPERLINK(""#""; ""https://daten.berlin.de/anwendungen"")";Confirm;;
PT18;nein;;Change;Ja;"{Neubewertung der Antwort}

Der Bereich „Anwendungsfälle“ ist wieder zugänglich. Daher: Ja, unsere Anwendungsfälle enthalten Links zu den verwendeten Datensätzen, zum Beispiel hier: https://www.govdata.de/suche/anwendung/59"
PT19;nein;;Confirm;;
PT20;nein;;Confirm;;
PT21;nein;;Confirm;;
PT22;ja;"Berlin: Wir verfügen über das Metadaten-HVD zur Auswahl für Datenherausgeber. Dieses wurde jedoch bisher nicht genutzt, da die HVDs aus der GENESis-Datenbank und dem Geoportal veröffentlicht werden.

GovData: Wir bieten eine spezielle Filterfunktion in unserer einfachen und erweiterten Suche. In den Ergebnislisten werden Datensätze mit hohem Wert besonders hervorgehoben (mit einem goldenen Rahmen und der Auszeichnung in der Kategorie „Gold“). Weitere Maßnahmen zur Hervorhebung hochwertiger Datensätze sind für Ende des Jahres geplant.";Confirm;;
D2.2;;;;;
PT23;ja;"Berlin: =HYPERLINK(""#""; ""https://odis-berlin.de/projekte/2024-01-daten-neuheiten ""); GovData nutzt weiterhin Matomo zur Überwachung des Portalverkehrs, bietet aber zusätzliche Statistiken. Wir erfassen weitere Portalstatistiken, einige finden Sie hier. https://www.govdata.de/web/guest/suchen/-/searchresult/q/Zugriffsstatistik/s/lastmodification_desc";Confirm;;
PT24;nein;GovData: Nein;Confirm;;
PT25;ja;Berlin: Umfragen, eine Mapp-Intelligence, um zu verfolgen, welche Daten am häufigsten heruntergeladen werden;Confirm;;
PT26;ja;GovData: Wir stehen im ständigen Austausch mit den Nutzerinnen und Nutzern des Portals. Die Wünsche der Kommunen werden teilweise in Workshops konkret erfragt und fließen in die geplante Roadmap für das Portal ein. Die Funktionalitäten werden basierend auf der Analyse (via Matomo) der Portalnutzung angepasst.;Confirm;;
PT27;ja;Berlin: Wir schulen zum Veröffentlichen im Open Data-Portal und zur Nutzung des Portals im Open Data Crashkurs;Confirm;;
PT28;ja;GovData: Wir nutzen Matomo unregelmäßig, um die Suchbegriffe auf unserem Portal zu analysieren. Auch eingehende Links von Suchmaschinen werden auf ihre Suchbegriffe analysiert. Dadurch konnten wir einen erhöhten Informationsbedarf für die Bereitstellung hochwertiger Datensätze feststellen. Eine gezielte Analyse der Suche nach Datensätzen führt jedoch zu Fehlinterpretationen. Es gibt in Deutschland zu viele Subdatenportale, auf denen Nutzer ebenfalls suchen, deren Daten wir aber nicht analysieren.;Confirm;;
PT29;ja;GovData: Wir nutzen die Analyse der Zugriffszahlen, um die Struktur unserer Seiten genau zu hinterfragen. Ein Datenportal hat viele unterschiedliche Nutzergruppen, umso schwieriger ist es für alle, schnell die passenden Inhalte zu finden.;Confirm;;
PT30;ja;Berlin: Wir wollen große Sprachmodelle implementieren;Confirm;;
PT31;ja;GovData: ja. Jeder Datensatz wird auf einer eigenen Seite angezeigt, Beispiel: https://www.govdata.de/web/guest/suchen/-/details/zugriffsstatistik-daten-berlin-dec9fb3 Die Metadaten sind menschenlesbar und wir bieten einen Link zu einer maschinenlesbaren RDF-Datei.;Confirm;;
D2.3;;;;;
PT32;alle Datenanbieter des öffentlichen Sektors;In GovData stehen die Daten aller Open-Data-Portale des öffentlichen Sektors zur Verfügung. Die Datenbereitstellung erfolgt über Fach- bzw. Landesportale. Wo dies nicht möglich ist, erfolgt die Datenbereitstellung direkt über die regionalen Portale.;Confirm;;
PT33;ja, oder alle Datenanbieter des öffentlichen Sektors veröffentlichen bereits Daten;GovData: ja;Confirm;;
PT34;ja, oder alle Datenanbieter des öffentlichen Sektors veröffentlichen bereits Daten;Berlin: Mit der Open Data Informationsstelle Berlin unterstützen wir sie;Confirm;;
PT35;ja;Berliner Geoportal Wasserportal, Energieatlas, Gewerbedatenatlas, Urbane Datenplattform PRISMA, digitale Plattform Stadtverkehr, es gibt viele Portale in Berlin;Confirm;;
PT36;ja;Eine Liste aller Datenanbieter ist als Filterliste unter folgendem Link abrufbar, der auch alle regionalen Portale umfasst: https://www.govdata.de/web/guest/daten;Confirm;;
PT37;die meisten Datensätze;"Kurzer Hinweis: Einige, vor allem regionale Datenanbieter, geben ihre Daten manuell bei GovData ein.

Nachtrag: Danke für den Hinweis. Wir haben die Spalte H aktualisiert.";Confirm;;
PT38;ja;Berlin:aber sehr wenige, nicht viele;Confirm;;
PT39;ja;"Berlin: Bürgerbasierte Daten wie die Radverkehrsdaten aus dem Projekt „Berlin zählt Mobilität“

GovData: Siehe Antwort zu Frage PT7. Wir können nicht mehr unterscheiden, welche Daten amtlich und welche nicht amtlich sind. Es gibt auch Daten, die aus der Kombination amtlicher Daten (Katasterdaten) und nicht amtlicher Daten (OSM) entstehen.

Beispiel: https://www.govdata.de/web/guest/suchen/-/details/osm-strassen-koln-bonn und https://www.govdata.de/web/guest/suchen/-/details/spw2-alkisosmb7bb8";Confirm;;
PT40;ja;Berlin: ja, wir haben die Berliner Kerndatensätze überwacht: https://odis-berlin.de/projekte/2023-02-kerndaten%C3%A4tze;Confirm;;
D2.4;;;;;
PT41;ja;GovData: Nach Projektstart wurde das GovData-Portal ein Produkt des IT-Planungsrats. Die Finanzierung wurde über eine Verwaltungsvereinbarung mit allen 16 Bundesländern und dem Bund sichergestellt. Um den langfristigen Betrieb aller Produkte des deutschen IT-Planungsrats sicherzustellen, wurde FITKO als neue Behörde gegründet https://www.it-planungsrat.de/fileadmin/beschluesse/2021/Beschluss2021-21_FITKO_Gruendungsbeschluss.pdf Bei der Gründung im Jahr 2020 wurde GovData explizit als zu übernehmendes Produkt genannt. Die Datenlieferung an GovData ist gesetzlich vorgeschrieben.;Confirm;;
PT42;nein;Berlin:-Nicht mehr, seit Twitter zu X wurde;Change;Ja;"{Neubewertung der Antwort}

Die Antwort Berlins hat die von GovData überschrieben. Daher: Berlin und GovData haben sich von Twitter/X zurückgezogen. Wir sind jedoch weiterhin auf LinkedIn, Mastodon und Bluesky zu finden."
PT43;ja;"Berlin: =HYPERLINK(""#""; ""https://github.com/berlinonline "")";Confirm;;
PT44;nein;;Change;Ja;"{Vergleich mit anderen Ländern} und {Neubewertung der Antwort}

Slowakei: Der SPARQL-Endpunkt stellt diese Informationen mit vordefinierten Abfragen bereit. data.slovensko.sk/sparql

Wir bieten vergleichbare SPARQL-Abfragen an. Darüber hinaus nutzen wir den GovData Monitor, um täglich verschiedene Merkmale aller Open-Data-Portale in Deutschland und teilweise auch in ganz Europa zu untersuchen. Für HVD können wir zudem den chronologischen Änderungsverlauf täglich einsehen.
https://opendata.guru/govdata/catalogs.html"
PT45;nein;;Change;Ja;"{Neubewertung der Antwort}

Ja, das nationale Portal nutzt das Tool täglich zur Qualitätsmessung und -verbesserung. Auch andere Bundesportale nutzen diese Funktionen. Beim HVD waren die täglichen Statistiken wichtig für die Verbesserung der EU-Berichterstattung."
D3;;;;;
D3.1;;;;;
Q1;ja;Die Metadaten unterliegen einem kontinuierlichen Ernteprozess mit Kontrolle der Metadaten und automatischer Suche nach Duplikaten.;Confirm;;
Q2;70-89%;"Berlin: Datenerhebung über das Geoportal

90–99 %. Wir verfügen für fast jedes Bundesland über ein Open-Data-Portal. Die größeren (aber auch kleineren) Städte betreiben ein eigenes Open-Data-Portal. Darüber hinaus gibt es verschiedene thematische Datenportale, beispielsweise für Verkehrs- und Geodaten. Alle diese Datenportale sind in einem großen Netzwerk oder Baum miteinander verknüpft und ernten sich gegenseitig. Am Ende steht GovData, das fast alle Metadaten aus den Unterportalen sammelt. Nur ein kleiner Teil der Daten wird manuell direkt in GovData eingegeben.";Change;90-99%;"{Neubewertung der Antwort}

Die Antwort lautete bereits 2023 90–99 %. 2024 stand im Text ebenfalls „90–99 %“, aber der angegebene Wert war wahrscheinlich falsch."
Q3;innerhalb einer Woche;"GovData: Die Metadaten werden durchschnittlich nach zwei Tagen aktualisiert. Werden Metadaten manuell direkt im GovData-Portal geändert, sind die Änderungen sofort sichtbar. Wird ein Datensatz im Geoportal einer Stadt geändert, nutzt die Stadt ihr Geoportal. Die Stadt kann dann vom Portal des Landkreises und dieses wiederum vom Bundesland und dieses wiederum von GovData genutzt werden. Diese Kette kann zu einer Verzögerung von mehreren Tagen bei der Datenaktualisierung führen.

Nachtrag: Bestätigung";Confirm;;
Q4;ja;"GovData: Bis vor Kurzem war es nicht möglich, Datenreihen in den Metadaten zu kennzeichnen. Daher wurden Datenreihen in der Vergangenheit so unterschiedlich wie möglich erstellt. Die lokalen Unterportale verfolgen jeweils eigene Strategien, um damit umzugehen. Mit der Einführung von DCAT-AP.de 3.0 ist ein Beispiel für eine korrekte Datenreihe geplant. Darauf aufbauend könnten wir an einer Harmonisierung arbeiten.

Nachtrag: Ja, die neue Version von DCAT-AP.de ermöglicht die korrekte und eindeutige Kennzeichnung von Datensatzreihen. Derzeit messen wir diesen Aspekt nicht, da es keine standardisierte Methode gibt und mehr als vier Methoden zur Kennzeichnung von Datenreihen verwendet werden.";Confirm;;
Q5;ja;"Berlin: Es wird jedoch nicht genutzt, da die Datenanbieter von anderen Plattformen wie GENESIS Online veröffentlichen, wo es eine Schnittstelle zum Govdata-Portal gibt, oder über das Geoportal Berlin, wo es eine API zum Berliner Open Data-Portal gibt. Sie müssen die Daten jedoch nicht extra auf dem Berliner Portal angeben, da dies im Geoportal angegeben wird.
GovData:
Wir sind stolz darauf, als zweiter Staat die Auszeichnung für hochwertige Datensätze korrekt an das europäische Datenportal übertragen zu haben. Um dies erfolgreich durchführen zu können, mussten wir CKAN erweitern, sodass HVD-Daten in ein CKAN-System importiert und anschließend exportiert werden konnten. Unsere Änderungen wurden gemäß den Open-Source-Regeln in das offizielle Repo übertragen. Für die Geodaten mussten wir den Konverter der Geo-ISO-Daten anpassen. Im Vorfeld war ein langwieriger Abstimmungsprozess mit und innerhalb der Geo-Community erforderlich. Bitte beachten Sie auch die Antwort auf Frage PT22.";Confirm;;
Q6;nein;"GovData: Teilweise stellen die Fachgemeinschaften selbst die Kompatibilität der einzelnen Datensätze sicher. Zwei Fachbereiche werden als Beispiele genannt. Die Geodaten werden in den Bundesländern erhoben und können dank etablierter Strukturen harmonisiert und als gemeinsamer Datensatz für ganz Deutschland angeboten werden. Die INSPIRE-Spezifikationen sorgen dafür, dass die Datensätze europaweit vergleichbar sind. Die Wetterdaten sind nicht nur innerhalb Europas kompatibel, sondern dank ihrer Standardisierung auch international interoperabel.

Nachtrag: Die richtige Antwort lautet weiterhin „nein“. INSPIRE und Wetterdaten sind älter als HVD. Wir verfügen also über interoperable Datensätze, führen aber keine speziellen Aktivitäten für HVD-Datensätze durch, die mit anderen Ländern interoperabel sind.";Change;Ja;"{Vergleich mit anderen Ländern}

Die Antwort von GovData war zu extrem. Viele Länder antworteten mit „Ja“ auf dasselbe Argument. „Ja“ sollte daher die richtige Antwort sein."
D3.2;;;;;
Q7;ja;"Unterbrochene Links, Überwachung von Importfehlern, Validierung wird gemäß DCAT-AP.de umgestellt (https://www.itb.ec.europa.eu/shacl/dcat-ap.de/upload)
Wir stellen ein Dashboard zur Verfügung, das Auskunft über die veröffentlichten Daten gibt. Während der Testphase ist das Dashboard nur für registrierte Benutzer zugänglich.
Bitte kontaktieren Sie uns zur Teilnahme per E-Mail an info@govdata.de.";Confirm;;
Q8;ja;"GovData: Wir bieten ein Dashboard mit Informationen zu den veröffentlichten Daten an. Während einer Testphase ist das Dashboard nur für registrierte Nutzer zugänglich. Die zugrunde liegenden Daten sind jedoch über unsere SPAQL-Schnittstelle frei zugänglich.

Nachtrag: https://govdata.de/metadatenqualitaet/qualitaetmerkmale. Diese URL wird im Laufe des Monats verfügbar sein. Wir entfernen die Option „Zugriff für registrierte Nutzer“.";Confirm;;
Q9;ja;"Berlin: =HYPERLINK(""#""; ""https://odis-berlin.de/file-download/Vorlage_Metadaten.xlsx "")

GovData: Informationen hierzu finden Sie auf unserer Informationsseite zur Datenbereitstellung auf GovData unter https://www.govdata.de/web/guest/datenbereitstellungaufgovdata. Dort verweisen wir auf das Self-Service-Tool zur Prüfung DCAT-AP.de-kompatibler Metadaten. Bei der Anbindung neuer Datenanbieter an GovData wird deren Endpunkt umfassend getestet und die Anbieter erhalten eine schriftliche Analyse der Metadatenqualität. Im Zuge der Veröffentlichung von DCAT-AP.de 3.0 werden wir verschiedene Beispiele für qualitativ hochwertige Metadaten bereitstellen.";Confirm;;
Q10;ja;"Berlin: Der Musterdatenkatalog der Bertelsmann Stiftung

GovData: Alle Datenlieferanten müssen ihre Metadaten mindestens im DCAT-AP.de 2.0-Format bereitstellen. Der Standard selbst enthält unter anderem Vorgaben zur Lizenznutzung. Das Konventionshandbuch (https://www.dcat-ap.de/def/dcatde/2.0/implRules/) enthält 41 Konventionen für die Anlieferung an GovData.";Confirm;;
Q11;ja;"In der Open-Data-Verordnung empfehlen wir überwiegend offene Lizenzen wie CC 0 oder mindestens CC BY 4.0.

Nachtrag:
Lizenzleitfaden für GovData: https://www.govdata.de/web/guest/datenbereitsteller
Lizenzleitfaden auf DCAT-AP.de: https://www.dcat-ap.de/def/licenses/
Berliner Open-Data-Verordnung: https://www.berlin.de/sen/wirtschaft/digitalisierung/open-data/verordnung/";Confirm;;
Q12;51-70%;"GovData: >90 %

Nachtrag: 90+ % sind korrekt";Change;>90%;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
Q13;1-4;"GovData: 5-10

Nachtrag: 5-10 ist korrekt";Change;5-10;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
Q14;nein;;Confirm;;
D3.3;;;;;
Q15;ja;Wir nutzen ausschließlich Datenquellen in DCAT-AP.de 2.0 oder höher. Falls dies nicht möglich ist (INSPIRE-Metadaten), entwickeln wir eine eigene CKAN-Konverter-Erweiterung. DCAT-AP.de wurde vor Jahren entwickelt, um dem europäischen DCAT-AP mit einigen deutschen Erweiterungen zu folgen.;Confirm;;
Q16;51-70%;Nachtrag: Danke für den Hinweis. Wie in Frage Q15 beschrieben, befolgen wir die DCAT-AP-Konformität. Es gibt keinen Rückgang. Wir haben die Antworten korrigiert.;Change;>90%;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
Q17;51-70%;Nachtrag: Danke für den Hinweis. Wie in Frage Q15 beschrieben, befolgen wir die DCAT-AP-Konformität. Es gibt keinen Rückgang. Wir haben die Antworten korrigiert.;Change;>90%;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
Q18;31-50%;Nachtrag: Danke für den Hinweis. Wie in Frage Q15 beschrieben, befolgen wir die DCAT-AP-Konformität. Es gibt keinen Rückgang. Wir haben die Antworten korrigiert.;Change;71-90%;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
Q19;ja;Nachtrag: Danke für den Hinweis. Wir haben noch eine nationale Erweiterung. Wir werden das neue DCAT-AP.de 3.0 im Dezember 2024 veröffentlichen.;Confirm;;
Q20;nein;GovData: Nein. Die Untersuchung und Verbesserung der Metadatenqualität steht auf unserer To-Do-Liste.;Confirm;;
Q21;31-50%;GovData: '31-50%;Confirm;;
Q22;51-70%;"GovData: '>90 %

Nachtrag: Danke für den Hinweis. Wir haben die Antwort auf 90+ % korrigiert.";Change;>90%;{Im Reifegradbericht wurde 2024 ein falscher Wert verwendet}
D3.4;;;;;
Q23;ja;Berlin: für Finanzdaten und für das Organigramm-Tool;Confirm;;
Q24;ja;Berlin: Barcamp Linked Open Data;Confirm;;
Q25;>90%;Entfällt;Confirm;;
Q26;>90%;Entfällt;Confirm;;
Q27;71-90%;Entfällt;Confirm;;
Q28;51-70%;Entfällt;Confirm;;
Q29;31-50%;Entfällt;Confirm;;
D4;;;;;
D4.1;;;;;
I1;ja;"Obwohl es keine einheitliche Definition gibt, regelt § 12a Abs. 6 EGovG die Weiterverwendung offener Daten wie folgt:

„Der Abruf von Daten nach Absatz 1 Satz 1 [(= § 12a Abs. 1 enthält die Verpflichtung zur Veröffentlichung offener Daten durch Bundesbehörden)] soll unentgeltlich und zur uneingeschränkten Weiterverwendung der Daten durch jede Person ermöglicht werden. Der Abruf der Daten nach Absatz 1 Satz 1 soll jederzeit, ohne Registrierungspflicht und ohne Angabe von Gründen möglich sein.“

Darüber hinaus definiert die Open-Data-Strategie Folgendes:
„Wann sind offene Regierungsdaten im Sinne dieser [Open-Data]-Strategie?“
- Behörden die Daten selbst erhoben haben oder durch Dritte erheben lassen;
- frei zugänglich in öffentlichen Netzwerken,
- maschinenlesbar,
- nicht persönlich
- frei nutzbar,
- Keine sicherheitsrelevanten Informationen.“";Confirm;;
I2;ja;"Berlin: Ja, es gibt verschiedene Methoden zur Schätzung der Wiederverwendung offener Daten. Dazu gehören die Sammlung, Verfolgung und Veröffentlichung von Anwendungsfällen und andere Überwachungsmechanismen, wie zum Beispiel:

- Nationale Ebene: Beispiele für die Datennutzung werden über Open Government Networking gesammelt und als Artikel sowie auf der CCOD-Website veröffentlicht: https://www.bva.bund.de/DE/Services/Behoerden/Beratung/Beratungszentrum/OpenData/Use_Cases/use_cases_node.html
- Die Nutzung von CODE-DE wird umfassend gemessen und regelmäßig ausgewertet.
- Regelmäßiges INSPIRE-Monitoring durch GDI-DE, Deutschlands Geodateninfrastruktur.
Der Showroom von GovData zeigt auch einige Anwendungsbeispiele: https://www.govdata.de/web/guest/showroom

- Regional/lokal:
- Berlin (Land): Wir veröffentlichen die von Open Data of Berlin generierten Anwendungen auf unserem Open Data Portal: https://daten.berlin.de/anwendungen
- Im Land NRW überwachen Dateneigentümer/-anbieter und IT-Dienstleister Downloads und Service-Nutzung als interne Daten.

Hamburg:
- Der Einfluss auf die Regierung wird hiermit als die positive Auswirkung der Nutzung offener Daten auf drei spezifische Herausforderungen definiert, vor denen die Regierung/öffentliche Verwaltung steht: 1) Effiziente und effektive Erbringung öffentlicher Dienste; 2) Transparenz und Rechenschaftspflicht bei ihren Handlungen; 3) Verbesserung ihrer Fähigkeit, Entscheidungen zu treffen und Richtlinien zu erlassen.";Confirm;;
I3;ja;"Bayern:
- Sammlung von Anwendungsfällen mit offenen Daten unter https://oc.bydata.de/using/usecases

Nordrhein-Westfalen: Wiederverwendungsfälle werden in einem Showroom veröffentlicht (https://open.nrw/open-data/open-data-showroom).";Confirm;;
I4;nein;;Change;Ja;"{Vergleich mit anderen Ländern}

Die Antwort der Tschechen ist sehr allgemein gehalten. Dies gilt auch für Deutschland: Wir haben eine neue Spezifikation zur Kennzeichnung der HVD-Datensätze in den technischen Standard (https://data.gov.cz/ofn/) aufgenommen, der für alle Anbieter verbindlich ist und es uns ermöglicht, zu identifizieren, welche Daten HVD sind. Da alle Anwendungen im Katalog (Liste der Anwendungen: https://data.gov.cz/aplikace) auf dem Datenportal mit dem jeweiligen Datensatz verknüpft sind, können wir auch die Wiederverwendung der hochwertigen Datensätze überwachen."
I5;ja;"Berlin: Ja, allerdings gibt es keine allgemeingültige Definition der Auswirkungen von Open Data in Deutschland (die aufgrund der verfassungsrechtlichen Trennung zwischen Bund und Ländern auch kaum auf Deutschland anwendbar wäre): Die meisten öffentlichen Stellen und Institutionen, die sich mit Open Data befassen, haben dargelegt, welche Auswirkungen Open Data aus ihrer Sicht haben (können).
Die Gesamtwirkung von Open Data wird beispielsweise in der neuen Datenstrategie 2023 „Fortschritt durch Datennutzung“ beschrieben, siehe hier: https://bmdv.bund.de/SharedDocs/DE/Anlage/K/nationale-datenstrategie.pdf?__blob=publicationFile

Die Open-Data-Strategie enthält zudem eine umfassende Definition der Ziele und Wirkungen von Open Data (Seite 5 und 6), siehe URL: https://www.bundesregierung.de/resource/blob/992814/1940386/1d269a2ad1b6346fcf60663bdea9c9f8/2021-07-07-open-data-strategie-data.pdf?download=1";Confirm;;
I6;ja;"Berlin: Da der Begriff „Wirkung“ unterschiedlich definiert wird, kommen auf nationaler Ebene unterschiedliche Methoden zum Einsatz:
– Auf nationaler Ebene werden die Umsetzung und die damit verbundenen Auswirkungen des Open-Data-Gesetzes mithilfe eines Online-Fragebogens und der Erstellung eines halbjährlichen Fortschrittsberichts gemessen. Den ersten Fortschrittsbericht sowie die Ergebnisse der Messung finden Sie hier: https://dip21.bundestag.de/dip21/btd/19/141/1914140.pdf
*(Der zweite Bericht wird derzeit für 2024 erstellt.)

Schließlich: Im Koalitionsvertrag von 2021 hat die Bundesregierung die Einrichtung eines unabhängigen Dateninstituts in Deutschland vereinbart. Eine Aufgabe dieser Institution wird künftig die Weiterentwicklung der Methoden sein.";Confirm;;
