I20;"Is the use of open data in your country having an impact on the issues of health and wellbeing? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"The Ministry of Health in Portugal is responsible for the open data initiative known as the ""Transparency Portal"". The primary objective of this initiative is to ensure full access and transparency to a wide range of data concerning the operations and transactions of the National Health System (SNS). This involves information from different organizations involved in providing healthcare nationwide. This portal has a significant impact on health:Access to detailed health data allows for better monitoring of health outcomes, identification of trends, and early detection of issues, enabling timely interventions and also, Policymakers and health administrators can use this data to make informed decisions regarding healthcare policies, resource allocation, and management of healthcare services.
Other examples:
1- The ""Resposta Sazonal em Saúde"" (Seasonal Health Response) is a platform with interactive dashboards of the daily updates on the progression, accessibility, and use of healthcare services by citizens, namely primary Healthcare, hospital healthcare, and emergency healthcare. It provides timely information to the populace and healthcare sector stakeholders, facilitating their effective preparedness for response https://www.sns.gov.pt/plano-de-contingencia-sazonal/
2- The Daily Evolution of Emergency Calls seeks to inform the public on health initiatives, resource allocation, and the development of preventive measures.URL: https://transparencia.sns.gov.pt/explore/dataset/acionamentos-de-meios-de-emergencia-medica/table/?sort=periodo
In particular, it allows to monitor the response times relative to the number of daily emergency events and determine the nation-wide average response time as well as allow nation-wide media outlets to create awareness on the public to sub-optimal response times https://expresso.pt/sociedade/2022-10-23-INEM-demorou-uma-hora-ou-mais-a-acionar-meios-em-mais-de-mil-chamadas-d36ee608 
3 - The ""Centro de Saúde Fora de Horas"" (After-hours Healthcare Centers, URL: https://www.arslvt.min-saude.pt/centros-de-saude-fora-de-horas/#14) is a data visualization map of healthcare centers with extended working hours. Its primary goal is to reduce the demand for hospital emergency services among patients who, while experiencing an acute illness, do not require such specialized care. This tool has been featured in national-level media outlets, e.g., https://www.publico.pt/2022/11/23/sociedade/noticia/portal-sns-passa-informacao-centros-saude-abertos-ate-tarde-2028846
Link for more information: https://transparencia.sns.gov.pt/page/ajuda/";;;
I21;"Is the use of open data in your country having an impact on the society´s level of education and skills (e.g. data literacy)?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"In fact, Directorate-General for Education and Science Statistics (DGEEC) provide data that can be freely used, reused and redistributed by anyone, without restrictions of copyright, patents or other control mechanisms, and which subject, at most, to the requirement to cite the source. According to this question, open data is available for all data that does not require authorisation to be processed, and this is the case for all DGEEC statistical data available on the website.
In our website, you can access to our open data for example concerning: 
- Teachers: https://www.dgeec.medu.pt/art/educacao-pre-escolar-basico-e-secundario/bases-de-dados/undefined/652d5371121f641a986cc643;
- Pupil enrollment: https://www.dgeec.medu.pt/art/educacao-pre-escolar-basico-e-secundario/bases-de-dados/undefined/652d2759121f641a986cc636 
- or Eurydice reports on Sustainability:
https://www.dgeec.medu.pt/art/6499db7d9eff36f307f07bdb/65293837121f641a986cc618/653b96736ac1e15eea50c5db/6566f1631a5e26972f636ebe#artigo-661e1fb548f22fa765197a7a  

Then, you can also access to 7 datasets: https://dados.gov.pt/pt/organizations/direcao-geral-de-estatisticas-da-educacao-e-ciencia-dgeec/?datasets_page=7#organization-datasets.
1) Reuse cases: https://dados.gov.pt/pt/organizations/direcao-geral-de-estatisticas-da-educacao-e-ciencia-dgeec/?datasets_page=7#organization-reuses
2) Examples of Open Dataset used by the reuse case: 
- https://empregocientificoedocente.dgeec.mec.pt/ ; 
- https://dados.gov.pt/pt/reu; 
3) Description: For example InfoCursos Portal (https://infocursos.medu.pt/), is a tool that presents data and statistics on the Higher Professional Technician (TeSP), 1st cycle Bachelor's, Integrated Master's and 2nd cycle Master's programmes offered by Portuguese higher education institutions. The ‘Course statistics’ tab shows information for all courses that had students enrolled in the 1st year for the first time, according to the data reported to the DGEEC by higher education establishments through the RAIDES survey. No statistics are provided for military or police courses. The ‘Course data’ tab shows the information contained in the Guide to Entrance Exams, issued by the Directorate-General for Higher Education, for 1st cycle Bachelor's and Integrated Master's programmes.

This is a project included in a broader initiative that try to use the different educations databases and give some added value for the differentes users. In this area, it includes also Info escolas – focus in non-higher education information and where we can found several indicators as (mainly at a school level and compared with student similar students’ background):
• Students who completed the 1st cycle in 4 years (%)
• Students from poor background who completed the 1st cycle in 4 years
• Students who completed upper sec in 3 years (%) and succeeded in the national exams
• Students who completed the VET programmes in 3 years
• Comparison between students’ internal and national assessment scores
• Progression between 9th and 12th grades scores

Returning to the InfoCursos portal (http://infocursos.pt), it was developed in 2015 (as part of a bigger initiative that included also infoescolas portal) provides data and statistics on the mains Higher Education programs (Technical Vocational Courses (TeSP), 1st cycle degrees, Integrated Masters and 2nd cycle Masters), taught at Portuguese higher education institutions. Is also part of the measures to fight failure and dropout in higher education.

Infocursos is a “need to improve” result, for allowing:
1. To increase public information about the educational system
2. To improve the technical quality of the indicators available to the educational community
3. To transform results and demographic indicators in a more qualitative information, that can contribute to a better knowledge of the education system
But, more important was the Infocursos portal allows students, together with their families, to make a supported decision when choosing the higher education course they wish to follow. 

In the same perspective, we can refer InfoEscolas Portal (https://infoescolas.medu.pt/) as a “need to improve” result, for allowing:
1. To increase public information about the educational system
2. To improve the technical quality of the indicators available to the educational community
3. To give back to schools statistical data useful for self-evaluation processes
4. To transform results and demographic indicators in a more qualitative information, that can contribute to a better knowledge of the education system.";;;
;4.3c Environmental impact;;;;;;;;
I22;"Is any data on the impact created by open data on environmental challenges (e.g. climate change and environmental degradation, as highlighted in the Eurpean Green Deal) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify (1)  what kind of data source proves this impact and (2) provide the URLs to this data.
";No;"[Response to reviewer]
1- On the environmental challenges of achieving more environmental-friendly cities  and increasing the use of renewable sources of energy the following scientific publication provide insights about the ecological footprint in Portuguese cities, namely the annual demand for natural resources and ecological services by the city's residents and compares it against the “carrying capacity” of the city's ecological assets (URL:https://www.sciencedirect.com/science/article/pii/S0264275119302306#s0065) calculated from open datasets such as the ecological footprint and biocapacity open dataset - NGO Global Footprint Network (https://data.footprintnetwork.org/#/). 
2- On the environmental challenge of fighting climate change and connected disasters the following scientific publications provide:
2.1. quantitative insight on the current rate of water depletion under climate change
https://www.sciencedirect.com/science/article/abs/pii/S0048969720329946 calculated from open datasets such as the EURO-CORDEX iniciative (https://www.euro-cordex.net/060378/index.php.en).
2.2 wildfire proneness under (severe) draught periods https://www.sciencedirect.com/science/article/abs/pii/S0048969719323393) calculated from open ERA-Interim datasets (the Copernicus Climate Change service predecessor) https://www.ecmwf.int/en/forecasts/dataset/ecmwf-reanalysis-interim";Change;Yes;"1- On energy transition and renewable sources, the following study uses open data from INEGI and APREN to identify Portugal's current state and prospects, with references to the European Green Pact https://www.mdpi.com/1996-1073/16/1/551
2- On the environmental challenges of achieving more environmental-friendly cities and increasing the use of renewable sources of energy the following scientific publication provide insights about the ecological footprint in Portuguese cities, namely the annual demand for natural resources and ecological services by the city's residents and compares it against the “carrying capacity” of the city's ecological assets (URL:https://www.sciencedirect.com/science/article/pii/S0264275119302306#s0065) calculated from open datasets such as the ecological footprint and biocapacity open dataset - NGO Global Footprint Network (https://data.footprintnetwork.org/#/). 
3- On the environmental challenge of fighting climate change and connected disasters, the following scientific publications provide:
3.1. quantitative insight on the current rate of water depletion under climate change
https://www.sciencedirect.com/science/article/abs/pii/S0048969720329946 calculated from open datasets such as the EURO-CORDEX initiative (https://www.euro-cordex.net/060378/index.php.en).
3.2 wildfire proneness under (severe) draught periods https://www.sciencedirect.com/science/article/abs/pii/S0048969719323393) calculated from open ERA-Interim datasets (the Copernicus Climate Change service predecessor) https://www.ecmwf.int/en/forecasts/dataset/ecmwf-reanalysis-interim
4- The following case study on Portugal reviews the country's status regarding clean technologies value chains, the country's main challenges and recommendations for further improvement. Uses open-data from multiple sources, including the PORDATA portal. https://www.apren.pt/contents/publicationsothers/e3g-report-making-clean-technology-value-chains-work-for-eu-economic-convergence.pdf
5- The ""Dados Abertos - Definição de modelo de avaliação de impacto"" project is assessing the impact of different reuse cases in a systematic way in different dimensions, including the environmental dimension, based on surveys to data providers and reusers.[Please check the file attached to this survey_Relatório Casos de Estudo.pdf]";;;
I23;"Is the use of open data in your country having an impact on the level of protection of biodiversity (e.g. maintaining a good air and water quality)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"1- The use of municipal open data repositories of liquid and atmospheric pollutents (URL: https://urbandatalab.pt/index.php/component/sppagebuilder/?view=page&id=119) enables the elaboration of public-available predictive models of the propagation of pollutants that impact air and water quality. In other words, the ""objective of these predictive tools is to simulate different pollutant emission scenarios allowing the creation of emergency measures to minimize the impact of an eventual hazard on public health and other citizen's life aspects.""; 
2- The Waste water quality open data and re-use (URL: https://www.ersar.pt/pt/consumidor/qualidade-da-agua) creates awareness about the waste water and can be used to infer the health of the population; 
3- The Portuguese Environment Agency (APA) creates the Info Praia app for the rapid availability of up-to-date information on beaches and the quality of coastal, transitional and inland bathing waters. - https://play.google.com/store/apps/details?id=pt.apambiente.info_praia&hl=pt_PT&gl=US; Related Open Datasets URLs: https://dados.gov.pt/pt/datasets/rh4-zonas-de-risco-de-erosao/; https://dados.gov.pt/pt/datasets/praias-com-bandeira-azul-n-o/; https://dados.gov.pt/pt/datasets/instrucoes-para-colheita-de-amostras-de-aguas-balneares/  ";;;
I24;"Is the use of open data in your country having an impact on the achievement of more environment-friendly cities (e.g., environment-friendly transport systems, waste management etc.)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Inspired by the know-how, the NEXUS consortium developed a common vision for the agenda with a focus on the development and exploitation of a technologically advanced portfolio of products and services, which complement each other to build innovative value propositions. The project is based on an Open Data Collaboration Platform for Multimodal Transport Collaboration that uses the existing landscape of systems and the massive pool of logistics network data and events as catalysts for innovation and promoters of synergies between products. NEXUS is expected to have a very significant impact on the Transport, Mobility and Logistics Sector, representing a total of 11.500 companies, 116.000 jobs and 5.7% of the national Gross Added Value, and an estimated 25% reduction of carbon emissions. 
Other examples:
1- Predictive model of micro mobility. Besides the predicted commute pattern, the model results will be also useful for micro mobility vehicles operation, improving effectiveness. URL:https://urbandatalab.pt/index.php/component/sppagebuilder/?view=page&id=116 
2- Identification of patterns/profiles and solid waste production prediction. Creation of a service to predict solid waste production a day before, to optimize waste collection in Lisbon. URL:https://urbandatalab.pt/index.php/component/sppagebuilder/?view=page&id=117
3- Environmental impact of municipal trees in public space (including the analysis of levels of carbon sequestered, removal of pollutants and levels of rainwater runoff avoided). URLs: https://dados.gov.pt/pt/datasets/projeto-itree-contribuicao-ambiental-das-arvores-em-espaco-publico/; https://dados.gov.pt/pt/datasets/projeto-itree-contribuicao-ambiental-das-arvores-em-espaco-publico/
Examples 1 and 2 are outputs of the EU project UCD Lab (Grant Agreement - INES / CEF / ICT / A2018 / 1837945, Action 2018 - EU - IA – 0099), in which AMA is a partner, several applications with open data were developed for the efficiency and effectiveness improvement of public services at the municipality level. Example 3 is an iniciative of CascaisData, the open data platform of the local administration of the municipality of Cascais.";;;
I25;"Is the use of open data in your country having an impact on the fight against climate change, for example by undertaking predictive monitoring, preventive actions, or a differentiated response to connected disasters?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Examples are:
1- Scientific publications on the topic of water scarcity provide numbers on the current rate of water depletion under climate change and wildfire proneness under (severe) drought periods (URLs: https://www.sciencedirect.com/science/article/abs/pii/S0048969720329946 ; https://www.sciencedirect.com/science/article/abs/pii/S0048969719323393). These publications raise awareness of the climate change impact on water scarcity, promoting the adoption of different behaviours)
2- Drought Severity Index. URL: https://www.ipma.pt/en/oclima/observatorio.secas/. This index promotes de awareness of drought severity across regions in Portugal and time, which leads to behabvior change, having an impact on the fight against climate change. 
3- Risk assessment of connected disasters URL: http://www.pnrrc.pt/index.php/geo/. This map promotes the adoption of self-protection behaviours in the face of potential risks of natural, technological or mixed origin ";;;
I26;"Is the use of open data in your country having an impact on the consumption of energy based on fuel and the switch to renewables? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"There are 4 areas of open data that are available and that may be influencing the market and be interesting for those who follow the renewables sector, namely:
- E-Redes: provides a website with it's data. One of the important examples for the renewables implementation is the availability of installed power at transformation stations and its use, which helps in the planning the of network and connections. For example, for industrial, tt is possible to know whether or not power is available in the grids at a certain area. The same applies to residential areas (https://e-redes.opendatasoft.com/explore/dataset/postos-transformacao-distribuicao/mapa/). It is available in English;
- OMIE: Energy values ";;;
;4.3d Economic impact;;;;;;;;
I27;"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.

";yes;"[Response to Reviewer] 
The study, titled ""Value Creation through the Reuse of Open Data: Architecture and Implementation of a Serverless Platform in AWS Cloud, Targeting Online Food Retail,"" aims to quantify the economic impact of reusing open data in the online food retail sector through comprehensive exploration of market data. It emphasizes the development of business insights through advanced analytics within the online retail landscape in Portugal (URL: https://run.unl.pt/handle/10362/149576).";Change;Yes;"1-The study, titled ""Value Creation through the Reuse of Open Data: Architecture and Implementation of a Serverless Platform in AWS Cloud, Targeting Online Food Retail,"" aims to quantify the economic impact of reusing open data in the online food retail sector through comprehensive exploration of market data. It emphasizes the development of business insights through advanced analytics within the online retail landscape in Portugal (URL: https://run.unl.pt/handle/10362/149576).
2- The ""Dados Abertos - Definição de modelo de avaliação de impacto"" project is assessing the impact of different reuse cases in a systematic way in different dimensions, including the economic impacts, based on surveys to data providers and reusers. [Please check the file attached to this survey_Relatório Casos de Estudo.pdf]";;;
I28;"Is the use of open data in your country having an impact on the level of employment? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"It is possible to infer that the use of open data has impact on employment, since there are new several projects appearing every day that use open data. Those projects require technical and specialized empoyment. Some examples are: 
1- The PORDATA portal that embodies the collection, compilation, systematization and dissemination of open data on multiple areas of society; URL: https://www.pordata.pt/en/home 
2- A study by the New IMS University and the Automobile Club of Portugal, which is in its first phase, analyzes the impact of bicycle paths on mobility in the cities of Lisbon and Porto. This sudy is based on open data from the minicipalities about the bicicle paths. URL: https://www.acp.pt/o-clube/revista-acp/noticias-do-clube/detalhe/impacto-das-ciclovias-na-mobilidade
3- the SOLIS project, Solar Potential in Lisbon, is a platform for the promotion of a wide acceptance of solar technology among the citizen. The Platform provided:- three different maps, with the possibility of three territorial display levels - the city, the parish and the building; and is based on open data on solar irradiation. URL: https://www.solis-lisboa.pt/";;;
I29;"Is the use of open data in your country having an impact on the level of innovation and the adoption of new technologies? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"a) Report DSAIPA research projects “Research in Data Science and Artificial Intelligence applied to Public Administration” on the reuse of administrative Open Data: relatório https://www.fct.pt/wp-content/uploads/2022/06/Brochura_ResearchinDataScienceandAIappliedtoPA.pdf
Examples of businesses creation and its products through the re-use of open data can be foud at URL: https://lisboaaberta.cm-lisboa.pt/index.php/pt/apps-e-analitica/apps
b) Portal da Inovação presents information about the entities of NIS (National Innovation System) search investigator's specific skills, entities that work with specific technologies, find business partners, among many functionalities. Several data about Innovation and R&D Entities can be found at https://www.portaldainovacao.pt/Portal_Inovacao/Search.aspx?MobileSearchViewId=1 
c) GovWise is a Data Science company, with professionals in GovTech, and aims to generate value savings, profitability, and return on investment for Public Organizations and Companies that work with the State. It uses open data about public public tendering. URL: https://govwise.ai/";;;
I30;"Is the use of open data in your country having an impact on the level of entrepreneurship (especially of women and minorities) and business creation (especially with Small- and Medium-sized Enterprises)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"1- Some examples include the Travel BI online platform, from the Tourism of Portugal,  an online platform where several data, statistics, graphics and studies regarding the Portuguese tourism are made available to the public. Impact is created by independently monitoring and promoting sustainable tourism practices, facilitating informed decision-making, and fostering regional development and sustainability, both environmental and socio-economic. - URL: https://travelbi.turismodeportugal.pt/sustentabilidade/observatorios-regionais-de-sustentabilidade/
2- Examples of business creation and its products through the re-use of open data. URL: https://lisboaaberta.cm-lisboa.pt/index.php/pt/apps-e-analitica/apps namely:
2.1- https://www.visor.ai/ an AI platform for non-technical customer service teams
2.2 https://load.digital/digital-product-development a web design and UX solutions company in several sectors including medical devices, construction and mobility. 
2.3 https://360waste.pt/ a waste management platform created by https://www.evox.pt/";;;
I31;"Is the use of open data in your country having an impact on the level of productivity? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"1- The PORDATA portal makes available productivity data for Portugal https://www.pordata.pt/portugal/produtividade+aparente+do+trabalho-2817 
2- Scientific publications using open data from PORDATA and INE on the topic of productivity of the Portuguese economy https://www.tandfonline.com/doi/full/10.1080/09654313.2022.2073787";;;
