P20;"Is there a regular exchange of knowledge or experiences between the national open data team and the wider network of open data officers in your country? 

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;" - ""OPEN DATA CLUB"" is an initiative connecting 3 main actors and additionaly including the data opening coordinators of all ministries to discuss relevant topics and exchange experiences in the field of open data: 
1) https://www.facebook.com/ekonomikosministerija/posts/pfbid0XvPWCLJ8gERYj1RV85wdR3c9u8qEkrHhw7AF84Smo81ZsSGybfUSDbV2o7hwuzG1l 
2) https://www.stat.gov.lt/home/-/asset_publisher/lbrXvLVHX2ln/content/tesiame-atviru-duomenu-klubo-veikla?inheritRedirect=false&redirect=https%3A%2F%2Fwww.stat.gov.lt%2Fhome%3Fp_p_id%3D101_INSTANCE_lbrXvLVHX2ln%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1
3) https://data.gov.lt/news/31
4) https://www.facebook.com/ekonomikosministerija/posts/pfbid02kkSFmtQWEALHA4hMzGSjLYpXj9KKy72bKDZ1MVrUSX7RS8picKXTeds8wDx3VCCwl
5) https://www.linkedin.com/posts/lina-giedraitien%C4%97-90a3a74a_opendata-collaboration-redcarpet-activity-7062851263012466688-XZi0?utm_source=share&utm_medium=member_desktop

 - The Chancellery of the Government of the Republic of Lithuania continues to strengthen the competencies of public sector employees and initiated practical workshops, which strengthen practical knowledge of strategic, data and open data management, and improve analytical skills:
https://www.delfi.lt/uzsakomasis-turinys/premium/duomenu-ir-atviru-duomenu-valdymas-dalis-viesojo-sektoriaus-specialistu-kompetenciju-92395709

 - Newsletters on strategic management in the public sector are being prepared in order to provide news on strategic management and open data in Lithuania and abroad are issued every quarter - https://lrvk.lrv.lt/lt/apie-vyriausybes-kanceliarija/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas/naujienlaiskiai ";Complement;;" - ""OPEN DATA CLUB"" is an initiative connecting 3 main actors and additionaly including the data opening coordinators of all ministries to discuss relevant topics and exchange experiences in the field of open data: 
1) https://www.linkedin.com/posts/information-society-development-committee_%C4%AFvyko-viii-asis-ekonomikos-ir-inovacij%C5%B3-ministerija-activity-7193618486386966528--kLi?utm_source=share&utm_medium=member_desktop
2) https://www.linkedin.com/posts/lietuvos-statistika-statistics-lithuania_eimin-eimin-atviruduomenuportalas-activity-7156612009336156161-y_gN?utm_source=share&utm_medium=member_desktophttps://www.facebook.com/ekonomikosministerija/posts/pfbid0XvPWCLJ8gERYj1RV85wdR3c9u8qEkrHhw7AF84Smo81ZsSGybfUSDbV2o7hwuzG1l 
3) https://www.stat.gov.lt/home/-/asset_publisher/lbrXvLVHX2ln/content/tesiame-atviru-duomenu-klubo-veikla?inheritRedirect=false&redirect=https%3A%2F%2Fwww.stat.gov.lt%2Fhome%3Fp_p_id%3D101_INSTANCE_lbrXvLVHX2ln%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1
4) https://data.gov.lt/news/31
5) https://www.facebook.com/ekonomikosministerija/posts/pfbid02kkSFmtQWEALHA4hMzGSjLYpXj9KKy72bKDZ1MVrUSX7RS8picKXTeds8wDx3VCCwl
6) https://www.linkedin.com/posts/lina-giedraitien%C4%97-90a3a74a_opendata-collaboration-redcarpet-activity-7062851263012466688-XZi0?utm_source=share&utm_medium=member_desktop

  - The Chancellery of the Government of the Republic of Lithuania strengthened the competencies of public sector employees and initiated practical workshops, which strengthen practical knowledge of strategic, data and open data management, and improve analytical skills:
https://www.delfi.lt/uzsakomasis-turinys/premium/duomenu-ir-atviru-duomenu-valdymas-dalis-viesojo-sektoriaus-specialistu-kompetenciju-92395709

  - Newsletters on strategic management in the public sector were prepared in order to provide news on strategic management and open data in Lithuania and abroad are issued every quarter - https://lrv.lt/lt/vyriausybes-kanceliarija-1/apie-lrvk/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas/naujienlaiskiai/

  - Open data events:
1) Open Data Conference „Open data opportunities - see what is not visible!“ (https://www.youtube.com/watch?v=owjZYMphpBI; Konferencija „Atvirų duomenų galimybės – pamatyk, kas nematoma!“ | Facebook)
2) Vilnius Data Fest (https://www.youtube.com/watch?v=4BTXPDUrJ2E)
3) ""Digital Bookseller"" awards (https://ivpk.lrv.lt/lt/naujienos/geriausiems-lietuvos-skaitmeniniams-sprendimams-isdalinti-skaitmeninio-knygnesio-apdovanojimai/)";;;;;;
P21;"Is there a regular exchange of knowledge or experiences between public sector bodies (i.e. the providers) and open data reusers (e.g. academia, citizens, businesses)?

For Explanation:
* If yes, please briefly describe how this exchange takes place and provide evidence supporting your answer (e.g. meeting agendas, URLs to news items).";yes;" - Infrmation Society Development Committee periodically provides demos for data users with examples, how data can be used and interpreted. Demos are provided with experts of a field were data comes from.
https://www.youtube.com/playlist?list=PLtptnWie_iVvLbVihFZIvcErEZz4_Vc08

 - Also, Information Society Development Committee monitors best practices of services, processes or products developed using open data or data, and all these examples are accessible here - https://data.gov.lt/usecases/examples . Sharing best practices on open data adds value and can inspire other data users to follow the example and create new services or otherwise increase the value of open data reuse.

 - Moreover, regular meetings take place at the political level, as political leadership plays an important role in opening up data.";Complement;;" - Infrmation Society Development Committee periodically provides demos for data users with examples, how data can be used and interpreted. Demos are provided with experts of a field were data comes from.
https://www.youtube.com/playlist?list=PLtptnWie_iVvLbVihFZIvcErEZz4_Vc08

 - Also, Information Society Development Committee monitors best practices of services, processes or products developed using open data or data, and all these examples are accessible here - https://data.gov.lt/usecases/examples . Sharing best practices on open data adds value and can inspire other data users to follow the example and create new services or otherwise increase the value of open data reuse.

 - Regular meetings take place at the political level, as political leadership plays an important role in opening up data.

- Thera were organised open data events, for example:
1) Open Data Conference „Open data opportunities - see what is not visible!“ (https://www.youtube.com/watch?v=owjZYMphpBI; Konferencija „Atvirų duomenų galimybės – pamatyk, kas nematoma!“ | Facebook)
2) Vilnius Data Fest (https://www.youtube.com/watch?v=4BTXPDUrJ2E)
3) ""Digital Bookseller"" awards (https://ivpk.lrv.lt/lt/naujienos/geriausiems-lietuvos-skaitmeniniams-sprendimams-isdalinti-skaitmeninio-knygnesio-apdovanojimai/)";;;;;;
;1.3 Open data implementation;;;;;;;;;;;
P22;"Do data publication plans exist at public body level?

For Explanation:
* If yes, please provide the URL and briefly highlight the key aspects covered. ";yes;"Information Society Development Committee is performing EU-funded open data project “Development of an open data platform enabling efficient re-use of public sector information for business and its management tools” (project value: EUR 3 931 456) - https://ivpk.lrv.lt/lt/apie-ivpk/atviru-duomenu-platformos-igalinancios-efektyvu-viesojo-sektoriaus-informacijos-pakartotini-panaudojima-verslui-ir-jos-valdymo-irankiu-sukurimas . 
During the phase II of the project (2020-2023) public sector‘s priority data - new high-demand datasets from 50 public sector institutions will be opened - https://data.gov.lt/news/33. All these institutions prepared action plans with specified datasets. For project’s work planning, it is used GitHub - https://github.com/orgs/atviriduomenys/projects/2, which reviews and manages the descriptions of open data structures https://github.com/atviriduomenys/manifest. Finally, the data corresponding to the validated structure description are published in an open data repository https://get.data.gov.lt/

Institutions also have their own plans/strategies for data opening, an example could be The Center of Registers, which oversees the country's main registers and information systems - https://eimin.lrv.lt/lt/naujienos/registru-centras-visuomenei-atvere-naujus-atviru-duomenu-rinkinius";Complement;;"In the description of the Data Opening procedure it is provided that sthe State data agency prepares and publishes on the national open data portal a data opening plan coordinated with an institution or a state-run entity, which is drawn up taking into account the requests of users submitted on the portal for obtaining new open data sets and (or) changing and (or) supplementing existing open data sets (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr, article 13.1).

Also, there is an option to plan opening stage of each institutional data set on the open data portal (for example https://data.gov.lt/datasets/2636/plans/)

Information Society Development Committee performed EU-funded open data project “Development of an open data platform enabling efficient re-use of public sector information for business and its management tools” (project value: EUR 3 931 456) - https://ivpk.lrv.lt/lt/apie-ivpk/projektai/atviru-duomenu-platformos-igalinancios-efektyvu-viesojo-sektoriaus-informacijos-pakartotini-panaudojima-verslui-ir-jos-valdymo-irankiu-sukurimas/. 
During the phase II of the project (2020-2023) public sector‘s priority data - new high-demand datasets from 50 public sector institutions are opened - https://data.gov.lt/blog/2024/01/08/s%C4%97kmingai-%C4%AFgyvendintas-vienas-svarbiausi%C5%B3-projekt%C5%B3-susijusi%C5%B3-su-duomen%C5%B3-atv%C4%97rimo-ekosistemos-k%C5%ABrimu/. All these institutions prepared action plans with specified datasets. For project’s work planning, it was used GitHub - https://github.com/orgs/atviriduomenys/projects/2, which reviewed and managed the descriptions of open data structures https://github.com/atviriduomenys/manifest. Finally, the data corresponding to the validated structure description are published in an open data repository https://get.data.gov.lt/

Institutions also have their own plans/strategies for data opening, an example could be The Center of Registers, which oversees the country's main registers and information systems - https://eimin.lrv.lt/lt/ziniasklaidai/naujienos/registru-centras-visuomenei-atvere-naujus-atviru-duomenu-rinkinius/";;;;;;
P23;"Are there processes to ensure that the open data policies/strategy previously mentioned are implemented (e.g. monitoring)?

For Explanation:
* If yes, please specify the process(es).";yes;"As regards, the implementation of the open government data policy, one of responsibilities of the Information Society Development Committee is monitoring and ensuring the opening of the requested data. According to Article 23.5 of  the Resolution of Minister of Economy and Innovation on data opening procedure, (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr), the coordinating authority (Information Society Development Committee) ensures the supervision of the opening of data of institutions and state-owned entities, requested by Users and registered here - https://data.gov.lt/requests/submitted. Also, monitors the progress of data opening and provides reports on the progress, demand and maturity of data opening of institutions and state-owned entities:
https://data.gov.lt/news/34
https://data.gov.lt/news/28";Complement;;"As regards, the implementation of the open government data policy, one of responsibilities of the Information Society Development Committee is monitoring and ensuring the opening of the requested data. According to Article 23.5 of  the Resolution of Minister of Economy and Innovation on data opening procedure, (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/327dd210495011ebb394e1efb98d3e67/asr), the coordinating authority (Information Society Development Committee) ensures the supervision of the opening of data of institutions and state-owned entities, requested by Users and registered here - https://data.gov.lt/requests/submitted. Also, monitors the progress of data opening and provides reports on the progress, demand and maturity of data opening of institutions and state-owned entities:
https://data.gov.lt/blog/2023/01/29/pernai-gautos-159-uzklausos-del-duomenu-atverimo-populiariausi-teisingumo-ministerijos-duomenys/
https://data.gov.lt/blog/2022/09/12/auga-tiek-atvertu-duomenu-kiekis-tiek-domejimasis-jais/";;;;;;
P24;"Do you update your policy/strategy as appropriate to ensure its success, such as based on data collected for monitoring?

For explanation:
* If yes, please describe the process and any recent updates made to strategy/policy";new question;new question;Change;Yes;"Existing legislation and processes are reviewed and updated as needed. 
On May 2024 the Parliament of Lithuanian Republic has confirmed the amendments of law on the right to receive information and data reuse (https://e-seimas.lrs.lt/portal/legalAct/lt/TAD/9203a7a2017111ef8e4be9fad87afa59?jfwid=-7i0sbj2e9). The first main amendment is to expand the scope of the law, i.e. to apply the law to all state and municipally managed enterprises and companies that provide public services (currenlty till 01.11.2024 the law is only applied to state and municipally managed enterprises and companies operating in the areas covered by the directive (EU) 2019/1024. The second amendment is to define high-value datasets and their publication and reuse procedure, i.e. provide a link to regulation (EU) 2023/138 (currently till 09.06.2024 it is regulated that the list of thematic categories of high-value data and the list of high-value data sets are approved by the Government).

Currently, it is being reviewed and prepared the minister of economy and innovation of Republic of Lithuania order concerning approval of public sector data opening recommendations.";;;;;;
P25;"Are there any processes in place to assess if public sector bodies are charging for data above marginal cost? (please see directive (EU) 2019/1024 on open data and the reuse of public sector information).

For Explanation:
* If yes, please specify the process(es).";yes;"According to Article 10 of the Law on the Right to Receive Information and Reuse of Data, data for re-use shall be provided to applicants free of charge, unless otherwise provided by the laws of the Republic of Lithuania or the legal acts of the European Union.
 Where a charge is made for the re-use of data, it shall not exceed the marginal cost of reproducing, providing and publishing the data, as well as depersonalising and taking measures to protect confidential business information.
The Communications Regulatory Authority of the Republic of Lithuania (https://www.rrt.lt/en/ ) is responsible authority in assesing if public sector bodies are charging for data above marginal cost.";Confirm;;;;;;;;
P26-a;"What are the top 3 challenges that your country is facing in the implementation of the mentioned open data policies/strategy?

For Explanation:
* Please briefly describe.";N/A;"1. Our main challenge and goal is to increase use of open data. The process of opening up data is significantly intensified (almost 2000 data sets are opened and published on data.gov.lt), therefore we encourage our data users to use open data or request new data for opening so that data could be basis for their new products and technologies. The estimate shows that the efficient use of data can generate an additional 2% of national GDP.
2. Lack of data analysts, competencies in the public sector in working with data and preparing it for opening is still a challenge in Lithuania.
3.	Ensuring data confidentiality is also a challenge. Lithuania is a small country with a low population density, so the more detailed the data, the higher the risk of disclosure. For example, opening Covid-19 data on deaths, especially young people, by gender, age and age dimensions in practice ment identifying the relatives of such a person and escalating the relevant history in public, in violation of the privacy of the relatives.  On the other hand, the ongoing debate on data has led to a better understanding of it.";Change;N/A;"1. Our main challenge and goal is to increase use of open data. The process of opening up data is significantly intensified (more than 1500 data sets are opened and published on data.gov.lt + other data sets that are opned on other national portals), therefore we encourage our data users to use open data or request new data for opening so that data could be basis for their new products and technologies. The estimate shows that the efficient use of data can generate an additional 2% of national GDP.
2. Ensuring data confidentiality is also a challenge. Lithuania is a small country with a low population density, so the more detailed the data, the higher the risk of disclosure. For example, opening Covid-19 data on deaths, especially young people, by gender, age and age dimensions in practice ment identifying the relatives of such a person and escalating the relevant history in public, in violation of the privacy of the relatives.  On the other hand, the ongoing debate on data has led to a better understanding of it.
3. Ensuring national security by opening up public sector data. It is being discussed more and more often that open national data can be used by Lithuania's unfriendly neighbors-states to carry out various provocations or military actions in our country. Therefore, Lithuania and other EU members must assess which data is not safe to open";;;;;;
P26-b;"Are there activities in place to address these challenges in your country (e.g. with specific national/regional/local plans or initiatives)?

For Explanation:
* If yes, please briefly describe the measures that you have adopted or plan to adopt to address these challenges. 
* If no, please specifiy what is hampering finding a strategic approach to solve these challenges.";yes;"1.	Various workshops and learning material (https://data.gov.lt/opening/learningmaterial/22) are developed (please also see answers to 25a, 26a and 27a questions).
2.	Data sets of state institutions are processed and opened centrally through the State Data Management Information System managed by State Data Agency in order to  ensure standardized quality for anonymisation of institutions’ datasets.
3.	Various initiatives involving different actors are organized (e.g., Open Data Club - https://www.stat.gov.lt/home/-/asset_publisher/lbrXvLVHX2ln/content/tesiame-atviru-duomenu-klubo-veikla?inheritRedirect=false&redirect=https%3A%2F%2Fwww.stat.gov.lt%2Fhome%3Fp_p_id%3D101_INSTANCE_lbrXvLVHX2ln%26p_p_lifecycle%3D0%26p_p_state%3Dnormal%26p_p_mode%3Dview%26p_p_col_id%3Dcolumn-2%26p_p_col_count%3D1).

The Ministry of the Economy and Innovation and Information Society Development Committee monitor best practices of services, processes or products developed using open data or data, and all these examples are accessible here - https://data.gov.lt/usecases/examples . Sharing best practices on open data adds value and can inspire other data users to follow the example and create new services or otherwise increase the value of open data reuse.";Complement;;"1. Various workshops and learning material (https://data.gov.lt/opening/learningmaterial/22) are developed (please also see answers to 20, 27, 28 and 29 questions).
2. Data sets of state institutions are processed and opened centrally through the State Data Management Information System managed by State Data Agency in order to  ensure standardized quality for anonymisation of institutions’ datasets.
3. Various initiatives involving different actors are organized (e.g., Open Data Club - https://vda.lrv.lt/lt/naujienos/sestajame-atviru-duomenu-klubo-susitikime-demesys-dideles-vertes-duomenims/).

The Ministry of the Economy and Innovation and Information Society Development Committee monitor best practices of services, processes or products developed using open data or data, and all these examples are accessible here - https://data.gov.lt/usecases/examples . Sharing best practices on open data adds value and can inspire other data users to follow the example and create new services or otherwise increase the value of open data reuse.";;;;;;
P27;"Are there any activities in place to assist data holders with publishing their data as open data (i.e. to help them with the data opening process)?

For Explanation:
* If yes, please describe/provide examples of these activities.";new question;new question;Change;Yes;"•	Support for data opening. Information Society Development Committee and the State Data Agency provide institutions with assistance and technical support in opening data. Contacts are provided here - https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1
•	National Model for opening data establishes a centralized data opening scheme, which speeds up the data opening process. Data sets of  institutions are processed and opened centrally through the State Data Management Information System managed by State Data Agency, which is responsible for anonymisation, and ensuring of standardized quality of datasets opened by institutions. 
•	In addition, Information Society Development Committee has created video learning material - step by step instructions on data opening (27 series), publicly accessible on Lithuanian open data portal - https://data.gov.lt/opening/learningmaterial/22
•	Also, Data Opening Guide, prepared as part of Lithuanian Open Data Portal, is dedicated tool for organizations that open data and users of open data - https://atviriduomenys.readthedocs.io/index.html.
•	During a project „Strengthening Results Oriented Management Capacities“ (https://lrv.lt/lt/vyriausybes-kanceliarija-1/apie-lrvk/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas/) methodological instructions on data opening were provided - https://lrv.lt/media/viesa/saugykla/2023/11/R8CFRsBAg0A.pdf ; https://lrv.lt/media/viesa/saugykla/2023/11/dWCoOI0493E.pdf.";;;;;;
P28;"Is there a professional development or training plan for civil servants working with data in your country? 

For Explanation:
* If yes, please briefly describe these training activities.";yes;"The Information Society Development Committee periodically organises workshops for public bodies to discuss their plans for opening data and increase their knowledge. In 2021, it was organised 12 working sessions for the Open data coordinators of main public institutions. Based on these working sessions, it was created video learning material (27 series), publicly accessible on Lithuanian open data portal - https://data.gov.lt/opening/learningmaterial/22
In addition, Data Opening Guide, prepared as part of Lithuanian Open Data Portal, is dedicated tool for organizations that open data and users of open data - https://atviriduomenys.readthedocs.io/index.html.
The Data Opening Guide‘s documentation consists of the following essential parts:
•	Information for data providers on the process of opening data, raising the level of maturity of open data and processing personal data .
•	Information for data users on how to make requests and comments about the data and how to obtain the data itself .
•	A data structure description specification that provides detailed information on how to write and read data structure’s description tables.
•	Information for installers on how to install and configure tools for working with data and  data structure’s description tables.
Also, the European Data Portal e-learning programme was translated into Lithuanian language so that public sector can access learning material on open data online - http://theodi.github.io/EUeLearning/lt/#/id/co-01 . This programme containing 16 modules  has been designed to enable to discover what open data is and how it is changing the lives of everyone on our planet is accessible here - https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1 
The Ministry of Economy and Innovation and Information Society Development Committee are constantly promoting (on social media and by sending formal letters) the new Model of opening data as well as on-line learning material to public authorities in order increase data opening activities and data literacy among public authorities. 
During a project „Strengthening Results Oriented Management Capacities“ (https://lrvk.lrv.lt/lt/apie-vyriausybes-kanceliarija/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas) at he begining of 2023, there were organized workshops „Aplication of data and open data in strategic management documents“. Target group strengthened knowledge and skills in the field of application of open data in the preparation of annual reports.";Complement;;"The Information Society Development Committee periodically organised workshops for public bodies to discuss their plans for opening data and increase their knowledge. In 2021, it was organised 12 working sessions for the Open data coordinators of main public institutions. Based on these working sessions, it was created video learning material (27 series), publicly accessible on Lithuanian open data portal - https://data.gov.lt/opening/learningmaterial/22
In addition, Data Opening Guide, prepared as part of Lithuanian Open Data Portal, is dedicated tool for organizations that open data and users of open data - https://atviriduomenys.readthedocs.io/index.html.
The Data Opening Guide‘s documentation consists of the following essential parts:
•	Information for data providers on the process of opening data, raising the level of maturity of open data and processing personal data .
•	Information for data users on how to make requests and comments about the data and how to obtain the data itself .
•	A data structure description specification that provides detailed information on how to write and read data structure’s description tables.
•	Information for installers on how to install and configure tools for working with data and  data structure’s description tables.
Also, the European Data Portal e-learning programme was translated into Lithuanian language so that public sector can access learning material on open data online - http://theodi.github.io/EUeLearning/lt/#/id/co-01 . This programme containing 16 modules  has been designed to enable to discover what open data is and how it is changing the lives of everyone on our planet is accessible here - https://eimin.lrv.lt/lt/veiklos-sritys/skaitmenine-politika/atviri-duomenys-1 
The Ministry of Economy and Innovation and Information Society Development Committee are constantly promoting (on social media and by sending formal letters) the new Model of opening data as well as on-line learning material to public authorities in order increase data opening activities and data literacy among public authorities. 
During a project „Strengthening Results Oriented Management Capacities“ (https://lrv.lt/lt/vyriausybes-kanceliarija-1/apie-lrvk/lrvk-projektu-portfelis/igyvendinami-projektai/valdymo-gebejimu-stiprinimas/) at he begining of 2023, there were organized workshops „Aplication of data and open data in strategic management documents“. Target group strengthened knowledge and skills in the field of application of open data in the preparation of annual reports.";;;;;;
P29;"Are there annually held national, regional or local events (e.g. hackathons, courses, conferences, users meet-ups, summer/winter schools) to promote open data and open data literacy in your country beyond the target group of public servants? 
 
For Explanation:
* If yes, please provide examples (e.g. title, date, location of the event and URL).";yes, 6-9;"
•	In 2023 May, Conference of the Ministry of Transport on transport sector open data - https://sumin.lrv.lt/lt/naujienos/susisiekimo-ministerija-kita-savaite-kviecia-i-pirmaja-susisiekimo-sektoriaus-apzvalgos-ir-atviru-duomenu-konferencija
•	In 2023 May, The Ministry of Environment organised conference ""How to create an information system for the public sector 10 times faster and 10 times cheaper?"" where were talked about open enivronment data impact (https://www.facebook.com/events/1373265573242909)
•	In 2023 April, general director of the State Data Agency gave a speech at the conference ""Lithuanian Digitization Progress"". Key highlight from the report ""Breakthrough in the opening of public sector data"":
1. The State Data Agency has taken the lead in centralizing the opening of public sector data. Opening up high-maturity data is one of the most important goals of the state data ecosystem that the agency is building. Legal, technological and financial prerequisites have been created for this.
2. Until 2026 an extremely ambitious goal was set - to centrally open the data of more than 300 state information resources, while at the same time creating a public sector metadata catalog that is understandable not only for systems, but also for people, which will allow for the creation of new data use needs. In this context, the Data Management Act is starting to work, expanding the possibilities of re-using public sector data. (https://www.youtube.com/watch?v=RH9-kUEul-M)
•	In 2023 January-February Office of the Government organised workshops „Aplication of data and open data in strategic management documents“.
•	In 2022 December Office of the Government organised an event ""Good experience in Open Data management in Ireland"" (https://www.youtube.com/watch?v=sNn2PfPMnlY)
(https://verslodirbtuvesvideo.vz.lt/vieso-sektoriaus-duomen-atv-rimo-proverzis/)
•	In 2022 October, Minsitry of Health organised public discussion ""Reuse of health data. Where are we and where do we want to go?"" (https://www.facebook.com/sam.lt/videos/vie%C5%A1oji-diskusija-pakartotinis-sveikatos-duomen%C5%B3-naudojimas-kur-esame-ir-kur-nor/778695336535306?locale=lt_LT)
•	In 2022 Septemeber, Ministry of Transport conference ""Open data - a breakthrough in the transport sector""
(https://www.delfi.lt/video/laidos/partnerio-turinys/atviri-duomenys-proverzis-susisiekimo-sektoriuje.d?id=91266827)";Change;Yes, >9;"• In 2024 May, the event organized by the State Data Agency and the Government of the Republic of Lithuania – „State Data Lake History: Part II „Deep““ (https://vda.lrv.lt/lt/naujienos/valstybes-duomenu-ezeras-platyn-ir-gilyn/)
• In 2023 November, the event organized by the State Data Agency and the Government of the Republic of Lithuania – „The History of the State Data Lake: Part I Ice Age“ (https://vda.lrv.lt/lt/naujienos/renginyje-aptarta-valstybes-duomenu-inventorizacija-ir-darnus-bendradarbiavimas-su-institucijomis/).
• In 2023 October, Conference of Ministry of Economy and Innovations and Information Society Development Committee - „Open data opportunities - see what is not visible!“ (https://www.youtube.com/watch?v=owjZYMphpBI; Konferencija „Atvirų duomenų galimybės – pamatyk, kas nematoma!“ | Facebook)
• In 2023 May, Conference of the Ministry of Transport on transport sector open data - https://sumin.lrv.lt/lt/naujienos/susisiekimo-ministerija-kita-savaite-kviecia-i-pirmaja-susisiekimo-sektoriaus-apzvalgos-ir-atviru-duomenu-konferencija
• In 2023 May, The Ministry of Environment organised conference ""How to create an information system for the public sector 10 times faster and 10 times cheaper?"" where were talked about open enivronment data impact (https://www.facebook.com/events/1373265573242909)
• In 2023 April, general director of the State Data Agency gave a speech at the conference ""Lithuanian Digitization Progress"". Key highlight from the report ""Breakthrough in the opening of public sector data"":
1. The State Data Agency has taken the lead in centralizing the opening of public sector data. Opening up high-maturity data is one of the most important goals of the state data ecosystem that the agency is building. Legal, technological and financial prerequisites have been created for this.
2. Until 2026 an extremely ambitious goal was set - to centrally open the data of more than 300 state information resources, while at the same time creating a public sector metadata catalog that is understandable not only for systems, but also for people, which will allow for the creation of new data use needs. In this context, the Data Management Act is starting to work, expanding the possibilities of re-using public sector data. (https://www.youtube.com/watch?v=RH9-kUEul-M)
• In 2023 January-February Office of the Government organised workshops „Aplication of data and open data in strategic management documents“.
• In 2022 December Office of the Government organised an event ""Good experience in Open Data management in Ireland"" (https://www.youtube.com/watch?v=sNn2PfPMnlY)
(https://verslodirbtuvesvideo.vz.lt/vieso-sektoriaus-duomen-atv-rimo-proverzis/)
• In 2022 October, Minsitry of Health organised public discussion ""Reuse of health data. Where are we and where do we want to go?"" (https://www.facebook.com/sam.lt/videos/vie%C5%A1oji-diskusija-pakartotinis-sveikatos-duomen%C5%B3-naudojimas-kur-esame-ir-kur-nor/778695336535306?locale=lt_LT)
• In 2022 Septemeber, Ministry of Transport conference ""Open data - a breakthrough in the transport sector""
(https://www.delfi.lt/video/laidos/partnerio-turinys/atviri-duomenys-proverzis-susisiekimo-sektoriuje.d?id=91266827)
";;;;;;
