I22;"Is any data on the impact created by open data on environmental challenges (e.g. climate change and environmental degradation, as highlighted in the Eurpean Green Deal) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify (1)  what kind of data source proves this impact and (2) provide the URLs to this data.
";No;"There have been a number of awards from the Open Data Engagement Fund, run by the Open Data Unit, to projects that use open data to promote good environmental practice, for example, This year, Smart Dublin received an award under this fund to organise a hackathon using primarily air quality data in Dublin.

On Friday the 24th of February, Smart Dublin, an organisation founded by the four Dublin Local Authorities, partnered up with Google and Aclima, to launch a weekend- long Hackathon focused on improving air quality. It was the largest Air Quality Data Hack Ireland has ever seen. Air quality is a serious challenge facing our cities and one that not only affects the environment, but society as a whole. Over the last 16 months, equipped with Aclima’s air sensing platform, Google we able to collect over 50 million records at 5 million locations of street level air quality data for Dublin.Over the 3 days of the Hackathon, more than 100 participants gathered in the Dublin Google Offices and spent the weekend hacking these 50 million measurements of air quality data collected as part of the ‘Google Air View Dublin’ project. The aim was for the participants, spread across 16 teams, to come up with ways to help tackle air pollution in Dublin, given the hyperlocal, rich open data collected. This open data is available to view on Google’s Environmental Insights Explorer and on Smart Dublin’s open data platform and by making this data accessible and open, we hope to see local government, businesses and the general public working collaboratively to improve air quality for Dublin.

The event was a great success, with teams coming up with innovative and imaginative solutions that could certainly help tackle air quality in Ireland. https://data.gov.ie/blog/smart-dublin-hackathon

RESPONSE TO REVIEWER:  The Environmental Protection Agency publishes a wide variety of data, much of it in API format, to support the monitoring of environmental standards by both Local government, NGOs and members of the public; https://data.epa.ie/api-list/epr-open-data/

The NMPF’s climate change policies seek to support management of potential impacts of proposals in two ways. Firstly, the way in which the proposal may affect natural and / or physical features that play a role in mitigation (e.g. carbon sequestration) or adaptation (e.g. flood defence. Secondly the way in which the proposal has considered its own direct and indirect contributions to mitigation (e.g. measures included in the proposal to reduce emissions) and adaptation (e.g. ensuring the proposal is future-proofed in relation to changing operating conditions due to climate change); https://data.gov.ie/dataset/national-marine-planning-framework-area?package_type=dataset

The EPA use and generate open data on a number of environmental research projects https://www.catchments.ie/open-data-developer-resources/?_gl=1*1tkiden*_ga*MTA4MzEyNTY4OS4xNjU3MTIwNDMx*_ga_TPK2CK9KEX*MTY5NTM4NjYwOS4zLjEuMTY5NTM4NjYwOS4wLjAuMA..";Change;Yes;"This year the Open Data Engagement fund had many projects which were commiotted to solving environmental challenges. One such project was the  European Peatlands and Policies Open Data Mapathon 2024 in the University of Galway. 

A blog on this event can be seen here: https://data.gov.ie/blog/european-peatlands-and-policies-open-data.
https://www.youtube.com/watch?v=9KJgQLyu93c


The dataset used was https://data.europa.eu/data/datasets?query=peatlands&locale=en&page=1&limit=50

https://multipeat.insight-centre.org/map is a showcase of the project toolkit.

Another project is that of Water Alerts which also received funding under the Open Data Engagement Fund. The website can be seen here: https://www.wateralerts.ie/?ref=PER


The datasets used are:
Datasets used in the project (if applicable)
Details of datasets used from data.gov.ie and any other datasets used	
•	Marine Institute Tide Prediction https://data.gov.ie/dataset/marine-institute-tide-prediction
•	Met Eireann Live Text Forecast Data https://data.gov.ie/dataset/met-eireann-live-text-forecast-data 
•	EPA Bathing Water Measurements https://data.gov.ie/dataset/bathing-water-measurements 
•	EPA Bathing Water Alerts https://data.gov.ie/dataset/bathing-water-alerts 
•	EPA Bathing Water Locations https://data.gov.ie/dataset/bathing-water-locations 
•	OPW Hydrometric Network Water Level Data Latest Reading https://data.gov.ie/dataset/opw-hydrometric-network-water-level-data-latest-reading 
•	Tailte Eireann (OSI) Admin Boundaries: Townlands, settlements, counties

";;;
I23;"Is the use of open data in your country having an impact on the level of protection of biodiversity (e.g. maintaining a good air and water quality)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"URL to the reuse case: https://www.epa.ie/our-services/research/epa-research-2030/strategies-and-policies/open-access-policy/_x000D_
URL to the open dataset used by the reuse case:_x000D_
https://data.epa.ie/_x000D_
Description of the reuse case and its impact:_x000D_
Open data can be used to share environmental data collected by the Environmental Protection Agency (EPA) on air and water quality. This transparency allows citizens and NGOs to track trends, identify potential issues, and hold authorities accountable. Furthermore, Ireland adheres to EU directives like the Water Framework Directive, which emphasise data collection and public participation in protecting water quality. Also, Ireland's National Biodiversity Action Plan highlights the importance of data and knowledge sharing for biodiversity conservation. Also, a €34 million project aims to make biodiversity data more accessible and track progress towards key policy goals in a transparent way: https://www.npws.ie/news/minister-noonan-announces-%E2%82%AC34m-project-transform-ireland%E2%80%99s-approach-biodiversity-data. This could indirectly contribute to maintaining good air and water quality by supporting better decision-making for nature protection and restoration: https://biodiversityireland.ie/app/uploads/2024/02/National-Biodiversity-Data-Centre-Strategic-Plan-2024-2028-WEB.pdf_x000D_
";;;
I24;"Is the use of open data in your country having an impact on the achievement of more environment-friendly cities (e.g., environment-friendly transport systems, waste management etc.)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"_x000D_
URL to the reuse case: https://smartdublin.ie/fresh-data-fresh-thinking-google-project-air-view-results/_x000D_
URL to the open dataset used by the reuse case: https://data.smartdublin.ie/dataset/google-airview-data-dublin-city_x000D_
Description of the reuse case and its impact: Ireland's use of open data is positively impacting the goal of more environment-friendly cities through improved air quality monitoring. Dublin's Project Air View, for instance, released over 50 million air quality measurements openly accessible to the public. This transparency allows citizens to understand air quality variations and empowers city councils to develop targeted policies for environment-friendly transport systems, such as playing bike rental schemes in strategic locations: https://data.smartdublin.ie/dublinbikes-api. This would be based on data-driven insights from areas with higher pollution levels. By promoting public awareness and informing decision-making, open data like this contributes to a healthier environment-friendly transport system._x000D_
";;;
I25;"Is the use of open data in your country having an impact on the fight against climate change, for example by undertaking predictive monitoring, preventive actions, or a differentiated response to connected disasters?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"URL to the reuse case:_x000D_
https://atlas.marine.ie/#?c=53.9000:-15.9000:6_x000D_
URL to the open dataset used by the reuse case:_x000D_
https://data.gov.ie/showcase/ireland-s-marine-atlas_x000D_
Description of the reuse case and its impact in this sub-domain:_x000D_
_x000D_
_x000D_
Ireland's Marine Atlas is an example of how open data can be a tool in the fight against climate change, for example by Predictive Monitoring, Preventative Actions, and Differentiated Disaster Responses._x000D_
_x000D_
The Atlas provides comprehensive marine environmental data, allowing researchers to track trends like ocean acidification and rising sea temperatures. This data can be used to predict future climate impacts on marine ecosystems._x000D_
_x000D_
By understanding the vulnerability of marine areas, policymakers can implement preventative measures. This could involve establishing marine protected areas or developing regulations for coastal development to mitigate climate change effects._x000D_
_x000D_
The Atlas can provide real-time data on extreme weather events like storm surges or floods. This information can be used to target emergency response efforts and minimise damage to coastal communities._x000D_
_x000D_
The Marine Atlas data is used by the Sustainable Energy Authority of Ireland (SEAI) to identify potential areas for developing clean, renewable energy sources like offshore wind farms. This reduces reliance on fossil fuels and contributes to Ireland's climate goals._x000D_
_x000D_
The Atlas also supports the National Marine Planning Framework (NMPF), which plays a crucial role in promoting sustainable practices in Ireland's maritime space. This includes ensuring responsible development and minimising human impact on marine ecosystems, both vital aspects of climate change mitigation._x000D_
";;;
I26;"Is the use of open data in your country having an impact on the consumption of energy based on fuel and the switch to renewables? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"URL to the reuse case:_x000D_
https://www.seai.ie/data-and-insights/seai-statistics/key-statistics/renewables/._x000D_
URL to the open dataset used by the reuse case:_x000D_
https://data.gov.ie/organization/sustainable-energy-authority-of-ireland?q=&sort=score+desc%2C+metadata_modified+desc_x000D_
Description of the reuse case and its impact:_x000D_
For instance, Ireland’s National Energy and Climate Plan (NECP 2021-2030) aims for a planned Renewable Energy Sources in Electricity (RES-E) of 70% by 2030, and the Climate Action Plan 2023 (CAP 23) targets to increase the share of electricity generated from renewable sources up to 80% by 2030. Additionally, at least 16% of gross final energy consumption in Ireland must come from renewables by 2020, as per the EU Renewable Energy Directive: https://www.seai.ie/data-and-insights/seai-statistics/key-publications/renewable-energy-in-ireland/ ._x000D_
";;;
;4.3d Economic impact;;;;;;;;
I27;"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.

";No;" While the impact of open data on the economy is difficult to quantify, the open data unit is supporting this research through the Research on open data impact; https://ec.europa.eu/eusurvey/runner/IrelandODImpactSurvey2021
In addition to this, through our network, we are aware of business for whom open data is a key resource.  for example, MapAlerter is a free service that delivers localised alerts and notifications from your local authority open data. Subscribers receive SMS, email and app notifications for water disruptions, road works, floods, planning activity, severe weather and other topics - most local authorities now choose MapAlerter as their official alert service provider; https://www.mapalerter.ie/
The company Home Assistant provides a service for monitoring a wide range of household functions, one of which is weather alerts.  This is done by accessing the MET Eireann API (https://www.home-assistant.io/integrations/met_eireann/) and example of open data supporting employment in innovative ways
RESPONSE TO REVIEWER: 
https://etownz.com/programs-training/ eTownz utilises open data to provide a forum for rural communities to train and communiate to develop their area and provide opportunities for a cohort that would otherwise be less accessible. The eTownz service uses open data to serve rural communities and facilitate rural developement and higher value employment, for example ; https://etownz.com/programs-training/   ;   https://etownz.com/project/smart-rural-27/";Change;Yes;"While the impact of open data on the economy is difficult to quantify, the open data unit is supporting this research through the Research on open data impact; https://ec.europa.eu/eusurvey/runner/IrelandODImpactSurvey2021
In addition to this, through our network, we are aware of business for whom open data is a key resource. for example, MapAlerter is a free service that delivers localised alerts and notifications from your local authority open data. Subscribers receive SMS, email and app notifications for water disruptions, road works, floods, planning activity, severe weather and other topics - most local authorities now choose MapAlerter as their official alert service provider; https://www.mapalerter.ie/
The company Home Assistant provides a service for monitoring a wide range of household functions, one of which is weather alerts. This is done by accessing the MET Eireann API (https://www.home-assistant.io/integrations/met_eireann/) and example of open data supporting employment in innovative ways.
https://etownz.com/programs-training/ eTownz utilises open data to provide a forum for rural communities to train and communiate to develop their area and provide opportunities for a cohort that would otherwise be less accessible. The eTownz service uses open data to serve rural communities and facilitate rural developement and higher value employment, for example ; https://etownz.com/programs-training/  ;  https://etownz.com/project/smart-rural-27/. They aggregate multiple open datasets to provide a central service for users, e.g. https://data.gov.ie/dataset/kildare-library-locations; https://data.gov.ie/dataset/wexford-libraries     into       https://etownz.com/

Tools like Smart Location Analysis empowers businesses, particularly Small and Medium-sized Enterprises (SMEs). Traditionally, SMEs lacked the resources for comprehensive location analysis, often leading to poor location choices and business closures. Smart Location Analysis leverages open data to provide SMEs with a user-friendly platform for analysing potential locations. Users define their area of interest and business objectives, such as market validation or competitor assessment. The platform then analyses over 70 data points on demographics, property, amenities, and even local brands. This data translates into tailored reports that can guide businesses in making informed location decisions, potentially leading to new market exploration, better regional coverage, and ultimately, increased chances of success. Smart Location Analysis highlights how open data contributes to economic growth by empowering SMEs with location intelligence previously unavailable to them.

URL to Smart Location Analysis: https://www.smartlocationanalysis.com/

Example of URLs to the Data from data.gov.ie:
•	National Planning Applications: https://data.gov.ie/dataset/national-planning-applications
•	Small Areas Generalised 20m – Osi: https://data.gov.ie/dataset/cso-small-areas-national-statistical-boundaries-2022-generalised-20m
•	National Statistical Boundaries — 2015: https://data.gov.ie/dataset/nuts3-boundaries-ungeneralised-national-statistical-boundaries-2015
•	Census Small Area: https://data.gov.ie/dataset/census-small-area

Examples of other OpenData sets used
•	Residential Property Price Register for the Republic of Ireland from the
Property Services Regulatory Authority.
•	New Dwelling Completions for the Republic of Ireland from the Central Statistics Office of Ireland.
•	2022 Pobal HP Deprivation Index from POBOL.
";;;
I28;"Is the use of open data in your country having an impact on the level of employment? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Open Data usage in Ireland is part of the government’s Public Service Reform activities, aiming to increase transparency, stimulate new business, and improve services. Employment rates in Ireland have been increasing, with a rate of 74.2% in Q2 2023 compared to 73.5% in Q2 2023: https://www.cso.ie/en/releasesandpublications/ep/p-lfs/labourforcesurveyquarter22023/employment/_x000D_
Open data have led to job creations in product development, marketing, and sales. It has also led to a multitude of Open Data Portals which need staff to maintain and also as a result, jobs have been created for software developers, data analysts, and customer service representatives._x000D_
_x000D_
The following is a further example that demonstrates the potential of open data to influence job creation. Open data from the Central Statistics Office on visitor numbers, spending patterns, and popular destinations empowers businesses like hotels and travel agencies to make data-driven decisions. Ultimately tailoring offerings to tourist preferences. _x000D_
_x000D_
Tourism and Travel: https://www.cso.ie/en/statistics/tourismandtravel/_x000D_
_x000D_
These strategic actions have the potential to lead to business growth and, consequently, job creation in areas like hospitality, marketing, and customer service. _x000D_
";;;
I29;"Is the use of open data in your country having an impact on the level of innovation and the adoption of new technologies? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Reuse Case URL: https://doras.dcu.ie/26008/1/BuildingaDataProcessingActivitiesCatalogRepresentingHeterogeneousCompliance-relatedInformationforGDPRusingDCATAPandDPV.pdf_x000D_
_x000D_
Open Data Set URL: https://www.cso.ie/en/index.html_x000D_
_x000D_
Description and Impact:_x000D_
This reuse case involves a collaboration between Dublin City University (DCU) and several logistics companies in Ireland. The project utilises open data from the Central Statistics Office (CSO) on demographics, traffic patterns, and road infrastructure._x000D_
_x000D_
Impact on Innovation and Technology Adoption:_x000D_
1.	Route Optimisation Software: Researchers at DCU are using the open data to develop and refine route optimisation software for delivery vehicles._x000D_
2.	Data-Driven Efficiency: This software allows logistics companies to plan more efficient delivery routes, considering factors like traffic congestion, road closures, and population density._x000D_
3.	Reduced Emissions: By optimising routes, delivery companies can potentially reduce fuel consumption and CO2 emissions, contributing to environmental sustainability goals._x000D_
4.	Technological Advancements: The project is a prime example of how open data can be leveraged to develop new technological solutions (route optimisation software) with a positive impact on the logistics sector._x000D_
";;;
I30;"Is the use of open data in your country having an impact on the level of entrepreneurship (especially of women and minorities) and business creation (especially with Small- and Medium-sized Enterprises)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"One of our engagement fund winners this year conducted a project aimed at using location data and harnesses the power of open data to benefit small businesses. 
""Smart Location Analysis provides detailed, data-driven insights. Our service offers in-depth analysis of locations, helping you assess how they meet your needs.

Using a wide range of data including people and lifestyle trends, property, amenities, and more, we'll help you make better decisions.

Get knowledge about key metrics like age, family composition, education and type of profession, schools, sports clubs, possible competitors or complimentary businesses before you make a decision on where to live or where to run your business from.
Gain understanding of the property market with our analysis of Irish locations.""


The use case website can be seen here
https://www.smartlocationanalysis.com/

A blog on this project and the impact is has can be viewed here:

 https://data.gov.ie/blog/focus-on-the-open-data-engagement-fund

The use case uses the following datasets:
https://data.gov.ie/dataset/national-planning-applications
https://data.gov.ie/dataset/small-areas-generalised-20m-national-statistical-boundaries-2015
https://data.gov.ie/dataset/census-small-area";;;
I31;"Is the use of open data in your country having an impact on the level of productivity? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Reuse Case URL: http://www.precisionagireland.ie/About_us.html_x000D_
Open Data Set URL: https://www.met.ie/climate/available-data_x000D_
_x000D_
Description and Impact:_x000D_
_x000D_
This reuse case involves Irish agricultural businesses utilising Precision Agriculture techniques. One key component of Precision Agriculture is leveraging open data sources like weather data from Met Éireann (Irish National Meteorological Service)._x000D_
_x000D_
By accessing and analysing open weather data, farmers can make informed decisions about planting, irrigation, and pest control. For example, using real-time and historical weather data to optimise irrigation schedules based on weather conditions can potentially reduce water waste and improve crop yields. It can further help farmers optimise resource allocation by allowing them to identify areas requiring more or less water, fertiliser, or pesticides based on real-time conditions. Access to open weather data empowers farmers to make data-driven decisions that can potentially improve farm efficiency and overall productivity._x000D_
";;;
