I17;"Is any data on the impact created by Open Data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of Open Data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

";yes;"The report of Open Data impact on the healthcare in Ukraine is available via link https://data.gov.ua/uploads/files/2022-10-03-123908.651661Healthcare-OD-impact-study.pdf  The Ministry of Digital Transformation of Ukraine conducted a study on the impact of data discovery in the field of health care on society.
The study collects examples of the use of Open Data and analyzes how they help Ukrainians in solving medical problems. In particular, the report analyzes whether it is possible to save money when buying drugs, how to get drugs for free at your hospital, how to understand the process of signing declarations with doctors, what changes are taking place in the health care system and where the budget goes. https://diia.data.gov.ua/value/health
Open data in the medical field helps solve a number of problems in the context of low awareness of the above issues, in particular:
Open data published by the NHSU promotes transparency in the functioning of the institution and allows anyone to check the accuracy of information about the activities of the NHSU and the course of healthcare reform.
With the help of interactive services and products created on the basis of Open Data in the medical field, citizens receive information on signing declarations with physicians in a clear and informative format.
Creating services based on Open Data helps attract citizens and pharmacies to the Affordable Medicine program, providing the following information in an accessible and efficient format: to patients about the availability of medicines that can be received on a free-of-charge basis, to pharmacy owners about the location of participating pharmacies,
the level of competition in the market and the amount of payments to pharmacies and, accordingly, the analysis of opportunities to participate in the program. Informing about the results of health care reform, based on real data, stories and examples, has a positive effect on the attitude of the population to the reform and on the assessment of the state of affairs in the field as a whole ";Complement;Yes;"The report of Open Data impact on the healthcare in Ukraine is available via link https://data.gov.ua/uploads/files/2022-10-03-123908.651661Healthcare-OD-impact-study.pdf.
The Ministry of Digital Transformation of Ukraine conducted a study on the impact of data discovery in the field of health care on society. The study collects examples of the use of Open Data and analyzes how they help Ukrainians in solving medical problems. In particular, the report analyzes whether it is possible to save money when buying drugs, how to get drugs for free at your hospital, how to understand the process of signing declarations with doctors, what changes are taking place in the health care system and where the budget goes. https://diia.data.gov.ua/value/health
Open data in the medical field helps solve a number of problems in the context of low awareness of the above issues, in particular: Open data published by the NHSU promotes transparency in the functioning of the institution and allows anyone to check the accuracy of information about the activities of the NHSU and the course of healthcare reform. With the help of interactive services and products created on the basis of Open Data in the medical field, citizens receive information on signing declarations with physicians in a clear and informative format. Creating services based on Open Data helps attract citizens and pharmacies to the Affordable Medicine program, providing the following information in an accessible and efficient format: to patients about the availability of medicines that can be received on a free-of-charge basis, to pharmacy owners about the location of participating pharmacies, the level of competition in the market and the amount of payments to pharmacies and, accordingly, the analysis of opportunities to participate in the program. Informing about the results of health care reform, based on real data, stories and examples, has a positive effect on the attitude of the population to the reform and on the assessment of the state of affairs in the field as a whole.
Healthcare services based on Open Data: Chatbot Marta creates opportunities to find qualified medical specialists. The bot was able to aggregate answers to the most common healthcare queries and works in a bot-to-bot format. Providing detailed information on your resources about the choice of doctors helps you choose a doctor, which increases competition and you yourself contribute to improving the level of service and the quality of the services provided. https://martabot.pro/.
Chatbot ""I will be a mother"" is a specialized service for pregnant women, developed on the basis of Open Data. It contains a step-by-step algorithm on how to get free pregnancy support, medical care during childbirth and neonatal services. Thanks to the chatbot, women planning pregnancy will find all the necessary information about their rights and services guaranteed by the state. https://t.me/IWillBeMother_bot, https://chats.viber.com/iwillbemother_bot.
(used Open Datasets in mentioned services: https://data.gov.ua/en/dataset/3fcbfe9e-7cec-4f69-b9ca-be49daae2369, https://data.gov.ua/en/dataset/e7f426b5-7fe2-4fee-a991-b7d0d9113710, https://data.gov.ua/en/dataset/6da6e500-e3c0-4a6a-9cb1-764582b531ee, https://data.gov.ua/en/dataset/a1d554df-be4b-4d3f-8063-dd0db4d83ff5).
Thanks to the ""Dostupno!"" chatbot people with disabilities, the elderly and parents with small children can find the nearest barrier-free location — a park, a hospital, or a medical center — and check its availability in the ""Dostupno!"" chatbots: http://www.viber.com/uadostupnobot, https://t.me/uadostupnobot. Used sourse: https://guide.diia.gov.ua/asc/  
The Opendatabot service has developed analytical material on the dynamics of creation and closure of Ukrainian individual entrepreneurs, data on tax fees and debts. https://opendatabot.ua/open/foponomics.
Experts from the R&D center at YouControl analyzed the influence of women on various sectors of Ukrainian business during the wartime year. They found that women significantly contributed by continuing the activities of existing companies and opening new ones. https://blog.youcontrol.market/iak-ukrayinki-pidtrimuiut-biznies-sieriedovishchie/.  
YouControl conducted research for 2023 to ascertain the professional fields and industries that women entrepreneurs gravitate toward. The study yielded findings that indicate large-scale enterprises remain a predominantly male-dominated domain. The research revealed that among the top 1,000 corporations ranked by revenue generation in 2023, a mere 7% were under the corporate ownership of women entrepreneurs, while an additional 11% operated under a mixed ownership structure involving both male and female proprietors. https://blog.youcontrol.market/zhinochie-oblichchia-bizniesu-iaki-sfieri-obiraiut-zhinki-ta-chomu-vielikii-biznies-dosi-zalishaietsia-cholovichim/.  
OpenDatabot has released the Index of the Premier Enterprises of Ukraine for the year 2024. This comprehensive index is compiled utilizing data sourced from state registries, corporate financial statements, sanctioned entities lists, and other analytical resources. It offers in-depth insights into sales performance categorized by industry sector and geographic region. The information presented in this index can serve as a tool for private entrepreneurs to strategically plan their business by identifying sectors and locations where their enterprises may achieve greater profitability.
https://opendatabot.ua/analytics/opendatabot-index-2024.
Based on Open Data, the Opendatabot project systematically analyzes the activities of private entrepreneurs, including gender distribution. According to the latest research, 59% of new private enterprises in Ukraine in 2024 were opened by women.
Women entrepreneurs most often choose the following activities:
Retail trade (68% women and 32% men);
Provision of other individual services (89% women and 11% men);
Provision of information services (63% women and 37% men)
https://opendatabot.ua/analytics/fops-gender-2024-4  
DREAM is a unique government e-ecosystem that provides a single digital route for all recovery projects. The restoration of Ukraine is a large-scale process. Its two priority areas are restoration of critical infrastructure and long-term reconstruction and modernization. Together, these are tens of thousands of projects that will take place simultaneously, at different stages, throughout the country. https://dream.gov.ua/ua. Public API: https://open-contracting.github.io/dream-api-docs/  
It is also worth noting that the analytical module DREAM (https://bi.dream.gov.ua/#/) also works exclusively on the data of the public АРI DREAM. This tool is used by government officials to understand the progress of restoration, territorial communities - to understand their own restoration projects (and compare them with other communities), project managers who help territorial communities in the implementation of restoration projects, as well as public initiatives that are engaged in monitoring restoration. The analytical module also serves as an additional source of Open Data, as it is possible to export data in tabular form - for some users, this may be more convenient than working with the JSON API.
Big Recovery Portal receives data from the public ARI DREAM, and for each project applies a risk analysis based on a set of criteria developed by itself (cost estimate, financing, type and duration of recovery, availability of tender documentation, availability of reporting). The portal team also publishes summarizing analytical materials based on DREAM data - ""Control of reconstruction costs"" and ""Reconstruction procurement"". Separately, it is worth noting the public monitoring of restoration works, which focus on accessibility. Thus, the Big Recovery Portal team inspected schools, kindergartens, and outpatient clinics in the city of Irpin to see how accessible and barrier-free the buildings are after reconstruction. https://brp.org.ua/en/analytics. 
The Clarity Project uses DREAM Open Data in the Clarity Hromada project to monitor restoration projects across territorial communities (https://clarity-project.info/hromada/UA32080150000035443/dream). For each community, the number of projects (in terms of status, nature, sectors of the economy), their budget, financing (scope and sources of, financial coverage) is listed here. DREAM data is also used as one of the criteria for rating territorial communities (by the number https://clarity-project.info/hromada/rating?indicator=dream-ideas&region=  and the cost of projects https://clarity-project.info/hromada/rating?indicator=dream-finance-amount&region=).";;;;;;;;;;;;;
I18;"Is the use of Open Data in your country having an impact on society´s ability to reduce inequality and better include minorities, migrants, and/or refugees? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"In 2023, the study ""Gender Component in Open Data of Ukraine"" was conducted, the purpose of which was to analyze and evaluate Open Data sets from the point of view of ensuring their gender sensitivity and preparing relevant recommendations. Gender-sensitive Open Data enables qualitative analysis, planning and preparation of effective solutions and fair distribution of resources. https://tapas.org.ua/wp-content/uploads/2023/11/OD-research_27.11UA.pdf. 
Speaking about the impact of Open Data on migrants, refugees, it is worth mentioning the impact on internally displaced persons due to the ongoing war.
Chatbot ""VPO Nazar"" helps internally displaced persons quickly and conveniently find work in any region of Ukraine. The service has a step-by-step mechanism in which you need to upload a short resume indicating the desired profession, position and search location. If there is a suitable vacancy, the applicant immediately receives it in the messenger.
https://citybot.pro/vpo (used dataset: https://data.gov.ua/dataset/0000000)
On the basis of Open Data of the Ministry of Internal Affairs of Ukraine, the public organization ""Agency of Data Journalism"" (texty.org.ua) prepared a study on the missing persons during the full-scale invasion. Data on missing persons is an important tool in their search. And the exchange of information with international partners makes it possible to identify Ukrainian citizens abroad or in captivity through international and humanitarian missions. https://datalogy.texty.org.ua/lost/. Data set used: https://data.gov.ua/dataset/470196d3-4e7a-46b0-8c0c-883b74ac65f0
Thanks to the ""Dostupno!"" chatbot people with disabilities, the elderly and parents with small children can find the nearest barrier-free location — a park, a hospital, or a medical center — and check its availability in the ""Dostupno!"" chatbots: http://www.viber.com/uadostupnobot, https://t.me/uadostupnobot. Used sourse: https://guide.diia.gov.ua/asc/ ";;;;;;;;;;;;;
I19;"Is the use of Open Data in your country having an impact on issues about housing in urban areas? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Open data affect the solution to the problem of housing in cities, in particular, regarding monitoring the accessibility of locations, assessing the level of their barrier-free accessibility. Examples of such projects are the ""City without Borders"" map of the ""LUN.City"" service https://bit.ly/3yHHYwv, the ""Dostupno!"" chatbot, thanks to which people with disabilities, the elderly and parents with small children can find the nearest barrier-free location — a park, a hospital, or a medical center — and check its availability in the ""Dostupno!"" chatbots: http://www.viber.com/uadostupnobot, https://t.me/uadostupnobot.
Used sourse: https://guide.diia.gov.ua/asc/.  
""Monitor Estate"" is a service that provides search and collection of reliable and objective information about real estate and related persons, in particular information about construction participants, encumbrances and seizures of property, executive proceedings, court cases, availability permits from the developer, licenses from the contractor, the purpose of the land and much more. https://monitor.estate/.
The Bild.ua service provides information on all new buildings, sorting them by level of reliability. https://bild.ua/. 
The URBANDATA portal was created to collect and combine all available Open Data on urban planning objects and land plots. Today, URBANDATA contains more than 2 million records from the register of construction activities (register of permit documents), the state land cadastre and several other state registers. https://urbandata.online/. 
NORA is an analytical dashboard with a rating of budget project companies, the purpose of which is transparent tax payment. https://www.facebook.com/NORA.in.ua.
Opendatabot is a service for monitoring registration data of Ukrainian companies and the court registry for protection against raiding and control of counterparties. https://opendatabot.ua/. All these services use the API of state registers in their work: https://opendatabot.ua/open/api, https://e-construction.gov.ua/reestri, https://reyestr.court.gov.ua/, https://guide.diia.gov.ua/asc/.
An example of such influence also can be the study ""Impact of Open Data of the State Architectural and Building Inspection of Ukraine"", which is focused on Open Data of the State Architectural and Building Inspection (DABI), which has at its disposal the most complete database of information about new constructions in Ukraine - the Register of the DABI. It contains information on all permits for construction work.
https://tapas.org.ua/wp-content/uploads/2020/09/OD-Research-DABI.pdf";;;;;;;;;;;;;
I20;"Is the use of Open Data in your country having an impact on the issues of health and wellbeing? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Chatbot ""I will be a mother"" is a specialized service for pregnant women, developed on the basis of Open Data. It contains a step-by-step algorithm on how to get free pregnancy support, medical care during childbirth and neonatal services. Thanks to the chatbot, women planning pregnancy will find all the necessary information about their rights and services guaranteed by the state. https://t.me/IWillBeMother_bot, https://chats.viber.com/iwillbemother_bot.
Chatbot ""Ask Gryts"", the purpose of which is to help every Ukrainian to take advantage of the opportunity to get medicine under the Affordable Medicines program quickly and conveniently. With the help of a chatbot, you can find out which drugs fall under the state program; as part of the ""test from Hryts"", find out for whom the program is available, etc.; organize a home first aid kit - the bot will remind you about the expiration date, components, etc. https://chats.viber.com/spytaigrytsia 
The ""Calendar of Healthy Ukrainians"" chatbot is aimed at raising awareness about the possibilities of free diagnostics and treatment, about the list of medical services financed from the state budget, and the rights of patients in general. The chatbot informs users about the state Program of Medical Guarantees, which provides and finances preventive consultations with doctors, laboratory and instrumental studies, screening medical services. The service will tell you which studies and at what age should be done, which of them are free and how to get them. https://chats.viber.com/calendarua_bot.
Chatbot ""Full Lungs"" provides information about free diagnostic and treatment services of oncological diseases, stages of the disease, treatment regimens, free drugs, reminders for receiving medical services free of charge. https://t.me/FullLungs_bot.
""Likuysya"" is a chatbot that will help anyone who has been diagnosed with breast cancer to find out which medical facility, which medical services and in what amount can be obtained free of charge. This applies both to services for the diagnosis of oncological diseases and their treatment. The chatbot user will be able to choose a service, get step-by-step instructions and the necessary information. https://t.me/likuysia_bot, https://chats.viber.com/likuysia. 
""YE LIKY"" is a web service on which every patient can check the availability of drugs purchased with budget funds in his hospital. https://eliky.in.ua/. 
""Liky Kontrol"" is an electronic service for increasing access to medicines. Users can search for analogues of medicines, check whether they have purchased genuine medicines, view official instructions for medicines, etc. The service helps to detect counterfeit medicines. The control is implemented on the basis of checking the registration number of the medicine, which the user can enter in the application for reconciliation. In the absence of this number in the database of the application, it is possible to state that the medicine is fake. https://likicontrol.com.ua/%D0%B7%D0%B0%D0%B2%D0%B0%D0%BD%D1%82%D0%B0%D0%B6%D0%B8%D1%82%D0%B8-%D0%BB%D1%96%D0%BA%D0%B8-%D0%BA%D0%BE%D0%BD%D1%82%D1%80%D0%BE%D0%BB%D1%8C/. 
Chatbot Marta creates opportunities to find qualified medical specialists. The bot was able to aggregate answers to the most common healthcare queries and works in a bot-to-bot format. Providing detailed information on your resources about the choice of doctors helps you choose a doctor, which increases competition and you yourself contribute to improving the level of service and the quality of the services provided. https://martabot.pro/.
(used Open Datasets in mentioned services: https://data.gov.ua/en/dataset/3fcbfe9e-7cec-4f69-b9ca-be49daae2369, https://data.gov.ua/en/dataset/e7f426b5-7fe2-4fee-a991-b7d0d9113710, https://data.gov.ua/en/dataset/6da6e500-e3c0-4a6a-9cb1-764582b531ee, https://data.gov.ua/en/dataset/a1d554df-be4b-4d3f-8063-dd0db4d83ff5).
The study ""Anti-corruption and social impact of Open Data of the National Health Service of Ukraine and the Ministry of Health of Ukraine"" reflects the state of affairs in the field of health care. In particular, thanks to the opening of the data, it was possible to achieve an anti-corruption effect — increasing the transparency and accountability of the National Health Service and the Ministry of Health — managers of public funds in the field of health care. The NSHU dashboards on payments to medical institutions and detailing of dispensed medicines under the reimbursement program, the ""There is medicine"" service https://eliky.in.ua/, which uses data from medical institutions on the receipt and balance of medicines, are examples of anti-corruption tools.
https://tapas.org.ua/wp-content/uploads/2021/01/Healthcare-OD-impact-study_ed.pdf

https://data.gov.ua/organization/natsionalna-sluzhba-zdorovia-ukrainy ";;;;;;;;;;;;;
I21;"Is the use of Open Data in your country having an impact on the society´s level of education and skills (e.g. data literacy)?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Open data also has an impact on the field of education and the expansion of literacy in this field. 
Journalistic material on higher education in wartime was also developed on the basis of Open Data from the Unified State Electronic Database on Education.
https://datalogy.texty.org.ua/education/
In 2023, the content module ""Open data: making effective decisions based on Open Data"" was taught at the Kyiv National University of Economics named after Vadym Hetman within the academic discipline ""Digitalization of the Economy"" https://drive.google.com/file/d/1vQfrirfFmXvuFmooWwmmpWyKNqQzzpFs/view. 
Also, in 2024, a course on Open Data was developed for media majors of Ukrainian higher education institutions. Currently, the process of implementing this curriculum by universities is ongoing.
https://drive.google.com/drive/folders/1qBTKqomjz3EdjwGaswcrNR9pedcx6pvY.
The ""YOUCONTROL ACADEMY"" project provides educational services, including those related to Open Data. https://youcontrol.academy/uk. In April 2024, YouControl Academy opened the recruitment of participants for the free online course on finding information from open sources and based on Open Data ""OSINT. Working with registers"". https://business.diia.gov.ua/cases/iniciativi/bezoplatnij-onlajn-kurs-z-posuku-informacii-pro-kontragentiv-z-vidkritih-dzerel.  
Also as a measure to develop professional skills of civil servants working with data is the online course Open Data for Civil Servants that was created on the national platform of the digital education - https://osvita.diia.gov.ua/courses/open-data. During the entire existence of this series, more than 67,000 civil servants have reviewed and successfully passed it.";;;;;;;;;;;;;
;4.3c Environmental impact;;;;;With the support of donors, a training course on Open Data was developed for journalism students and other humanities majors. Work is currently underway to implement this curriculum in universities.;;;;;;;;;;;;;
I22;"Is any data on the impact created by Open Data on environmental challenges (e.g. climate change and environmental degradation, as highlighted in the Eurpean Green Deal) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of Open Data being reused?

For Explanation:
* If yes, please specify (1)  what kind of data source proves this impact and (2) provide the URLs to this data.
";yes;"The report on the Open Data impact on environment protection is available via link https://data.gov.ua/uploads/files/2022-10-03-123559.380394Ecology-OD-Impact-Study-1.pdf The issue of environmental pollution is important for 93% of Ukrainians. Government agencies have opened dozens of registers in the field of ecology: data on the quality of surface water, licenses for hazardous waste management, permits for air emissions, subsoil use and special water use, and many others.
Publication of state data on the portal in free access is the first step. The data should be easy to understand even for non-specialists. Therefore, based on these data, developers create user-friendly services that make it easier for citizens to find information about the state of the environment, the presence of pollutants and potentially dangerous objects that can affect their health, habitat and other areas of life https://diia.data.gov.ua/value/ecology

Responce to reviewer:
The report discribes practical cases of Open Data usage on public control over compliance by enterprises environmental legislation, public air quality and water pollution monitoring, fight against illegal landfills and fighting fires in the ecosystems of Ukraine.

Also toolkit on environmental Open Dsta usage is developed. It helps to find appropriate service to solve a problem, to fsnd out what exactly you can solve with Open Data. https://toolkit.data.gov.ua/c4/environment.html";Complement;Yes;"The report on the Open Data impact on environment protection is available via link https://data.gov.ua/uploads/files/2022-10-03-123559.380394Ecology-OD-Impact-Study-1.pdf. The issue of environmental pollution is important for 93% of Ukrainians. Government agencies have opened dozens of registers in the field of ecology: data on the quality of surface water, licenses for hazardous waste management, permits for air emissions, subsoil use and special water use, and many others. Publication of state data on the portal in free access is the first step. The data should be easy to understand even for non-specialists. Therefore, based on these data, developers create user-friendly services that make it easier for citizens to find information about the state of the environment, the presence of pollutants and potentially dangerous objects that can affect their health, habitat and other areas of life https://diia.data.gov.ua/value/ecology.  Responce to reviewer: The report discribes practical cases of Open Data usage on public control over compliance by enterprises environmental legislation, public air quality and water pollution monitoring, fight against illegal landfills and fighting fires in the ecosystems of Ukraine. Also toolkit on environmental Open Dsta usage is developed. It helps to find appropriate service to solve a problem, to fsnd out what exactly you can solve with Open Data. https://toolkit.data.gov.ua/c4/environment.html.

In addition, the website of the ""Savecobot"" service contains analytical materials about the environmental challenges, in particular, the statistics of the register of environmental impact assessments, environmental taxes, inspections, and fires in Ukraine are provided. https://www.saveecobot.com/rozgornuta-statistika-reyestru-ovd-do-richnici-nabuttya-chinnosti-zakonu-ukrayini-pro-ocinku-vplivu-na-dovkillya/, https://www.saveecobot.com/analytics/ecotaxes, https://www.saveecobot.com/analytics/inspections/environmental, https://www.saveecobot.com/analytics/fires. 
The research on the role of Open Data in the transition to a circular and low-carbon economy includes an overview of the current policy of the EU and Ukraine, standards for the publication of Open Data. The rapid development of states inevitably leads to an increase in resource consumption, followed by carbon and greenhouse gas emissions, volumes of waste and pollution. New strategies can solve the challenges of time: low-carbon and circular economy. The first is aimed at reducing carbon emissions in the process of production and consumption, the second - at the regeneration of natural systems, designing a system without waste and pollution. An effective transition process to new models requires digital tools. https://diia.data.gov.ua/news/opublikovano-doslidzennya-roli-vidkritix-danix-u-perexodi-do-cirkulyarnoyi-ta-nizkovuglecevoyi-ekonomiki.";;;;;;;;;;;;;
I23;"Is the use of Open Data in your country having an impact on the level of protection of biodiversity (e.g. maintaining a good air and water quality)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Saveecobot https://www.saveecobot.com/ is a system that combines data on pollution, polluters and environmental protection tools. On this site, you can find: an interactive map of the radiation background, detailed information on the state of the radiation background in regions and settlements, an air quality map with wind direction and speed, information on air quality from each monitoring station and data on settlements, analytics and a map fires in Ukraine with details for each of the regions, analysis of environmental taxes, statistics of the results of the ecoinspection. 
Moreover, the public organization ""Save Dnipro"" publishes data on hourly concentrations and the air quality index for fine dust of the 2.5 micron fraction in populated areas of Ukraine and uses these data in their service: https://data.gov.ua/dataset/b1b08d68-52b8-48db-a9ef-5546c49a9e00. 
In addition, the CityScale, EcoCity, LUN Mysto Air services collect air pollution data from individual state, public, and private air monitoring systems and use the permit data set published by the Ministry of Environment. https://www.cityscale.com.ua/, https://eco-city.org.ua/, https://misto.lun.ua/air/kyiv, Used datasets: https://data.gov.ua/dataset/e64b85e9-a1b4-433f-9b71-1fef1c17636d, https://data.gov.ua/dataset/b1b08d68-52b8-48db-a9ef-5546c49a9e00, https://data.gov.ua/dataset/51558857-4f00-4166-bd0b-152e8e637434, https://data.gov.ua/dataset/3eda331d-d4ec-4e7f-b11b-f21fe1f56239.

https://texty.org.ua/water/ - Interactive map of river pollution in Ukraine based on data from the State Water Resources Agency. There are more than 400 river water control points on the map. You can view up to 16 pollution parameters.
Used dataset: https://data.gov.ua/dataset/surface-water-monitoring. ";;;;;;;;;;;;;
I24;"Is the use of Open Data in your country having an impact on the achievement of more environment-friendly cities (e.g., environment-friendly transport systems, waste management etc.)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"In the research on the role of Open Data in the transition to a circular and low-carbon economy normative legal acts regarding the improvement of the achievement of more environment-friendly cities (support of actions on zero pollution of cities) were investigated. Accordingly, the study also provided recommendations for the transformation of polluted and renaturalized sites into potential public green areas, identification of key urban greening needs and pollution prevention innovations. In addition, based on the results of the research, standards were developed for separate datasets on waste management.
https://diia.data.gov.ua/news/opublikovano-doslidzennya-roli-vidkritix-danix-u-perexodi-do-cirkulyarnoyi-ta-nizkovuglecevoyi-ekonomiki
From June 2022, LLC WASTE UKRAINE ANALYTICS began working on the project ""Open data on waste in Ukraine"" within the framework of the European Union Scholarship Program for civil society leaders of the Eastern Partnership countries. As part of this company's activities, analytical visualization materials about waste in Ukraine are created on the basis of Open Data: https://wua.digital/analytics/graph/. Datasets used: https://data.gov.ua/en/dataset/85bd40c9-6365-425e-b7f7-698fc27269f8, https://data.gov.ua/en/dataset/d3821f03-5bbb-477b-b099-6836db1c2fe0, https://data.gov.ua/en/dataset/ec7b2cc8-9288-432d-9a30-4c63265766fe. Also, on May 10, 2023 and February 20, 2024, events were held at which the challenges and prospects of using Open Data in the field of low-carbon and circular economy were discussed. https://www.youtube.com/watch?v=AZsGoVMnqks, https://www.youtube.com/watch?v=IhmgQL0GiY0
""Don't burn - compost!"" — a project to solve the problem of burning in households, agro-enterprises and open areas. The project ""Do not burn - compost!"" functions for communities that seek to effectively prevent the burning of stubble, fallen leaves, organic and other garden and agricultural waste in their communities. The UNDP Innovation Development Laboratory in Ukraine and the Innovation Development Center acted as initiators. The project is based on two tasks: to assess the depth, scale and causes of the incineration problem and to stimulate the search for solutions to this problem. https://cid.center/dont-burn/. But in view of the full-scale invasion, the project stopped working in order not to display the places of fires in connection with military actions. https://cid.center/dont-burn/ ";;;;;;;;;;;;;
I25;"Is the use of Open Data in your country having an impact on the fight against climate change, for example by undertaking predictive monitoring, preventive actions, or a differentiated response to connected disasters?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the Open Dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"In Ukraine, there are mechanisms based on Open Data that allow monitoring of negative phenomena associated with climate change, in particular, a decrease in air quality and an increase in the number of fires. 
Saveecobot https://www.saveecobot.com/ is a system that combines data on pollution, polluters and environmental protection tools. On this site, you can find: an interactive map of the radiation background, detailed information on the state of the radiation background in regions and settlements, an air quality map with wind direction and speed, information on air quality from each monitoring station and data on settlements, analytics and a map fires in Ukraine with details for each of the regions, analysis of environmental taxes, statistics of the results of the ecoinspection. 
This allows for preventive actions in the fight against climate change and a differentiated response to related disasters.
Moreover, the public organization ""Save Dnipro"" publishes data on hourly concentrations and the air quality index for fine dust of the 2.5 micron fraction in populated areas of Ukraine and uses these data in their service: https://data.gov.ua/dataset/b1b08d68-52b8-48db-a9ef-5546c49a9e00. 
""Don't burn - compost!"" — a project to solve the problem of burning in households, agro-enterprises and open areas. The project ""Do not burn - compost!"" functions for communities that seek to effectively prevent the burning of stubble, fallen leaves, organic and other garden and agricultural waste in their communities. The UNDP Innovation Development Laboratory in Ukraine and the Innovation Development Center acted as initiators. The project is based on two tasks: to assess the depth, scale and causes of the incineration problem and to stimulate the search for solutions to this problem. https://cid.center/dont-burn/. But in view of the full-scale invasion, the project stopped working in order not to display the places of fires in connection with military actions. https://cid.center/dont-burn/   ";;;;;;;;;;;;;
