I12;"Is any data on the impact created by open data on governmental challenges (e.g. efficiency, effectiveness, transparency, decision-making capacity) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

";yes;"There are different studies and reports that help evaluate the impact that open data has on the achievement of government objectives. Some of them are: 

- In recent months, the report ""Open data to meet Sustainable Development Goals"" has been developed, which will be published in early June. The document goes through the dual role that open data plays in supporting the measurement of progress towards achieving the SDGs. See more here: https://datos.gob.es/sites/default/files/datosgobes/dimension2_2023_evidenciapregunta_40.png 

- The report ""The value of open data and use cases,"" published in April 2022, includes conclusions on the impact of some reuse of open data carried out by civil society through the organization CIVIO, such as: 

More than 17 million people can know where their taxes are going, by providing information on budget management by administrations. 
Three and a half million people are informed about public life management and decisions. 

See more here: https://governobert.gencat.cat/web/.content/01_Que_es/04_Publicacions/colleccio_govern_obert/GovernObert_8/Govern-Obert_8_angles.pdf 

- In the conclusions of the event held last June 2022 in Madrid on ""Open Government: for all people,"" it was shown how open data helps in building a more inclusive Spain. See more here: https://www.administracionpublicadigital.es/proyectos/2022/07/de-que-manera-ayudan-los-datos-abiertos-en-la-construccion-de-una-espana-mas-inclusiva ";Complement;Yes;"The COTEC Foundation report, Open Data Reuse 2024 - Cotec (https://cotec.es/proyectos-cpt/la-reutilizacion-de-datos-abiertos-2024/) estimates that 29% of public bodies reuse open data on a daily basis. In addition, 6.5% reuse them frequently. Only 3.5% claim never to use open data.

In addition, the report analyses various use cases of open data in the public sector. In the improvement of public administration services (AA. PP.), in 2023 the figure for the categories ""frequently"" and ""always"" is 38.70%, while in 2021 it was 30.50%, in 2019 it was 46.40%, and in 2017 it was 33.30%.
Link: https://cotec.es/proyectos-cpt/la-reutilizacion-de-datos-abiertos-2024/

Another report analysing the re-use of open data in the public sector is ""Successful open data initiatives and re-use of public sector information"" by the National Institute of Public Administration.
Link: https://www.publicacionesinap.es/products/iniciativas-de-exito-de-datos-abiertos-y-reutilizacion-de-la-informacion-del-sector-publico-ebook?_pos=4&amp;_sid=bfcc34ad3&amp;_ss=r-
";;;
I13;"Is the use of open data in your country having an impact on the efficiency and effectiveness of the government (at any level) in delivering public services? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: The ""Badajoz Es Más"" project is an initiative carried out by the Provincial Council of Badajoz with the aim of achieving more efficient services, improving the quality of life of its citizens and promoting entrepreneurship and innovation through technology and data governance.  The solution offers the possibility to integrate data from all 135 municipalities in the region.  It includes different dashboards, which can serve both a specific municipality or locality, as well as provide an overview of all services and data at the level of the Provincial Council. Based on this data, various solutions have been developed and implemented in a simple and unified way in multiple municipalities, e.g. for traffic control, environmental management, tourism management, etc. This centralisation of resources saves costs and improves efficiency.

•	Use case link:
        https://datos.gob.es/en/noticia/badajoz-es-mas-smart-provincia-platform-unified-data-management
        user platform:
        https://provinciadigital.badajoz.es:8443/pentaho/api/repos/%3Apublic%3ACdM%20Publico%3AActual%3ACdM_Publico%3ACdM_Publico.wcdf/generatedContent 

•	Dataset: https://datosabiertos.dip-badajoz.es/";;;
I14;"Is the use of open data in your country having an impact on transparency and accountability of public administrations?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: ELISA: The Plan in Figures is a tool launched by the Spanish government to visualise updated data on the implementation of the investments of the Recovery, Transformation and Resilience Plan (PRTR). This tool provides information on the number of companies and households that have received funding, the size of the beneficiary companies and the investments made in the different levers of action defined in the Plan. It also provides details of the funds managed and executed in each Autonomous Community.

•	Use case link: https://planderecuperacion.gob.es/ejecucion/elisa-el-plan-en-cifras 

•	Dataset:
        https://www.pap.hacienda.gob.es/bdnstrans/GE/es/inicio
        https://www.hacienda.gob.es/es-ES/GobiernoAbierto/Datos%20Abiertos/Paginas/licitaciones_plataforma_contratacion.aspx";;;
I15;"Is the use of open data in your country having an impact on policy-making processes (i.e. are public administrations making use of the data as evidence for the problem identification and policy formulation)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: The Housing Act passed in 2023 is focused on the regulation and control of rental prices in so-called stressed areas: areas where housing market conditions (rental prices or mortgage costs) mean that there is a risk of insufficient supply for the needs of the population. The law establishes a rent price index for this area, available here: https://serpavi.mivau.gob.es/. Data from the Tax Agency, Cadastre, INE, Ministry of Housing, etc. have been used to elaborate this system.

•	Use case link: https://www.mivau.gob.es/vivienda/alquila-bien-es-tu-derecho/serpavi/consultar-zonas-de-mercado-residencial-tensionado 

•	Dataset:
        https://ine.es/ss/Satellite?c=Page&amp;cid=1259942408928&amp;p=1259942408928&amp;pagename=ProductosYServicios%2FPYSLayout
        https://www.sedecatastro.gob.es/Accesos/SECAccDescargaDatos.aspx
        https://sede.agenciatributaria.gob.es/Sede/gobierno-abierto/reutilizacion-informacion/datos-disponibles-catalogo-datos-abiertos-tributaria.html
";;;
I16;"Is the use of open data in your country having an impact on decision-making processes (i.e. are public administrations making use of the data as evidence to be included in their daily operations)?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: The city of Denia has implemented a digital twin to identify patterns and trends, assess accessibility to tourism resources, plan new tourism infrastructures and make data-driven decisions. For the construction of the digital model, public data sources have been used, such as information on buildings from the General Directorate of Cadastre and the point cloud in LIDAR format published by the National Geographic Institute (IGN), as well as a base layer on hotel accommodation in Denia, whose information has been collected from the open data portal of the Valencian Community and verified by the Denia Town Council. This and other information makes it possible to segment tourist spending by areas and to know the areas with the highest concentration of national and international visitors, which translates into an x-ray of the areas with the most activity, a key piece of information for the destination that is used to make decisions. The analysis of traffic, origin and correlation of visitor increases in the city or its surroundings has great potential when it comes to forecasting public services and promoting areas close to tourist attractions, events, new activities or companies.

•	Use case link: https://www.esmartcity.es/2024/03/07/gemelo-digital-denia-monitoriza-datos-turisticos-mejorar-planificacion-gestion-promocion-destino 

•	Dataset:
        https://www.sedecatastro.gob.es
        https://dadesobertes.gva.es/es/dataset?q=alojamiento
        https://pnoa.ign.es/pnoa-lidar/mapa-lidar";;;
;4.3b Social impact;;;;;;;;
I17;"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

";No;"RESPONSE TO REVIEWERS:

For the time being, we do not know what methodology should be followed to measure in precise figures the social impact of the data. The European data portal team itself has acknowledged that measurement approaches are always and must always be ""indirect"". This is the reason why we understand that the examples included in the initial answer are valid.  
 
This is the reason we add one more to the examples already referred to. This is:

.- Thanks to the development of a tool and the use of open data, the civic organization CIVIO quantifies in detail what is the situation of medical health centers in Spain and helps the citizen to choose which is the best option. The beneficial effect of the use of open data is indirectly quantified.   See more: https://civio.es/medicamentalia/buscador-presion-asistencial-atencion-primaria/ 
 
......................

There are different studies and reports that help evaluate the impact that open data has on the fulfillment of government objectives. Some of them are: 

-> Poverty and inequality in Euskadi: the role of Guaranteed Income. 

- Source of open data used: https://www.euskadi.eus/informacion/encuesta-de-pobreza-y-desigualdades-sociales-epds/web01-s2enple/es/ 
- Impact data: see result from page 16 of the report: https://iseak.eu/wp-content/uploads/2020/04/pobreza-y-desigualdad-en-euskadi-el-papel-de-la-rgi-2022-10-14-pobreza-y-desigualdad-en-euskadi-el-papel-de-la-rgi.pdf 

-> Research from the Foundation for the Promotion of Health and Biomedical Research of the Valencian Community together with the Prince Felipe Research Center for the development of a model to organize data from images of anatomical regions. 

- Source of open data used: https://bimcv.cipf.es/bimcv-projects/bimcv-covid19/ 
- Impact data: This model was applied to open data from the medical image bank of the Valencian Community, obtaining a relevant impact on research for the improvement of the regional health system. See here: https://bimcv.cipf.es/bimcv-projects/dismed/ 

-> Report from the Ministry of Equality on the impact of the COVID-19 pandemic on gender-based violence in Spain. 

- Sources of open data used for the report, among others: http://estadisticasviolenciagenero.igualdad.mpr.gob.es/ 
- Impact data referred to in the report: see chapter 8 of the report: https://violenciagenero.igualdad.gob.es/violenciaEnCifras/estudios/investigaciones/2022/pdf/Estudio_Impacto_COVID-19.pdf 

-> Report from the Ministry of Universities on data and figures from the Spanish university system. 

- Sources of open data used for the report, among others: https://datos.gob.es/es/catalogo?_publisher_display_name_limit=0&publisher_display_name=Ministerio+de+Universidades 
- Impact data referred to in the report: see Executive Summary (pg. 11) of the report: https://www.universidades.gob.es/wp-content/uploads/2023/04/DyC_2023_web_v2.pdf 

-> The Aragón Open Data initiative has developed the studies ""The role of aggression and maladjustment in the teacher-student relationship on burnout in secondary school teachers"" (https://www.frontiersin.org/articles/10.3389/fpsyg.2022.1059899/full) and ""Global Regularity and Local Variability of Space-Time Patterns of COVID 19 in Aragón (Spain)"" (https://bage.age-geografia.es/ojs/index.php/bage/article/view/3276). ";Change;Yes;"The COTEC Foundation report, https://cotec.es/proyectos-cpt/la-reutilizacion-de-datos-abiertos-2024/ also includes information on reuse of open data by professional non-profit reusers (NGOs, foundations, individual non-profit developers and other social initiatives). In 2023, 29% use open data sometimes or almost never, although 58% of respondents did not answer this question. In the case of 2021, 13.9% use them frequently or always, while in 2019 they were 31.7% and in 2017 22.2%.
With respect to the sector of activity, in the healthcare field 3.2% use open data on a daily basis and 9.7% frequently. However, no positive responses were obtained in the healthcare and social services fields.
On the other hand, according to the 12th edition of Asedie's infomediary sector report (https://www.asedie.es/es/informes-anuales), infomediary companies related to the cultural sector had a turnover of 5.5 million. This type of company accounts for 3% of the total.";;;
I18;"Is the use of open data in your country having an impact on society´s ability to reduce inequality and better include minorities, migrants, and/or refugees? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: The Ministry of the Interior periodically publishes statistical data on asylum and refugee applications, as well as the number of applications that have been approved in each time period. Through the analysis of this information, organisations such as CEAR (Spanish Commission for Refugee Aid) prepare studies with requests for improvements in policies and administrative procedures to be taken into account by the government when extending rights to refugees.
•	Use case link: https://masquecifras.org/
•	Dataset: https://proteccion-asilo.interior.gob.es/es/datos-e-informacion-estadistica/";;;
I19;"Is the use of open data in your country having an impact on issues about housing in urban areas? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"There are several projects that reuse open datasets to understand the housing situation and the supply of tourist flats in certain cities and areas of Spain. One example is TData, promoted by the Department of Innovation, Universities, Science and Digital Society of the Generalitat Valenciana (https://tdata.dlsi.ua.es/), which quantifies the number of tourist flats in the Valencian Community.

Another use case that has been made possible by the reuse of open data on housing demand cross-referenced with rental prices is a journalistic project that shows a street-by-street map of rental prices.

•	Description:  The rental price map allows to know what percentage of their income each tenant has to spend in order to be able to rent their home in a given territory. The article analyses open data and draws relevant conclusions to understand the current housing situation in Spain.

•	Use case link: https://www.eldiario.es/economia/mapa-precio-alquiler-calle-calle-descubre-vivir-gastar-tercio-ingresos_1_10798087.html

•	Dataset: Data sets provided by the Ministry of Housing:  https://datos.gob.es/es/catalogo?q=Ministerio+of+Housing&amp;sort=score+desc%2C+metadata_created+desc";;;
I20;"Is the use of open data in your country having an impact on the issues of health and wellbeing? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: Through this scorecard, information on health centres, patients, professionals, complaints, available technologies, etc. is made available to citizens in a visual and simple way. It provides information on healthcare pressure in the region, as well as the reasons for complaints, valuable information for taking action to improve the service.

•	Use case link: https://lookerstudio.google.com/reporting/e9ccf4c2-3914-4bfc-8db9-1af7415c5787/page/p_ii1tevp99c

•	Dataset:
        https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/hospitales-camas/1284848018109
        https://datosabiertos.jcyl.es/web/jcyl/set/es/salud/reclamaciones-ambito-sanitario/1285074946740
        https://datosabiertos.saludcastillayleon.es/";;;
I21;"Is the use of open data in your country having an impact on the society´s level of education and skills (e.g. data literacy)?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Over the last year, Spanish universities have become involved in the dissemination of data culture and data literacy through, for example, Chairs on open government and open data and even training itineraries aimed at students to generate knowledge through open data(https://datos.gob.es/en/noticia/aula-open-data-bilbao-bizkaia-public-private-collaboration-generate-knowledge-open-data).

•	Description: The Chair of Big Data, Open Data and Blockchain at the University of La Laguna (Canary Islands) organises regular events to reuse open data and generate knowledge on a specific topic(https://www.ull.es/catedras/catedrabob/). Another example is the Chair of Transparency and Data Management at the Polytechnic University of Valencia (https://ctranspaupv.com/).

•	Use case link: A recent example is this webinar on how to use Tenerife's open data to boost innovation organised by the Chair of the University of La Laguna: https://datos.tenerife.es/es/reutiliza/webinar

•	Dataset: 
        https://datos.tenerife.es/es/";;;
;4.3c Environmental impact;;;;;;;;
I22;"Is any data on the impact created by open data on environmental challenges (e.g. climate change and environmental degradation, as highlighted in the Eurpean Green Deal) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify (1)  what kind of data source proves this impact and (2) provide the URLs to this data.
";yes;"There are different studies and reports that help evaluate the impact that open data has in addressing environmental challenges. Some of these include: 

-> The open data initiative of the Government of Aragon has carried out the scientific study using data from Aragon Open Data Networks of action situations in point-source pollution: the case of winery wastewater in Aragon, Spain. 

- Source of open data used for the report, among others: https://opendata.aragon.es/datos/catalogo/dataset/depuradoras-de-agua-residual-gestionadas-o-financiadas-por-la-c-a-de-aragon 

- Impact data referred to in the report: See Results chapter in the report. https://link.springer.com/content/pdf/10.1007/s11625-022-01273-1.pdf

-> Evaluation of railway transport in the outskirts of Valencia. Based on the fact that the displacement of people residing in the outskirts of Valencia to the city center implies an increase in traffic and polluting emissions, this project evaluates railway transport from municipalities in the outskirts with a minimum of 10,000 inhabitants and a 20-minute drive distance from Valencia entrances.  
- Link: https://www.ctranspa.webs.upv.es/wp-content/uploads/2022/06/Equipo_Otto-1.mp4    
- Data:  
https://visor.gva.es/visor/   
https://www.ine.es/dyngs/INEbase/es/categoria.htm?c=Estadistica_P&cid=1254734710984   
https://centrodedescargas.cnig.es/CentroDescargas/index.jsp 

-> The National Center for Geographic Information has conducted a study with the University of Leuven to measure the benefit of publishing orthoimagery as open data. The study aimed to discover the economic value and benefit of geographic data that is published through free and open services. To do so, the central node of the Spanish SDI (IDEE) was considered as the starting point, including the services and data co-produced among the partners of the National Cartographic System (nodes from ministries, autonomous regions, and local entities were not included in the study's scope). These services are the ones that publish data captured and financed by different administrations (orthophotos, LiDAR, transport networks, etc.). The study contains two approaches: 
- Firstly, the cost of using tiles from Google Maps was compared, using the pricing system known as ""Google Map Load,"" which charges $7 per map load in a user session. 
- Secondly, the rates applied by other countries for downloading data and using web services were compared (Netherlands, Sweden, Switzerland, Slovenia, Croatia, Finland, and France). 

Adding a mini example of the study, the economic value of WMS and WMTS services used in 2020 would be 568.772€. 

More information: The benefits and value of the Central SDI-node of Spain 

-> Monthly report from the Ministry for Ecological Transition and Demographic Challenge on fuel prices and energy sources: 

- Source of open data used for the report, among others: https://datos.gob.es/en/catalogo/e05068001-precio-de-carburantes-en-las-gasolineras-espanolas 

- Impact data referred to in the report. See chapter on ""Average prices including taxes for unleaded petrol and diesel by province"" in the report:https://energia.gob.es/petroleo/Informes/InformesMensuales/DatosBibliotecaConsumer/2023/Abril%202023.pdf 

- ";Complement;Yes;"During this year, new studies have been produced with evidence of the impact of data on the environment. For example, the Community of Madrid found that it has optimised the reliability of pollen level prediction by 25% thanks to a system using Artificial Intelligence (AI). This technology ""allows health professionals to perform a more rigorous analysis of the situation and provide more accurate information to citizens"".
Link: https://www.comunidad.madrid/noticias/2023/12/02/comunidad-madrid-optimiza-25-fiabilidad-prediccion-niveles-polen-gracias-inteligencia-artificial

In addition, on the reuse of data linked to the environment, there is a report by the COTEC Foundation, entitled 'The reuse of open data 2024'. In it, they point out that in 2023, only 25.80% of portals do not have access to their data reuse statistics; in 2021 this percentage was 36.10%, which is an improvement.

•	Finally, it is worth mentioning the study linked to geospatial data by the Ministry of Transport and Sustainable Mobility. Impact of information co-produced by IGN and CNIG (2024):
        https://www.idee.es/resources/documentos/CNIG-ES_Cost_Benefit_Central_SDI_Node_v018.pdf  
";;;
I23;"Is the use of open data in your country having an impact on the level of protection of biodiversity (e.g. maintaining a good air and water quality)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: The Ebro Delta, a complex area designated as an EU Natura 2000 site, Natural Park, and UNESCO Biosphere Reserve, faces challenges from anthropogenic pressure and climate change-related risks, with water quality being a critical cross-sectional issue affecting human health and biodiversity preservation. The Fangar and Alfacs embayments, vital for many species and local aquaculture, are susceptible to disease outbreaks and mortality events, notably linked to elevated seawater temperatures during marine heat waves in Summer 2022, causing significant economic losses. This service, developed by NOW Systems, provides a comprehensive water quality assessment in the Ebro Delta, supporting environmental protection and aquaculture management. The forecast system, integrated into NOW Systems' operational framework, generates high-resolution forecasts for the entire delta and enclosed bays. The new user interface application, co-designed with NOW Systems' partner IRTA, translates local coastal data into actionable insights, promoting sustainable aquaculture and biodiversity conservation. Aligned with national, regional, and local marine strategies, this service enhances preparedness and resilience for future challenges. Various stakeholders, including governmental bodies, the Ebro Delta Natural Park managers, local city councils, and the Ebro Delta Mussel producers Federation, have expressed interest in the service.

•	Use case link: https://www.copernicus.eu/en/use-cases/operational-oceanography-support-aquaculture-management-ebro-delta

•	Dataset: 
        o	e3HOPE ocean forecast products:
                https://marine.copernicus.eu/services/use-cases/operational-oceanography-support-aquaculture-management-ebro-delta
                (accessed through the new e3HOPE NAUI@Delta Application)
        o	Mediterranean Sea Physics Analysis and Forecast:
                https://data.marine.copernicus.eu/product/MEDSEA_ANALYSISFORECAST_PHY_006_013/description  
        o	Mediterranean Sea- In-Situ Near Real Time Observations:
                https://data.marine.copernicus.eu/product/MEDSEA_ANALYSISFORECAST_PHY_006_013/description ";;;
I24;"Is the use of open data in your country having an impact on the achievement of more environment-friendly cities (e.g., environment-friendly transport systems, waste management etc.)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"The reuse of open datasets has made it possible to develop innovative applications that use cities to become more environment-friendly. For example, this app offers a map with the number of trees per street in the city of Barcelona (https://datos.gob.es/es/aplicaciones/barcelona-trees), uses open data from Barcelona City Council (https://opendata-ajuntament.barcelona.cat/data/es/dataset) and allows you to identify possible areas where trees need to be planted.

•	Description: Urban3r is an application that allows the visualisation of different indicators on the current state of the building, the energy demand data of residential buildings in their current state and after energy refurbishment, as well as the estimated costs of these interventions. For registered persons, the tool has a system for downloading data in CSV and GeoPackage format for those municipalities in Spain for which information is available. The municipalities for which information is not available can be processed automatically by uploading the urban file in CAT format available at the Cadastre's Electronic Headquarters. It is an open data platform to promote urban regeneration in Spain that uses the datasets of the Cadastre's Electronic Headquarters and allows the download of data by municipality in CSV format.

•	Use case link:
        https://urban3r.es/ 

•	Dataset:
        https://www.sedecatastro.gob.es/Accesos/SECAccDescargaDatos.aspx
        https://www.ree.es/es/datos/demanda
";;;
I25;"Is the use of open data in your country having an impact on the fight against climate change, for example by undertaking predictive monitoring, preventive actions, or a differentiated response to connected disasters?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"The use of open data is making it possible to monitor the fight against climate change through variables such as the carbon footprint of cities, as well as to prevent natural disasters.

•	Description: An example of a use case is the Canary Islands' climate governance web application that provides interactive and freely accessible dashboards on climate governance. The application brings together eight datasets from the data portal of the Canary Islands Government, MITECO, ITC, ISTAC and GRAFCAN: emissions inventory, carbon footprint, pollutants emitted to the atmosphere, forest fires, climate projections, PIMA, energy production in the Canary Islands and net electricity production.

•	Use case link:
        https://gobernanzaclimatica.sitcan.es/

•	Dataset:
        https://datos.canarias.es/catalogos/general/dataset
        https://datos.gob.es/es/catalogopublisher_display_name=Ministerio%20para%20la%20Transici%C3%B3n%20Ecol%C3%B3gica%20y%20el%20Reto%20Demogr%C3%A1fico";;;
I26;"Is the use of open data in your country having an impact on the consumption of energy based on fuel and the switch to renewables? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Open data also provides information on the use and performance of different energies. The Junta de Castilla y León, for example, has a dataHub that collects information from more than 1,500 consumer centres. This dashboard allows the analysis to be broken down by type of energy (electricity, gas, diesel) and by geographical location (educational centres, health centres, administrative offices, hospitals, etc.). This allows them to compare consumption between the buildings they manage and make efficiency decisions, which has resulted in savings of €2m per year since 2015 on the fixed cost of electricity alone. In addition, this year the National Geographic Institute has created an application to identify the solar energy potential of buildings, which has facilitated the energy transition to renewable sources.

•	Description: The National Geographic Institute's visualiser is a web application that locates the solar energy potential of buildings throughout Spain. For its development, data from different public bodies, both national and European, have been used.

•	Use case link:
        https://eficiencia-energetica.ign.es/solar/

•	Dataset:
        https://plataforma.idee.es/cnig-api";;;
;4.3d Economic impact;;;;;;;;
I27;"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.

";yes;"The most relevant study conducted annually in Spain to evaluate the economic impact of open data is carried out by ASEDIE, the Multisectoral Association of Information. The conclusions of the latest edition, presented in March 2023, are available here: 

https://datos.gob.es/en/noticia/11th-edition-asedies-infomediary-sector-report-available 

Among the report's conclusions, the following stand out: 

-> The total number of employees is 22,663. Workers are highly concentrated in a few companies: 62% of them have less than 10 employees. The subsector with the highest number of professionals is geospatial information, with 30% of the total. Along with the Economic and Financial, Technical Consulting, and Market Research subsectors, they account for 75% of employees. 

-> Employment in Infomediary companies grew by 1.7%, compared to a 1.1% decline the previous year. All subsectors grew except for Tourism and Culture, which remained stable, and Technical Consulting and Market Research, which decreased. 

-> Average revenue per employee exceeded 100,000 euros, increasing by 6.6% compared to the previous year. Conversely, the average expense per employee was 45,000 euros. 

More information here: https://static1.squarespace.com/static/600a99c4d2a8133c3599fc67/t/6447cfd13b93713076afc842/1682427878064/Asedie+Report+2023+VF.pdf ";Complement;Yes;"Continuing the annual trend, the 12th edition of Asedie's infomediary sector report was published in April 2024. According to the report, these companies employ almost 23,300 people in Spain, which translates into an increase of 3.6% compared to the figures in the previous report.  In addition, the sector generated an overall turnover of 2,331 million euros, an increase of 2.4% over the previous year.
Link: https://datos.gob.es/en/noticia/12th-edition-asedie-infomediary-sector-report-available

In addition, the COTEC Foundation's report (""The reuse of open data"") also analyses the reuse of data by sector of activity, as well as its use to create innovative products and services that impact the economy:
https://cotec.es/proyectos-cpt/la-reutilizacion-de-datos-abiertos-2024/";;;
I28;"Is the use of open data in your country having an impact on the level of employment? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Open data has had a positive impact on the level of employment in Spain, as evidenced by the latest ASEDIE 2023 report measuring the development of companies reusing open data. The report reveals that employment in the infomediary sector has grown by 3.6% compared to last year. Companies reusing open data are not only increasing in number but are also showing significant growth in sales and employment, underlining the vitality and economic potential of the sector.

Open data has made possible the development of solutions such as the CIDO (Cercador d'Informació i Documentació Oficials) tool CIDO (Cercador d'Informació i Documentació Oficials ).  This tool uses AI applied to open data to, among other things, offer personalised services for individuals, businesses and rural sectors, as well as access to job advertisements. CIDO disseminates public information based on a rigorous documentary analysis. Information sources - newsletters and websites - are analysed, their contents are structured and disseminated grouped into rules and procedures. In addition, the Search Engine offers a user environment, My CIDO, which facilitates the consultation of information: on the one hand, it allows the most frequent searches to be saved and, on the other, it gives the option of activating a news alert service via e-mail.

•	Use case link:
        https://static1.squarespace.com/static/600a99c4d2a8133c3599fc67/t/660ff0c88a832c743801d2c0/1712320723750/Informe+Asedie+2024+VF.pdf
        https://cido.diba.cat/

•	Dataset:
        The datasets linked to the CIDO tool are detailed here:
       https://cido.diba.cat/hemeroteca - these include the Official State Gazette: https://www.boe.es/datosabiertos/, the Boletín Oficial del Registro Mercantil: https://datos.gob.es/es/catalogo/ea0040819-boletin-oficial-del-registro-mercantil-borme, etc.";;;
I29;"Is the use of open data in your country having an impact on the level of innovation and the adoption of new technologies? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"•	Description: The ""Open Data Digital Observatory of the province of Alicante"" seeks to promote an open data ecosystem that drives innovation, cultural impact and economic growth in the municipalities of the province of Alicante, allowing the current state of different indicators to be analysed and certain projections to be made. This promotes the growth of both local and circular economies.  To achieve this, the team's first step was to create an internet robot (bot) responsible for gathering information that appears on the websites of public bodies such as the Provincial Council, Universities, Town Councils or the health system. Its mission was to compile the open data that has been generated, as well as the variations with respect to the past. From there, a digital platform has been developed that provides an intelligent system for assessing the potential and opportunities of each interested entity.

•	Use case link:
        https://openalc.es/

•	Dataset:
        https://datosabiertos.alicante.es/";;;
