I17;"Is any data on the impact created by open data on social challenges (e.g. inequality, healthcare, education) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please (1) specify what kind of data source proves this impact and (2) provide the URLs to this data.

";yes;"In 2022, Etalab has conducted a thorough study to measure the impact of open data in France. In this study, we carried out the methodology described in question 34 of this questionnaire : we combined quantitative and qualitative approaches by both analysing data.gouv.fr metrics and interviewing with data producers and reusers. Impactful use cases on different impact areas have been identified, reviewed and researched, among which social impact. Data on the impact created by open data on social challenges are available in this working paper (i.e. p.30-33 ; p.44) : https://www.data.gouv.fr/fr/datasets/r/a61e1fcc-cd61-46bd-a6c5-af94cb9f8459.";Complement;Yes;"In 2023, the data.gouv.fr team conducted an extensive survey on the impact of open data.

This survey is based on the French methodology for impact measurement and is inspired by European work, particularly the ""Indicators for an Open Data Impact Assessment.""

The study outlines the outputs, outcomes, and impacts for the four dimensions of impact (governmental, environmental, social, economic).

Regarding the outputs, a selection of indicators among those identified by the Commission were selected, including:
- Number of datasets on the theme
- Number of new datasets on the theme in 2023
- Number of views on these datasets in 2023
- Downloads of these datasets in 2023
- Number of discussions
- Number of reuses on the theme
- Number of new reuses on the theme in 2023
- Reuses by type
- Number of views on the reuses in 2023
- Discussions on the reuses

Regarding the outcomes and impacts, the use cases examined were selected from three main sources:
- The reuse catalog of the data.gouv.fr platform;
- The catalog of digital public services developed within beta.gouv.fr;
- The catalog of research publications on scanr.

And according to three criteria:
- High potential impact;
- Availability of resources and information;
- A balanced distribution in the four impact categories defined by the Open Data Maturity Report.

For each use case, a literature search was conducted and interviews were sometimes conducted with their designers to document the services, the data used, and the impacts created.

The results of this study will be published in 2024 in the form of six articles on data.gouv.fr and consolidated into a more comprehensive paper.

This is not the only study; we can notably mention the work of OpenDataFrance (DataImpact: new edition of the study on the reuse cases of environmental data - Open data france https://opendatafrance.fr/dataimpact-publication/) as well as the book by Dr. in Sociology Samuel Goëta “Les données de la démocratie: open data, pouvoirs et contre-pouvoirs” (https://cfeditions.com/donnees-democratie/) which provides a critical assessment of the impact of open data.";;;
I18;"Is the use of open data in your country having an impact on society´s ability to reduce inequality and better include minorities, migrants, and/or refugees? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Atlas Culture des territoires

Offered by the Ministry of Culture, the Atlas Culture des territoires helps understand cultural dynamics. It utilizes public data related to cultural offerings, cultural expenditures, employment and cultural enterprises, as well as socio-economic indicators, to provide:

- An interactive map for visualization;
- Portrait sheets describing each region.

The mapping of territorial dynamics contributes to identifying localized cultural inequalities and adapting cultural development strategies. The Atlas also enables the general public to understand issues related to cultural policies and participate in public debate.

National Celebrations and Commemorations in France since 1970

This analysis of open data related to celebrations and commemorations, conducted by an archivist, allows visualization of the historical periods involved, the themes commemorated, etc., but most notably reveals numerous representation inequalities: since 1970, only 103 women have been celebrated out of 1,358 individuals (7.5%).

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I19;"Is the use of open data in your country having an impact on issues about housing in urban areas? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Two use cases illustrate how open data can be mobilized to address urban housing issues:

Résorption bidonvilles

Résorption bidonvilles is a digital public service that enables state services, local authorities, and others to identify, share information, and take action to eliminate slums. It allows users to:

- Consult the list and characteristics of all sites in a territory;
- Learn about the actions taken;
- Assist each other with a directory of all users and a forum;
- Visualize platform data.

Through simplified operational monitoring for public officials and better coordination among stakeholders, the tool accelerates the eradication of slums and improves support for affected populations. Since the platform's launch in 2019, more than 4,000 people have been rehoused (17 sites eliminated in 2022, 28 in 2021, 16 in 2020) and in 2022:

- 3,566 minors were enrolled in school through the school mediation program;
- 5,461 people received health support in 2022;
- Over 1,000 people gained employment.

Aux Alentours by MAIF

Aux Alentours by MAIF is a tool developed by the mutual insurance company. It aggregates and maps numerous open data sources (risks, facilities, transport stops, noise exposure, etc.) to enable individuals to better understand the risks associated with their environment and take preventive measures with appropriate advice.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I20;"Is the use of open data in your country having an impact on the issues of health and wellbeing? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Regarding health and well-being, we focused on two uses: Euros for Docs The association Euros for Docs aims to simplify access to the Transparence Santé database, where industry stakeholders declare all their interests, by cleaning the data and providing a simplified interface. The uses are numerous: - For patients: to learn about their doctor's interests; - For citizens: to understand the industry's lobbying on the health system; - For health professionals: to become aware and participate in the independence of medicine; - For public administrations: to control the independence of health experts; - For journalists and researchers: to conduct investigations and research more easily. Real-time Bathing Water Quality Forecasting Platform Reporting data from the bathing season and public meteorological data are used to feed a machine learning model that estimates the risk of fecal bacterial contamination (up to 5 days in advance, with 4 alert levels). The tool allows local authorities to better manage their bathing sites and enables the public to exercise precaution.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I21;"Is the use of open data in your country having an impact on the society´s level of education and skills (e.g. data literacy)?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Examples abound regarding the use of open data in the field of education and skills. We have selected four for examination:

DiagOriente

DiagOriente is a digital public service that helps young people formalize their skills and professional interests, discover corresponding professions, and find training and/or employment more easily. It relies on data such as job operational requirements, labor market data, and job offers. The service currently has 432,000 users, among whom:
- 85% realized they had many skills;
- 75% discovered professions they would like to pursue;
- 65% completed the process with an engaged professional project.

SupTracker

A personal project by two citizens, SupTracker formats open data related to Parcoursup to allow users to:

- Get information on a training program: applications and admissions, profile of admitted candidates, selectivity indicators, etc.;
- Compare training programs;
- Analyze orientation by high school specialties;
- Explore the distribution of candidates based on their profile: honors in the baccalaureate, scholarship status, etc.

Thanks to the application, students can better inform themselves about the training programs they consider joining (recruitment and selectivity) to formulate coherent orientation projects.

- Analyses based on the social position indices of schools, colleges, and high schools

The social position index of an institution is an indicator summarizing the socio-economic and cultural conditions of the families of the students it welcomes. The associated data, published in 2022 by the Ministry of National Education, have rekindled and enriched the debate on the lack of social mixing in schools. For example:

The newspaper Le Monde wrote an article highlighting socio-economic disparities between public and private middle schools, as well as some neighboring public middle schools;
The Department of Prospective, Evaluation, and Performance of the Ministry of National Education conducted a study on social disparities between middle schools, in light of the objective of social diversity.

Open Data University Challenges
As part of the Open Data University, open data becomes a training tool for developing skills and civic engagement among young people. The Open Data University is a program that offers higher education institutions the opportunity to have their students work on open data challenges addressing social and environmental issues. The program is run by the association Latitudes, which collaborates with 100 higher education institutions to integrate social and environmental dimensions into their curricula. In 2023-2024, more than 650 students from 16 institutions were trained by working on open data challenges related to elections, culture, and energy.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
;4.3c Environmental impact;;;;;;;;
I22;"Is any data on the impact created by open data on environmental challenges (e.g. climate change and environmental degradation, as highlighted in the Eurpean Green Deal) available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify (1)  what kind of data source proves this impact and (2) provide the URLs to this data.
";yes;"In 2022, Etalab has conducted a thorough study to measure the impact of open data in France. In this study, we carried out the methodology described in question 34 of this questionnaire : we combined quantitative and qualitative approaches by both analysing data.gouv.fr metrics and interviewing with data producers and reusers. Impactful use cases on different impact areas have been identified, reviewed and researched, among which environmental impact. Data on the impact created by open data on environmental challenges are available in this working paper (p.30-31 ; p.38-39 ; p.41-42 ; p.45) : https://www.data.gouv.fr/fr/datasets/r/a61e1fcc-cd61-46bd-a6c5-af94cb9f8459.";Complement;Yes;"In 2023, the data.gouv.fr team conducted an extensive survey on the impact of open data.

This survey is based on the French methodology for impact measurement and is inspired by European work, particularly the ""Indicators for an Open Data Impact Assessment.""

The study outlines the outputs, outcomes, and impacts for the four dimensions of impact (governmental, environmental, social, economic).

Regarding the outputs, a selection of indicators among those identified by the Commission were selected, including:
- Number of datasets on the theme
- Number of new datasets on the theme in 2023
- Number of views on these datasets in 2023
- Downloads of these datasets in 2023
- Number of discussions
- Number of reuses on the theme
- Number of new reuses on the theme in 2023
- Reuses by type
- Number of views on the reuses in 2023
- Discussions on the reuses

Regarding the outcomes and impacts, the use cases examined were selected from three main sources:
- The reuse catalog of the data.gouv.fr platform;
- The catalog of digital public services developed within beta.gouv.fr;
- The catalog of research publications on scanr.

And according to three criteria:
- High potential impact;
- Availability of resources and information;
- A balanced distribution in the four impact categories defined by the Open Data Maturity Report.

For each use case, a literature search was conducted and interviews were sometimes conducted with their designers to document the services, the data used, and the impacts created.

The results of this study will be published in 2024 in the form of six articles on data.gouv.fr and consolidated into a more comprehensive paper.

This is not the only study; we can notably mention the work of OpenDataFrance (DataImpact: new edition of the study on the reuse cases of environmental data - Open data france https://opendatafrance.fr/dataimpact-publication/) as well as the book by Dr. in Sociology Samuel Goëta “Les données de la démocratie: open data, pouvoirs et contre-pouvoirs” (https://cfeditions.com/donnees-democratie/) which provides a critical assessment of the impact of open data.";;;
I23;"Is the use of open data in your country having an impact on the level of protection of biodiversity (e.g. maintaining a good air and water quality)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"One example of use case : 

Mon Diagnostic Artificialisation

Mon Diagnostic Artificialisation is a digital public service that helps land-use planners monitor the consumption of natural, agricultural, and forest areas and the artificialization of soils in their territory. It offers, through visualizations and calculations based on OCS GE data and ""Consumption of Natural, Agricultural, and Forest Areas"" data:

- Analysis of land consumption over the past 10 years;
- Estimation of potential trajectories up to 2031.

The tool aims to promote the management of land consumption and the reduction of artificial surfaces, which are essential for biodiversity preservation. To date, 60,559 diagnostics have been consulted and 7,513 downloaded by local authorities, state services, land-use planners, and citizens.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I24;"Is the use of open data in your country having an impact on the achievement of more environment-friendly cities (e.g., environment-friendly transport systems, waste management etc.)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Regarding ecological cities, we focused on two use cases: Registre de preuve de covoiturage Designed by the Ministry of Ecological Transition, the Registre de preuve de covoiturage (RPC) helps regions encourage short-distance carpooling. By using a registry that aggregates completed carpooling trips (open) and their certification, it facilitates the distribution of incentives to promote this practice. The service supports the implementation of public policies to develop daily carpooling, addressing several issues: - Environmental issues: each kilometer carpooled per passenger avoids the emission of 195g of CO2 equivalent (Ademe); - Economic and social issues: carpooling provides a solution for the 13 million French people facing ""mobility poverty."" Since 2019: - 20,303,882 trips have been recorded; - 7.4 million incentivized trips were generated from campaigns configured on the RPC; - With an average of 2.21 people per vehicle. Analysis and Prediction of Pedestrian Flows in a Multimodal Transport Hub Using Multi-Source Data This research leveraged open mobility data to understand the dynamics of pedestrian flows in the transport spaces of the La Défense district and forecast short-term crowding. These forecasts could enhance passenger information for public transport users or enable ""on-demand"" regulation of transport services, guiding their usage effectively.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I25;"Is the use of open data in your country having an impact on the fight against climate change, for example by undertaking predictive monitoring, preventive actions, or a differentiated response to connected disasters?

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Examples abound regarding the use of open data in adaptation to climate change and related disasters. We have selected three for examination:

Pyronear

Pyronear is an association that aims to democratize open solutions for combating forest fires. It is developing a forest fire risk score using various open data sources such as meteorological data, soil moisture index, and forest fire databases in France. This risk score aims to enable early detection of fires, allowing for faster and more effective intervention by fire and rescue services.

VigiFrance

VigiFrance is a personal project by a citizen. The tool centralizes and synthesizes a set of open data related to natural, technological, and health risks to provide clear and localized information quickly. It includes data on air quality from Atmo France, the National Address Database, and weather alerts from Météo-France. Citizens can thus monitor risk evolution near their location, stay informed during a disaster, and adopt appropriate behaviors.

Projects conducted during the Météo-France Open Data Hackathon
The data.gouv.fr team, in conjunction with Météo-France, organized a hackathon on public meteorological data in April 2024. During this event, numerous projects related to climate change were developed:

- OpenGustMap: Estimation of observed wind speed at any place and time in the past to help insured individuals assert their rights under storm guarantees;
- Franceinfo: Comparison of current weather with historical temperatures over the past decades in Overseas France;
- ClimateViz: Public platform for creating customizable indicators based on historical weather data and climate forecasts;
- SafeCoast: Alerts and analyses of extreme events at observation stations for better protection of French coasts against climate risks;
- Voyageurs du climat: An exploration tool that allows observing the evolution of weather phenomena in France and comparing certain indicators over time. 

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I26;"Is the use of open data in your country having an impact on the consumption of energy based on fuel and the switch to renewables? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"On the theme of ""energy consumption and transition to renewable energies,"" we focused on one application in particular:

Nos Gestes Climat
Nos Gestes Climat, designed by ADEME, allows every citizen to understand their carbon footprint from consumption. Its features, developed using data from the carbon database, include:

- Calculating an individual's carbon footprint by major consumption categories (food, transport, housing, etc.);
- Presenting concrete actions to reduce it, personalized to their usage.

The service encourages action towards reducing greenhouse gas-emitting activities. It has already recorded 5,994,067 visits and 1,729,393 completed simulations.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
;4.3d Economic impact;;;;;;;;
I27;"Is any data on the economic impact (e.g. GDP, employment, productivity, innovation,  new businesses created etc.) of open data available in your country such as from research studies, impact assessments, or other systematic investigations that quantify the results or broader effects of open data being reused?

For Explanation:
* If yes, please specify what kind of data source proves this impact and provide the URLs to this data.

";yes;"In 2022, Etalab has conducted a thorough study to measure the impact of open data in France. In this study, we carried out the methodology described in question 34 of this questionnaire : we combined quantitative and qualitative approaches by both analysing data.gouv.fr metrics and interviewing with data producers and reusers. Impactful use cases on different impact areas have been identified, reviewed and researched, among which economic impact. Data on the economic impact of open data are available in this working paper (i.e. p.43 ; p.46-47) : [https://www.data.gouv.fr/fr/datasets/r/a61e1fcc-cd61-46bd-a6c5-af94cb9f8459](https://www.data.gouv.fr/fr/datasets/r/a61e1fcc-cd61-46bd-a6c5-af94cb9f8459).

The FING has also led an impact study on open data. Impact created by open data on the economy are analysed here (from p.13 to p.18) : [https://fing.org/wp-content/uploads/2020/02/Open-Data-impact-bilan-2010-2018-de-l-open-data.pdf#page=13](https://fing.org/wp-content/uploads/2020/02/Open-Data-impact-bilan-2010-2018-de-l-open-data.pdf#page=13).";Complement;Yes;"In 2023, the data.gouv.fr team conducted an extensive survey on the impact of open data.

This survey is based on the French methodology for impact measurement and is inspired by European work, particularly the ""Indicators for an Open Data Impact Assessment.""

The study outlines the outputs, outcomes, and impacts for the four dimensions of impact (governmental, environmental, social, economic).

Regarding the outputs, a selection of indicators among those identified by the Commission were selected, including:
- Number of datasets on the theme
- Number of new datasets on the theme in 2023
- Number of views on these datasets in 2023
- Downloads of these datasets in 2023
- Number of discussions
- Number of reuses on the theme
- Number of new reuses on the theme in 2023
- Reuses by type
- Number of views on the reuses in 2023
- Discussions on the reuses

Regarding the outcomes and impacts, the use cases examined were selected from three main sources:
- The reuse catalog of the data.gouv.fr platform;
- The catalog of digital public services developed within beta.gouv.fr;
- The catalog of research publications on scanr.

And according to three criteria:
- High potential impact;
- Availability of resources and information;
- A balanced distribution in the four impact categories defined by the Open Data Maturity Report.

For each use case, a literature search was conducted and interviews were sometimes conducted with their designers to document the services, the data used, and the impacts created.

The results of this study will be published in 2024 in the form of six articles on data.gouv.fr and consolidated into a more comprehensive paper.

This is not the only study; we can notably mention the work of OpenDataFrance (DataImpact: new edition of the study on the reuse cases of environmental data - Open data france https://opendatafrance.fr/dataimpact-publication/) as well as the book by Dr. in Sociology Samuel Goëta “Les données de la démocratie: open data, pouvoirs et contre-pouvoirs” (https://cfeditions.com/donnees-democratie/) which provides a critical assessment of the impact of open data.";;;
I28;"Is the use of open data in your country having an impact on the level of employment? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"We focused on two services that converge towards job creation and access:

La Bonne Alternance

La Bonne Alternance is a digital public service that facilitates the connection between young people, apprenticeship training centers (CFA), and companies. Its features include:
- A service for posting job offers accessible to small and medium-sized enterprises (SMEs) and CFAs;
- A service for connecting young people with CFAs;
- A service for sending applications;
- Modules for supporting contact with a CFA, searching for a host company, etc.

The tool relies on data from apprenticeship training offers and job offers. Since the beginning of 2024:

- 12,171 job offers have been posted;
- 538,745 applications have been sent;
- 48,942 contacts with CFAs have been made.

Emplois de l’inclusion

Developed by the GIP de l’inclusion, ""Les emplois de l’inclusion"" is a service that utilizes open employment data and connects job seekers with social enterprises. It enables the most vulnerable individuals to gain access to employment and training, facilitating their integration into society through work. Through this service:

- 1,150,687 candidates have been hired;
- 5,386 social enterprises have recruited.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I29;"Is the use of open data in your country having an impact on the level of innovation and the adoption of new technologies? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"On the theme of ""innovation and adoption of new technologies,"" we focused on two use cases:

FireCaster

FireCaster is a research project, notably supported by CNRS, aiming to create a virtual reality fire simulation tool. It includes:

- An hourly weather fire index for forest fire risk prediction;
- A fire simulation based on a fire propagation model;
- A collaborative virtual reality platform.

These various layers have utilized public meteorological data (AROME data), as well as data on humidity and soil. The tool allows firefighters and decision-makers to better understand fire crises and manage them more effectively in real life.

L’indemnisation des dommages corporels confrontée au développement de l’IA et de l’open data

This research studied the application of open data from court decisions to the issue of bodily injury compensation. It establishes that the algorithmic analysis of these data, combined with human interpretation, presents an opportunity for more transparent and fair compensation for victims.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I30;"Is the use of open data in your country having an impact on the level of entrepreneurship (especially of women and minorities) and business creation (especially with Small- and Medium-sized Enterprises)? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Conseillers entreprises
Conseillers-entreprises is a digital public service that connects small and medium-sized enterprises (SMEs) with the right advisors. It offers personalized and local advice on a wide range of topics: recruitment, training, investment, financial difficulties, etc. The tool's features have been developed using open data related to businesses, such as the Base Sirene of companies and their establishments. The service enhances the support and development of SMEs. Since its launch:

- 25,992 needs have been submitted by companies;
- 78% of the needs have been transmitted to an advisor;
- 80% of the transmitted needs resulted in an exchange with an advisor;
- 77% of the transmitted needs were closed with proposed assistance.

Mon entreprise
Designed by URSSAF using open data related to businesses, Mon entreprise offers simulators and assistants to support business creators. It helps them make decisions regarding the management of their business (legal, fiscal, social issues, etc.) and allows them to focus more on developing their economic activity. In 2023, the service recorded:
- 8.7 million visits;
- 4.8 million questions answered.


Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
I31;"Is the use of open data in your country having an impact on the level of productivity? 

For Explanation:
* If yes, please provide an example of one reuse case. For this reuse case, please provide (1) a URL to the reuse case, (2) a URL to the open dataset used by the reuse case, and (3) a description of the reuse case and its impact in this sub-domain. ";new question;new question;Change;Yes;"Annuaire des entreprises
Developed by the Interministerial Directorate for Digital Affairs, the Annuaire des entreprises is a tool that centralizes all open data related to legal entities (companies, associations, administrations, entrepreneurs, etc.) to easily retrieve information about businesses. By using the Annuaire des entreprises:
- Public agents who support businesses can work more efficiently;
- Entrepreneurs can complete their administrative procedures more easily by quickly retrieving their information (SIREN/SIRET, NAF/APE code, VAT number, etc.).

In May 2024, the service recorded:

- 3,677,895 users;
- 1,116,629 copy-paste actions, often performed by entrepreneurs completing their administrative procedures.

Link to the report : https://www.data.gouv.fr/fr/datasets/r/b647386b-b143-4fa3-891e-1ad9d31a19ab";;;
