ID;cross_year_id;response;decision;awarded_score;max_score;explanation
I11;I11;yes;complement;20;20;"2025:
The Reuse Case Showroom on GovData allows to categorize Use Cases e.g. matching to DCAT-AP Categories, spatial information or temporal information: https://www.govdata.de/suche?q=&type=showcase
2024:
2024:
BMG:
As part of the NFDI4Health consortium systemetic ways of classifying reuse cases are currently developed
2023:
As part of the development of the National Research Data Infrastructure, the Directorate-General for Cultural Heritage of Rhineland-Palatinate (DGKE) is involved as a co-applicant in the NFDI4Objects consortium. In this context, a survey on the archiving of digital archaeological data was carried out in 2021 to assess the requirements of wide and sustainable availability and re-use of research data through professional archiving and provision in accordance with the FAIR principles. NFDI4Objects is planning to provide methods, standards and interfaces for long-term archiving, e.g. for researchers dealing with the material heritage of human history (i.e. not only archaeologists)."
I12;I12;yes;confirm;20;20;"Berlin: the study ""Open data in der Berliner Verwaltung"": https://odis-berlin.de/file-download/01_Handout-OpenData-Kurzerklaert.pdf"
I13;I13;yes;confirm;15;15;"Berlin: the library dashboard shos the use of data to improve public services https://odis-berlin.de/projekte/2023-03-pankow-bibliotheksdaten 

BMEL:
Publshing data as FAIR open data reduces the effort of making data available for public authorities within the responsibility of the Federal Ministry for Food and Agriculture. For examples, interested parties can just download the data without formally requesting it. For example, the Federal Office of Consumer Protection and Food Safety, procides access to authorization data for plant protection agents/pesticides via an API https://www.bvl.bund.de/SharedDocs/Fachmeldungen/04_pflanzenschutzmittel/2024/2024_04_03_Fa_PSM_API.html). More examples specifically for research data are datasets published on OpenAgrar (https://www.openagrar.de/servlets/solr/select?q=%2Bcategory.top%3A%22mir_genres%3Aresearch_data%22+%2BobjectType%3Amods+%2Bcategory.top%3A%22state%3Apublished%22&mask=content/browse/genres.xml%23open%5B%5D&sort=mods.dateIssued+desc&fq=worldReadableComplete:true) or on https://atlas.thuenen.de/layers/"
I14;I14;yes;complement;15;15;"2025:
The Procurement Office of the Federal Ministry of the Interior (Beschaffungsamt des BMI) offers an API to access Open Data (CC0) on public spending and though emphasizes transparancy and accountability of public procurement.

Links: https://oeffentlichevergabe.de/ui/de/publicationPolicy 

https://www.govdata.de/suche/daten/erzeugte-umsatze-von-1996-bis-2014 
 
2024:
Bavaria: Yes, e.g. the City of Augsburg published financial data on shareholding https://augsburg.bydata.de/?locale=de&page=3&limit=10

Berlin: the visualisation of the finance data of berlin: https://odis-berlin.de/projekte/2022-09-haushaltsdaten"
I15;I15;yes;change;15;15;"The open provision of weather and climate data has recently had a positive impact on the achievement of political goals with broad public acceptance, for example, in climate protection.
Open geodata is used in various political decision-making processes as basic information for visualizing local, regional, or national contexts, but also for statistical analyses. Data is provided via:
- https://www.geoportal.nrw/
- https://open.nrw/
Berlin (federal state): We use open data from the field of renewable energies to demonstrate how we can achieve the goals of the Berlin Energy and Climate Protection Concept, for example, how we can improve the use of solar energy systems on the roofs of public and private buildings. Link: https://energieatlas.berlin.de/ (with the data and visualization of which renewable energies are used and how much energy is consumed).
Further examples can be found here:
1) ""Wegweiser Kommune"" (https://www.wegweiser-kommune.de/) is a platform that uses open data (statistics) from the Federal Statistical Office to visualize demographic information (forecasts, demographic data, and migration data). The goal is to provide cities with more than 5,000 inhabitants with an information system that enables them to (i) visualize their development and (ii) actively shape their respective futures.
2) Pegel-Online (http://pegelonline.wsv.de/gast/start) is a highly successful open data app and online platform of the Waterways and Shipping Authority (WSB), which provides information on the water levels of more than 7,300 km of rivers and canals in Germany. It is used as a basis for decision-making not only by private users (citizens) who use these rivers/canals or live nearby, but also by public bodies and officials dealing with water issues in Germany (e.g., construction work, flood protection, etc.).
3) Integreat (https://integreat-app.de/ueber-uns/) is a local, multilingual open data platform whose goal is to prevent ""information poverty"" and facilitate the inclusion and integration of immigrants. It is aimed at immigrants themselves as well as integration officers and city administrations, and offers an overview of language courses, administrative procedures, job openings, and everyday topics."
I16;I16;yes;complement;15;15;"2025:
Open health data serves as the basis for several dashboards, for example: https://infektionsradar.gesund.bund.de/de

The Dashboard Germany provides a profile of key statistics from various areas of life and industries: https://www.dashboard-deutschland.de/
2024:
BMG:
open data is used as a basis for multiple dasboards for example: https://infektionsradar.gesund.bund.de/de"
I17;I17;yes;change;20;20;"The social budget dataset offers an overview of the range of services and the financing of the social security system in Germany. The social budget dataset is linked as open data with www.govdata.de. The publication of the dataset increases transparency and accountability in Germany (https://www.bmas.de/DE/Service/Publikationen/Broschueren/a230-23-sozialbudget-2022.html).

The Federal Government is required to regularly present a Poverty and Wealth Report as an instrument to review political measures and to suggest new ones. Six reports have been published so far. All reports as well as their accompanying scientific research are published on the internet. 
ARB - Startseite (armuts-und-reichtumsbericht.de)
Within the framework of the Poverty and Wealth Report, indicators are published on the internet and made available as open data files.
ARB - Open Data (armuts-und-reichtumsbericht.de)

Fakten zur Rente (Facts on Pensions) is an information base. Its aim is to support the discussion on the future of old-age security. With facts and figures on old-age provision, a contribution is to be made to objectifying the debate. In doing so, both development lines and the current status of selected aspects of old-age provision are described, thus providing a basis for a better understanding of the topic of old-age provision.
BMAS - Klargestellt: Fakten zur Rente, Link: https://www.bmas.de/DE/Soziales/Rente-und-
Hamburg: -Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education.

Altersvorsorge/Fakten-zur-Rente/fakten-zur-rente.html
In a separate section, the data used is presented in an open data format for the interested public.
BMAS - Daten zur Rente zum Download, Link: https://www.bmas.de/DE/Service/Statistiken-Open-Data/Daten-zur-Rente/daten-zur-rente.html

The Federal Ministry for Food and Agriculture provides several datasets e.g. on nutritional behaviour

examples at regional level:
Berlin (state): we have an ""Sozialinformationssystem"" which is an Open Data Portal on topics like social challenges
https://www.sozial-informations-system.de/home?lang=de

Hamburg: Hamburg: -The social impact is hereby defined as the beneficial effect of the use of open data on four specific challenges for society: 1) Including minorities, migrants, and/or refugees  and reducing inequality, 2) Alleviating housing issues, 3) Fostering health and wellbeing, 4) Improving education."
I18;I18;yes;change;15;15;"The Federal Ministry of Labor and Social Affairs (BMAS) has launched www.einfach-teilhaben.de, which publishes information for people with disabilities and their families. It includes data on facilities that support people with disabilities.
The BMZ's smart development hack has resulted in concrete solutions, for example:
(URL: https://toolkit-digitalisierung.de/de/smartdevelopmenthack/ )
Berlin: We are working on an open data project called ""Refugee Monitoring,"" which aims to highlight the current situation of refugees and reduce inequalities in society. https://www.berlin.de/lb/intmig/themen/fluechtlinge/fluechtlingspolitik/
Looking for care places with the NRW Home Finder:
https://www.heimfinder.nrw.de/
Wheelmap is a map for searching and finding wheelchair spaces (based on OpenStreetMap):
https://news.wheelmap.org/
Other initiatives and solutions:
- wheelmap.org was developed by the civil society initiative Sozialhelden. Using open geographical data (provided by OpenStreetMap) and based on collaborative information gathering, the map shows which public spaces in many German cities are (or are not) wheelchair accessible. It has thus increased the mobility and sense of safety of wheelchair users in public.
- Integreat (https://integreat-app.de/ueber-uns/) is a local, multilingual open data platform. It provides integration officers and city administrations, as well as immigrants, with an overview of language courses, administrative procedures, job openings, and everyday topics in their area. This improves their chances of receiving high-quality support and integrating into society.
- The city of Heidelberg has developed a mobility navigation app for citizens with disabilities: https://www.heidelberg.de/Digitale-Stadt/startseite/projekte/projekt+routenplanung+fuer+barrierefreiheit.h"
I19;I19;yes;change;15;15;"NRW (state): BORIS.NRW (BORIS is the German acronym for land value system) provides data on the development on property prices: https://www.boris.nrw.de/boris-nrw/?lang=de. Open Data provides the data basis for compiling the land values from different data sources and at the same time provides the basis for a search function.
The presentation of the ground benchmarks on the internet is based on a uniform data set in North Rhine-Westphalia. These data are updated annually and form the basis for the search in the tool. Add.: The land and real estate benchmark datasets from the real estate market information system can be used free of charge in accordance with the terms of use of BORIS-NRW.
Addendum: There is now a nationwide portal that combines the individual state portals: https://www.bodenrichtwerte-boris.de/boris-d/?lang=de "
I20;I20;yes;change;15;15;"The RKI (Robert-Koch-Institute) offers various data sets on indicators from the health sector (e.g. SARS2 incidences, vaccinations):
https://www.govdata.de/web/guest/daten/-/searchresult/f/groups%3Aheal%2Ctype%3Adataset%2Csourceportal%3A9b637d65-df77-42b5-bbad-d7400ffbff56%2C/s/relevance_desc
https://zenodo.org/communities/robertkochinstitut
https://github.com/robert-koch-institut
However, no specific applications, use cases or services can in fact be inferred from the examples given – at least none of them presumably aimed at the present question. /// Map on noise: https://www.umgebungslaerm-kartierung.nrw.de/; map on airpollution: https://www.ekl.nrw.de/ekat/ (emissions)
Health statistics, seperately provided by the Federal Statistical Office of Germany (Destatis), see: https://www-genesis.destatis.de/genesis/online?operation=themes&levelindex=0&levelid=1724858612321&code=23#abr"
I21;I21;yes;complement;15;15;"2025:
The (former) Federal Ministry of Education and Research has developed a ""Data Literacy Toolbox"" in the context of the federal government's Open Data Strategy. The goal of the project is to empower people across Germany to develop basic data literacy skills through a comprehensive training and tool platform.

Link (press release): https://projekt.toolboxdatenkompetenz.de/tag/bmbf/

Link (Toolbox): https://beta.toolboxdatenkompetenz.de/
2024:
BMAS:
At https://www.arbeitsagentur.de/jobsuche/ of the Bundesagentur für Arbeit (Federal Employment Agency), people looking for an vocational training can find out information about vacant (vocational) training places."
I22;I22;no;change;0;20;"The Civil Society Projekt klimawatch.de investigates climate change challenges by illustrating climate protection measures on local federal level. Link: www.klimawatch.de

Regional initiatives:
Bavaria: e.g. the Start-Up ""Urbansens"" uses open data for analyzing heat and environmental problems in cities https://oc.bydata.de/using/usecases/urbansens
Berlin: for the the energy sector the ""energy-checkpoint"": https://odis-berlin.de/projekte/2023-03-energiecheckpoint"
I23;I23;yes;confirm;15;15;"Bavaria: Yes, e.g. projects that analyze the trees in the City of Würzburg https://oc.bydata.de/using/usecases/baeumewuerzburg & https://oc.bydata.de/using/usecases/laubnadelwuerzburg

Berlin: yes for better air quality, and the water situation"
I24;I24;yes;confirm;15;15;Bavaria: Yes, e.g. projects that analyze the bike usage in the City of Munich https://oc.bydata.de/using/usecases/trendradeln & https://oc.bydata.de/using/usecases/fahrradmuenchen
I25;I25;yes;confirm;15;15;"Bavaria: Yes, e.g. the Start-Up ""Urbansens"" uses open data for analyzing flood risks https://oc.bydata.de/using/usecases/urbansens "
I26;I26;yes;complement;15;15;"2025:
The 'Windenergiemonitor' analyses the development of wind energy in germany by using data from e.g. core energy market data register by BNetzA (Federal Network Agency) and geospatial data on administrativ areas by BKG (Federal Agency for Cartography and Geodesy), Link: https://goal100.org/monitor

The Solar potential cadastre of the state Schleswig-Holstein has been created based on data from the open data portal: https://www.solarkataster-sh.de
2024:
Schleswig-Holstein: 
The Solar potential cadastre https://www.solarkataster-sh.de has been created based on data from the open data portal."
I27;I27;no;confirm;0;20;"There is currently no study or data available that fits exactly the question. The answer must therefore be ‘no’.
=====
Dashboard Germany, Economics and Economy section: It offers indicators around the economy and the economy, general economic development and recovery plans, as well as specific sectors, external trade, consumption and prices:
https://www.dashboard-deutschland.de/konjunktur_wirtschaft/aussenhandel
Add.: While studies on the economic impact of open data exist, there is no knowledge of recurring data collection.

Berlin (state): this data is available on the plattform of the ""Amt für Statistik Berlin-Brandenburg"" for Berlin. For the new business created we have our daa from the ""Gewerbedatenbank"":
Bevölkerungsdaten: https://www.statistik-berlin-brandenburg.de/bevoelkerung
Daten der Gewerbedatenbank: https://senweb.leto.polyteia.de/app/ac755f96-46a2-49d1-9f60-0534f3b0e833/1a705925-d1d8-49a6-8d12-1d229095f57a"
I28;I28;yes;confirm;15;15;"BMAS:
Jobseekers can find out information about job vacancies at https://www.arbeitsagentur.de/jobsuche/ of the Bundesagentur für Arbeit (Federal Employment Agency). "
I29;I29;yes;confirm;15;15;"BMDV:
The BMDV research program mFUND explicitly requests the reuse and/or provision of open data for innovative mobility projects. Here are three examples of funded projects within the mFUND program:
FixMyCity (https://www.fixmycity.de) provides a platform and tools for the planning of bicycle infrastructure. It is based on the mFUND project FixmyBerlin (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/fixmyberlin.html?nn=12830). The tool is open to use under (https://fixmyberlin.de/planungen), helping to improve such infrastructure based on data provided by citizens.
RailBench (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/rail-bench.html) is a currently running mFUND project that is developing a benchmark suite for rail transport automation and will be available under an open license. It's based on the KITTI benchmark suite, and data is provided by Deutsche Bahn and the German Centre for Rail Traffic Research (DZSF). Data can be found here: https://data.fid-move.de/dataset/osdar23.
Wheelmap (https://wheelmap.org/search) is a platform that shows data on accessibility in public spaces and public transport, as well as other locations such as hotels, restaurants, shopping malls, etc. It is based on a selection of projects funded within the mFUND program (https://sor.bz/FZ6U7).

Bavaria: Yes, e.g. the Start-Up ""SE3Labs"" that uses geospatial AI to explore open data https://oc.bydata.de/using/usecases/se3labs

Berlin: aritificial intelligence for example LLM or digital twins"
I30;I30;yes;confirm;15;15;"BMWK:
One objective of the German ""Action plan for more women entrepreneurs for our SMEs"" of the German government, business associations, civil society organisations and research institutes is to enhance data transparency concerning female entrepreneurship. Data analysis and transparency provides a basis for evidence-based policy making. (https://www.bmwk.de/Redaktion/EN/Publikationen/Wirtschaft/action-plan-more-women-entrepreneurs-for-our-smes.html) One example is the study the German Ministry for Economic Affairs and Climate Action commissioned the Ludwig Fröhler Institute to conduct concerning the employment situation of women in craft: https://www.bmwk.de/Redaktion/DE/Dossier/Mehr-Unternehmerinnnen-fuer-den-Mittelstand/Textsammlungen/lfi-studie.html

BMDV:
FixMyCity: The successful launch of the toolset and the founding of the company behind it would not have been possible without the mFUND project FixmyBerlin.
GOAT (https://www.open-accessibility.org/) is an interactive, dynamic, and data-driven planning tool for accessibility planning. It is developed by an active community as an open-source project. It is based on the mFUND project GOAT (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/GOAT.html), followed by the currently running project GOAT 3.0 (https://bmdv.bund.de/SharedDocs/DE/Artikel/DG/mfund-projekte/goat-3-0.html). Company website: https://plan4better.de/
Wheelmap: Again, we would like to point out the successfully launched platform Wheelmap (see item I29).

Bavaria: Yes, e.g. the Start-Ups Credium, Urbansens and SE3Labs are built on top of open data"
I31;I31;yes;confirm;15;15;"BMWK:
There is currently no study or data available that fits exactly the question. The answer must therefore be ‘no’. 
The Bundesbank only looks at digitalization in general: 
https://www.bundesbank.de/resource/blob/906616/619cb6633927dc5d02c459fc3c5afe60/mL/2023-03-arbeitsproduktivitaet-data.pdf"
