key;value
I7;"Gibt es in Ihrem Land eine Zusammenarbeit zwischen der Regierung und der Zivilgesellschaft oder der Wissenschaft, um Open-Data-Wirkung zu erzielen?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel an
* Wenn möglich, URLs zu solchen Projekten und Kooperationen."
D4.2;4.2 Messung der Wiederverwendung
I8;"Haben öffentliche Stellen in Ihrem Land im vergangenen Jahr Aktivitäten gestartet oder durchgeführt, um zu verstehen, welche (offenen) Datensätze und wie wiederverwendet werden?

Zur Einordnung:
* Wenn ja, welche der folgenden Aktivitäten?
* Mehrfachnennungen sind möglich."
I8-a;Automatisierte Feedback-Mechanismen, die den Zugriff der Benutzer auf Datensätze verfolgen
I8-b;Umfragen
I8-c;Interviews/Workshops mit Wiederverwendern
I8-d;Sonstiges
I9;"Haben öffentliche Stellen in Ihrem Land im vergangenen Jahr Aktivitäten gestartet oder durchgeführt, um die Bedürfnisse der Weiterverwender besser zu verstehen und so die Weiterverwendung offener Daten weiter zu fördern?

Zur Einordnung:
* Falls ja, welche der folgenden Aktivitäten wurden durchgeführt? Bitte beschreiben Sie, wie die Aktivität Ihnen geholfen hat, die Wiederverwendung besser zu fördern.
* Mehrfachantworten sind möglich."
I9-a;Regelmäßige Feedbackgespräche mit Portalnutzern
I9-b;Analyse der Stimmung in sozialen Medien
I9-c;Sonstiges
I10;"Haben öffentliche Stellen in Ihrem Land eine systematische Methode zur Erfassung von Wiederverwendungsfällen entwickelt?

Zur Einordnung:
* Wenn ja, erläutern Sie bitte kurz den Ablauf: Wie läuft die Versammlung ab?"
I11;"Gibt es in Ihrem Land öffentliche Stellen, die eine systematische Methode zur Klassifizierung der gesammelten Wiederverwendungsfälle entwickelt haben?

Zur Einordnung:
* Wenn ja, erläutern Sie bitte kurz den Ablauf: Nach welchen Kategorien werden Wiederverwendungsfälle klassifiziert (z. B. nach Politikfeld)?"
D4.3;4.3 Erzeugte Wirkung
D4.3a;4.3a Staatliche Auswirkungen
I12;"Sind in Ihrem Land Daten zu den Auswirkungen offener Daten auf staatliche Herausforderungen (z. B. Effizienz, Effektivität, Transparenz, Entscheidungsfähigkeit), etwa aus Forschungsstudien, Folgenabschätzungen oder anderen systematischen Untersuchungen, die die Ergebnisse oder umfassenderen Auswirkungen der Wiederverwendung offener Daten quantifizieren?

Zur Einordnung:
* Wenn ja, (1) geben Sie bitte an, welche Art von Daten diese Auswirkungen belegen, und (2) geben Sie die URLs zu diesen Daten an."
I13;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Effizienz und Effektivität der Regierung (auf welcher Ebene auch immer) bei der Erbringung öffentlicher Dienstleistungen?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I14;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Transparenz und Rechenschaftspflicht öffentlicher Verwaltungen?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I15;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf politische Entscheidungsprozesse (d. h. nutzen öffentliche Verwaltungen die Daten als Beweis für die Problemerkennung und Politikformulierung)?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I16;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf Entscheidungsprozesse (d. h. nutzen öffentliche Verwaltungen die Daten als Beweismittel für ihre täglichen Abläufe)?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
D4.3b;4.3b Gesellschaftliche Auswirkungen
I17;"Sind in Ihrem Land Daten zu den Auswirkungen offener Daten auf soziale Herausforderungen (z. B. Ungleichheit, Gesundheitsversorgung, Bildung), etwa aus Forschungsstudien, Folgenabschätzungen oder anderen systematischen Untersuchungen, die die Ergebnisse oder umfassenderen Auswirkungen der Wiederverwendung offener Daten quantifizieren?

Zur Einordnung:
* Wenn ja, (1) geben Sie bitte an, welche Art von Datenquelle diesen Einfluss belegt und (2) geben Sie die URLs zu diesen Daten an."
I18;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Fähigkeit der Gesellschaft, Ungleichheit zu verringern und Minderheiten, Migranten und/oder Flüchtlinge besser einzubeziehen?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I19;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Wohnraumfrage in städtischen Gebieten?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I20;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Themen Gesundheit und Wohlbefinden?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I21;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf das Bildungs- und Kompetenzniveau der Gesellschaft (z. B. Datenkompetenz)?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
D4.3c;4.3c Umweltauswirkungen
I22;"Sind in Ihrem Land Daten über die Auswirkungen offener Daten auf Umweltherausforderungen (z. B. Klimawandel und Umweltzerstörung, wie im Europäischen Green Deal hervorgehoben), etwa aus Forschungsstudien, Folgenabschätzungen oder anderen systematischen Untersuchungen, die die Ergebnisse oder umfassenderen Auswirkungen der Wiederverwendung offener Daten verfügbar?

Zur Einordnung:
* Wenn ja, geben Sie bitte an, (1) welche Art von Daten diese Auswirkungen belegen, und (2) geben Sie die URLs zu diesen Daten an."
I23;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf das Schutzniveau der biologischen Vielfalt (z. B. die Aufrechterhaltung einer guten Luft- und Wasserqualität)?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I24;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Verwirklichung umweltfreundlicherer Städte (z. B. umweltfreundliche Transportsysteme, Abfallwirtschaft usw.)?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I25;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf den Kampf gegen den Klimawandel, beispielsweise durch vorausschauende Überwachung, präventive Maßnahmen oder eine differenzierte Reaktion auf damit verbundene Katastrophen?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I26;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf den Energieverbrauch auf Basis von Kraftstoffen und die Umstellung auf erneuerbare Energien?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
D4.3d;4.3d Wirtschaftliche Auswirkungen
I27;"Sind in Ihrem Land Daten über die wirtschaftlichen Auswirkungen (z. B. BIP, Beschäftigung, Produktivität, Innovation, neu gegründete Unternehmen usw.) von offenen Daten verfügbar, etwa aus Forschungsstudien, Folgenabschätzungen oder anderen systematischen Untersuchungen, die die Ergebnisse oder umfassenderen Auswirkungen der Wiederverwendung offener Daten quantifizieren?

Zur Einordnung:
* Wenn ja, geben Sie bitte an, welche Art von Datenquelle diese Auswirkungen belegen, und geben Sie die URLs zu diesen Daten an."
I28;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf das Beschäftigungsniveau?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I29;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf den Innovationsgrad und die Einführung neuer Technologien?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I30;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf das Niveau des Unternehmertums (insbesondere von Frauen und Minderheiten) und der Unternehmensgründung (insbesondere bei kleinen und mittleren Unternehmen)?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
I31;"Hat die Nutzung offener Daten in Ihrem Land Auswirkungen auf die Produktivität?

Zur Einordnung:
* Wenn ja, geben Sie bitte ein Beispiel für einen Wiederverwendungsfall an. Geben Sie für diesen Wiederverwendungsfall bitte (1) eine URL zum Wiederverwendungsfall, (2) eine URL zum offenen Datensatz an, der vom Wiederverwendungsfall verwendet wird, und (3) eine Beschreibung des Wiederverwendungsfalls und seiner Auswirkungen in dieser Subdomäne."
